idx,Paragraph Text,Binary Emotion Class/Score
27,"""You what?"" Hagrid looked shocked. ""Listen here -- I've told yeh -- drop it. It's nothin' to you what that dog's guardin'."" ","{'labels': ['neutral'], 'scores': [0.99894804]}"
28,"""We just want to know who Nicolas Flamel is, that's all,"" said Hermione. ","{'labels': ['ambiguous'], 'scores': [0.99392974]}"
29,"""Unless you'd like to tell us and save us the trouble?"" Harry added. ""We must've been through hundreds of books already and we can't find him anywhere -- just give us a hint -- I know I've read his name somewhere."" ","{'labels': ['neutral'], 'scores': [0.9996517]}"
30,"""I'm sayin' nothin', said Hagrid flatly. ","{'labels': ['neutral'], 'scores': [0.99927825]}"
31,"""Just have to find out for ourselves, then,"" said Ron, and they left Hagrid looking disgruntled and hurried off to the library. ","{'labels': ['neutral'], 'scores': [0.9990345]}"
32,"They had indeed been searching books for Flamel's name ever since Hagrid had let it slip, because how else were they going to find out what Snape was trying to steal? The trouble was, it was very hard to know where to begin, not knowing what Flamel might have done to get himself into a book. He wasn't in Great Wizards of the Twentieth Century, or Notable Magical Names of Our Time; he was missing, too, from Important Modern Magical Discoveries, and A Study of Recent Developments in Wizardry. And then, of course, there was the sheer size of the library; tens of thousands of books; thousands of shelves; hundreds of narrow rows. ","{'labels': ['neutral'], 'scores': [0.9983646]}"
33,"Hermione took out a list of subjects and titles she had decided to search while Ron strode off down a row of books and started pulling them off the shelves at random. Harry wandered over to the Restricted Section. He had been wondering for a while if Flamel wasn't somewhere in there. Unfortunately, you needed a specially signed note from one of the teachers to look in any of the restricted books, and he knew he'd never get one. These were the books containing powerful Dark Magic never taught at Hogwarts, and only read by older students studying advanced Defense Against the Dark Arts. ","{'labels': ['neutral'], 'scores': [0.9974656]}"
34,"""What are you looking for, boy?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.73002297, 0.9365544]}"
35,"""Nothing,"" said Harry. ","{'labels': ['neutral'], 'scores': [0.9993056]}"
36,Madam Pince the librarian brandished a feather duster at him. ,"{'labels': ['neutral'], 'scores': [0.99953854]}"
37,"""You'd better get out, then. Go on -- out!"" ","{'labels': ['neutral'], 'scores': [0.9938524]}"
38,"Wishing he'd been a bit quicker at thinking up some story, Harry left the library. He, Ron, and Hermione had already agreed they'd better not ask Madam Pince where they could find Flamel. They were sure she'd be able to tell them, but they couldn't risk Snape hearing what they were up to. ","{'labels': ['neutral', 'positive'], 'scores': [0.99823004, 0.3521601]}"
39,"Harry waited outside in the corridor to see if the other two had found anything, but he wasn't very hopeful. They had been looking for two weeks, after A, but as they only had odd moments between lessons it wasn't surprising they'd found nothing. What they really needed was a nice long search without Madam Pince breathing down their necks. ","{'labels': ['neutral'], 'scores': [0.9983627]}"
40,"Five minutes later, Ron and Hermione joined him, shaking their heads. They went off to lunch. ","{'labels': ['neutral'], 'scores': [0.99772865]}"
41,"""You will keep looking while I'm away, won't you?"" said Hermione. ""And send me an owl if you find anything."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.6960352, 0.9763215]}"
42,"""And you could ask your parents if they know who Flamel is,"" said Ron. ""It'd be safe to ask them."" ","{'labels': ['positive'], 'scores': [0.9962813]}"
43,"""Very safe, as they're both dentists,"" said Hermione. ","{'labels': ['positive'], 'scores': [0.9991179]}"
44,"Once the holidays had started, Ron and Harry were having too good a time to think much about Flamel. They had the dormitory to themselves and the common room was far emptier than usual, so they were able to get the good armchairs by the fire. They sat by the hour eating anything they could spear on a toasting fork -- bread, English muffins, marshmallows -- and plotting ways of getting Malfoy expelled, which were fun to talk about even if they wouldn't work. ","{'labels': ['positive'], 'scores': [0.9987564]}"
45,"Ron also started teaching Harry wizard chess. This was exactly like Muggle chess except that the figures were alive, which made it a lot like directing troops in battle. Ron's set was very old and battered. Like everything else he owned, it had once belonged to someone else in his family -- in this case, his grandfather. However, old chessmen weren't a drawback at all. Ron knew them so well he never had trouble getting them to do what he wanted. ","{'labels': ['neutral'], 'scores': [0.99945754]}"
46,"Harry played with chessmen Seamus Finnigan had lent him, and they didn't trust him at all. He wasn't a very good player yet and they kept shouting different bits of advice at him, which was confusing. ""Don't send me there, can't you see his knight? Send him, we can afford to lose him."" ","{'labels': ['ambiguous'], 'scores': [0.9947313]}"
47,"On Christmas Eve, Harry went to bed looking forward to the next day for the food and the fun, but not expecting any presents at all. When he woke early in the morning, however, the first thing he saw was a small pile of packages at the foot of his bed. ","{'labels': ['neutral'], 'scores': [0.9973901]}"
48,"""Merry Christmas,"" said Ron sleepily as Harry scrambled out of bed and pulled on his bathrobe. ","{'labels': ['positive'], 'scores': [0.98028576]}"
49,"""You, too,"" said Harry. ""Will you look at this? I've got some presents!"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.54791033, 0.8841974]}"
50,"""What did you expect, turnips?"" said Ron, turning to his own pile, which was a lot bigger than Harry's. ","{'labels': ['neutral'], 'scores': [0.9984341]}"
51,"Harry picked up the top parcel. It was wrapped in thick brown paper and scrawled across it was To Harry, from Hagrid. Inside was a roughly cut wooden flute. Hagrid had obviously whittled it himself. Harry blew it -- it sounded a bit like an owl. ","{'labels': ['neutral'], 'scores': [0.99943656]}"
52,"A second, very small parcel contained a note. ","{'labels': ['neutral'], 'scores': [0.9995122]}"
53,We received your message and enclose your Christmas present. From Uncle Vernon and Aunt Petunia. Taped to the note was a fifty-pence piece. ,"{'labels': ['neutral'], 'scores': [0.9990157]}"
54,"""That's friendly,"" said Harry. ","{'labels': ['neutral', 'positive'], 'scores': [0.9918035, 0.65149]}"
55,Ron was fascinated by the fifty pence. ,"{'labels': ['positive'], 'scores': [0.99925596]}"
56,"""Weird!"" he said, 'What a shape! This is money?"" ","{'labels': ['ambiguous'], 'scores': [0.99820733]}"
57,"""You can keep it,"" said Harry, laughing at how pleased Ron was. ""Hagrid and my aunt and uncle -- so who sent these?"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.38374403, 0.7816114]}"
58,"""I think I know who that one's from,"" said Ron, turning a bit pink and pointing to a very lumpy parcel. ""My mom. I told her you didn't expect any presents and -- oh, no,"" he groaned, ""she's made you a Weasley sweater."" ","{'labels': ['neutral'], 'scores': [0.9995053]}"
59,"Harry had torn open the parcel to find a thick, hand-knitted sweater in emerald green and a large box of homemade fudge. ","{'labels': ['neutral'], 'scores': [0.99882394]}"
60,"""Every year she makes us a sweater,"" said Ron, unwrapping his own, ""and mine's always maroon."" ","{'labels': ['neutral'], 'scores': [0.9993206]}"
61,"""That's really nice of her,"" said Harry, trying the fudge, which was very tasty. ","{'labels': ['positive'], 'scores': [0.9992086]}"
62,His next present also contained candy -- a large box of Chocolate Frogs from Hermione. ,"{'labels': ['neutral', 'positive'], 'scores': [0.9933002, 0.902803]}"
63,This only left one parcel. Harry picked it up and felt it. It was very light. He unwrapped it. ,"{'labels': ['neutral'], 'scores': [0.9994659]}"
64,Something fluid and silvery gray went slithering to the floor where it lay in gleaming folds. Ron gasped. ,"{'labels': ['ambiguous', 'neutral'], 'scores': [0.6026182, 0.961191]}"
65,"""I've heard of those,"" he said in a hushed voice, dropping the box of Every Flavor Beans he'd gotten from Hermione. ""If that's what I think it is -- they're really rare, and really valuable."" ","{'labels': ['neutral', 'positive'], 'scores': [0.33835286, 0.9053023]}"
66,"""What is it?"" ","{'labels': ['neutral'], 'scores': [0.95697486]}"
67,"Harry picked the shining, silvery cloth off the floor. It was strange to the touch, like water woven into material. ","{'labels': ['ambiguous'], 'scores': [0.99731547]}"
68,"""It's an invisibility cloak,"" said Ron, a look of awe on his face. ""I'm sure it is -- try it on."" ","{'labels': ['neutral'], 'scores': [0.9909418]}"
69,Harry threw the cloak around his shoulders and Ron gave a yell. ,"{'labels': ['negative', 'neutral'], 'scores': [0.8142974, 0.9939474]}"
70,"""It is! Look down!"" ","{'labels': ['neutral'], 'scores': [0.99962425]}"
71,"Harry looked down at his feet, but they were gone. He dashed to the mirror. Sure enough, his reflection looked back at him, just his head suspended in midair, his body completely invisible. He pulled the cloak over his head and his reflection vanished completely. ","{'labels': ['neutral'], 'scores': [0.99915826]}"
72,"""There's a note!"" said Ron suddenly. ""A note fell out of it!"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.6525581, 0.98970956]}"
73,"Harry pulled off the cloak and seized the letter. Written in narrow, loopy writing he had never seen before were the following words: ","{'labels': ['neutral'], 'scores': [0.99900764]}"
74,Your father left this in my possession before he died. ,"{'labels': ['ambiguous', 'neutral'], 'scores': [0.6120799, 0.96842617]}"
75,It is time it was returned to you. ,"{'labels': ['neutral'], 'scores': [0.99936074]}"
76,Use it well. ,"{'labels': ['neutral', 'positive'], 'scores': [0.9278435, 0.9624045]}"
77,A Very Merry Christmas to you. ,"{'labels': ['positive'], 'scores': [0.9988625]}"
78,There was no signature. Harry stared at the note. Ron was admiring the cloak. ,"{'labels': ['neutral', 'positive'], 'scores': [0.98472196, 0.90803194]}"
79,"""I'd give anything for one of these,"" he said. ""Anything. What's the matter?"" ","{'labels': ['ambiguous'], 'scores': [0.99574643]}"
80,"""Nothing,"" said Harry. He felt very strange. Who had sent the cloak? Had it really once belonged to his father? ","{'labels': ['ambiguous'], 'scores': [0.9986304]}"
81,"Before he could say or think anything else, the dormitory door was flung open and Fred and George Weasley bounded in. Harry stuffed the cloak quickly out of sight. He didn't feel like sharing it with anyone else yet. ","{'labels': ['neutral'], 'scores': [0.99825054]}"
82,"""Merry Christmas!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.54516315, 0.93021697]}"
83,"""Hey, look -- Harry's got a Weasley sweater, too!"" ","{'labels': ['neutral'], 'scores': [0.9986998]}"
84,"Fred and George were wearing blue sweaters, one with a large yellow F on it, the other a G. ","{'labels': ['neutral'], 'scores': [0.9992086]}"
85,"""Harry's is better than ours, though,"" said Fred, holding up Harry's sweater. ""She obviously makes more of an effort if you're not family."" ","{'labels': ['neutral', 'positive'], 'scores': [0.96836334, 0.467461]}"
86,"""Why aren't you wearing yours, Ron?"" George demanded. ""Come on, get it on, they're lovely and warm."" ","{'labels': ['positive'], 'scores': [0.9991486]}"
87,"""I hate maroon,"" Ron moaned halfheartedly as he pulled it over his head. ","{'labels': ['negative'], 'scores': [0.998345]}"
88,"""You haven't got a letter on yours,"" George observed. ""I suppose she thinks you don't forget your name. But we're not stupid -- we know we're called Gred and Forge."" ","{'labels': ['neutral'], 'scores': [0.99960953]}"
89,"""What's all this noise?"" ","{'labels': ['neutral'], 'scores': [0.79146415]}"
90,"Percy Weasley stuck his head through the door, looking disapproving. He had clearly gotten halfway through unwrapping his presents as he, too, carried a lumpy sweater over his arm, which Fred seized. ","{'labels': ['negative', 'neutral'], 'scores': [0.9717121, 0.9715971]}"
91,"""P for prefect! Get it on, Percy, come on, we're all wearing ours, even Harry got one."" ","{'labels': ['neutral'], 'scores': [0.99969196]}"
92,"""I -- don't -- want --"" said Percy thickly, as the twins forced the sweater over his head, knocking his glasses askew. ","{'labels': ['neutral'], 'scores': [0.99891794]}"
93,"""And you're not sitting with the prefects today, either,"" said George. ""Christmas is a time for family."" ","{'labels': ['neutral'], 'scores': [0.99941945]}"
94,"They frog-marched Percy from the room, his arms pinned to his side by his sweater. ","{'labels': ['neutral'], 'scores': [0.9978459]}"
95,"Harry had never in all his life had such a Christmas dinner. A hundred fat, roast turkeys; mountains of roast and boiled potatoes; platters of chipolatas; tureens of buttered peas, silver boats of thick, rich gravy and cranberry sauce - and stacks of wizard crackers every few feet along the table. These fantastic party favors were nothing like the feeble Muggle ones the Dursleys usually bought, with their little plastic toys and their flimsy paper hats inside. Harry pulled a wizard cracker with Fred and it didn't just bang, it went off with a blast like a cannon and engulfed them all in a cloud of blue smoke, while from the inside exploded a rear admiral's hat and several live, white mice. Up at the High Table, Dumbledore had swapped his pointed wizard's hat for a flowered bonnet, and was chuckling merrily at a joke Professor Flitwick had just read him. ","{'labels': ['positive'], 'scores': [0.9989687]}"
96,"Flaming Christmas puddings followed the turkey. Percy nearly broke his teeth on a silver sickle embedded in his slice. Harry watched Hagrid getting redder and redder in the face as he called for more wine, finally kissing Professor McGonagall on the cheek, who, to Harry's amazement, giggled and blushed, her top hat lopsided. ","{'labels': ['positive'], 'scores': [0.9996196]}"
97,"When Harry finally left the table, he was laden down with a stack of things out of the crackers, including a pack of nonexplodable, luminous balloons, a Grow-Your-Own-Warts kit, and his own new wizard chess set. The white mice had disappeared and Harry had a nasty feeling they were going to end up as Mrs. Norris's Christmas dinner. ","{'labels': ['negative'], 'scores': [0.9982804]}"
98,"Harry and the Weasleys spent a happy afternoon having a furious snowball fight on the grounds. Then, cold, wet, and gasping for breath, they returned to the fire in the Gryffindor common room, where Harry broke in his new chess set by losing spectacularly to Ron. He suspected he wouldn't have lost so badly if Percy hadn't tried to help him so much. ","{'labels': ['neutral'], 'scores': [0.99926347]}"
99,"After a meal of turkey sandwiches, crumpets, trifle, and Christmas cake, everyone felt too full and sleepy to do much before bed except sit and watch Percy chase Fred and George all over Gryffindor tower because they'd stolen his prefect badge. ","{'labels': ['negative'], 'scores': [0.7139118]}"
100,It had been Harry's best Christmas day ever. Yet something had been nagging at the back of his mind all day. Not until he climbed into bed was he free to think about it: the invisibility cloak and whoever had sent it. ,"{'labels': ['negative', 'positive'], 'scores': [0.9722099, 0.7295038]}"
101,"Ron, full of turkey and cake and with nothing mysterious to bother him, fell asleep almost as soon as he'd drawn the curtains of his four-poster. Harry leaned over the side of his own bed and pulled the cloak out from under it. ","{'labels': ['neutral'], 'scores': [0.99787605]}"
102,"His father's... this had been his father's. He let the material flow over his hands, smoother than silk, light as air. Use it well, the note had said. ","{'labels': ['neutral'], 'scores': [0.9993318]}"
103,"He had to try it, now. He slipped out of bed and wrapped the cloak around himself. Looking down at his legs, he saw only moonlight and shadows. It was a very funny feeling. ","{'labels': ['positive'], 'scores': [0.9994729]}"
104,Use it well. ,"{'labels': ['neutral', 'positive'], 'scores': [0.9278435, 0.9624045]}"
105,"Suddenly, Harry felt wide-awake. The whole of Hogwarts was open to him in this cloak. Excitement flooded through him as he stood there in the dark and silence. He could go anywhere in this, anywhere, and Filch would never know. ","{'labels': ['positive'], 'scores': [0.9988545]}"
106,Ron grunted in his sleep. Should Harry wake him? Something held him back -- his father's cloak -- he felt that this time -- the first time -- he wanted to use it alone. ,"{'labels': ['neutral'], 'scores': [0.9980579]}"
107,"He crept out of the dormitory, down the stairs, across the common room, and climbed through the portrait hole. ","{'labels': ['neutral'], 'scores': [0.998582]}"
108,"""Who's there?"" squawked the Fat Lady. Harry said nothing. He walked quickly down the corridor. ","{'labels': ['neutral'], 'scores': [0.9989183]}"
109,"Where should he go? He stopped, his heart racing, and thought. And then it came to him. The Restricted Section in the library. He'd be able to read as long as he liked, as long as it took to find out who Flamel was. He set off, drawing the invisibility cloak tight around him as he walked. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9483937, 0.9007206]}"
110,"The library was pitch-black and very eerie. Harry lit a lamp to see his way along the rows of books. The lamp looked as if it was floating along in midair, and even though Harry could feel his arm supporting it, the sight gave him the creeps. ","{'labels': ['negative', 'neutral'], 'scores': [0.9958288, 0.64471036]}"
111,"The Restricted Section was right at the back of the library. Stepping carefully over the rope that separated these books from the rest of the library, he held up his lamp to read the titles. ","{'labels': ['neutral'], 'scores': [0.9993631]}"
112,"They didn't tell him much. Their peeling, faded gold letters spelled words in languages Harry couldn't understand. Some had no title at all. One book had a dark stain on it that looked horribly like blood. The hairs on the back of Harry's neck prickled. Maybe he was imagining it, maybe not, but he thought a faint whispering was coming from the books, as though they knew someone was there who shouldn't be. ","{'labels': ['neutral'], 'scores': [0.9981571]}"
113,"He had to start somewhere. Setting the lamp down carefully on the floor, he looked along the bottom shelf for an interesting looking book. A large black and silver volume caught his eye. He pulled it out with difficulty, because it was very heavy, and, balancing it on his knee, let it fall open. ","{'labels': ['negative', 'neutral'], 'scores': [0.39407474, 0.6704748]}"
114,"A piercing, bloodcurdling shriek split the silence -- the book was screaming! Harry snapped it shut, but the shriek went on and on, one high, unbroken, earsplitting note. He stumbled backward and knocked over his lamp, which went out at once. Panicking, he heard footsteps coming down the corridor outside -- stuffing the shrieking book back on the shelf, he ran for it. He passed Filch in the doorway; Filch's pale, wild eyes looked straight through him, and Harry slipped under Filch's outstretched arm and streaked off up the corridor, the book's shrieks still ringing in his ears. ","{'labels': ['negative'], 'scores': [0.9890115]}"
115,"He came to a sudden halt in front of a tall suit of armor. He had been so busy getting away from the library, he hadn't paid attention to where he was going. Perhaps because it was dark, he didn't recognize where he was at all. There was a suit of armor near the kitchens, he knew, but he must be five floors above there. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.79315865, 0.98198664]}"
116,"""You asked me to come directly to you, Professor, if anyone was wandering around at night, and somebody's been in the library Restricted Section."" ","{'labels': ['neutral'], 'scores': [0.99951494]}"
117,"Harry felt the blood drain out of his face. Wherever he was, Filch must know a shortcut, because his soft, greasy voice was getting nearer, and to his horror, it was Snape who replied, ""The Restricted Section? Well, they can't be far, we'll catch them."" ","{'labels': ['negative', 'neutral'], 'scores': [0.979463, 0.7284929]}"
118,"Harry stood rooted to the spot as Filch and Snape came around the corner ahead. They couldn't see him, of course, but it was a narrow corridor and if they came much nearer they'd knock right into him -- the cloak didn't stop him from being solid. ","{'labels': ['neutral'], 'scores': [0.9995796]}"
119,"He backed away as quietly as he could. A door stood ajar to his left. It was his only hope. He squeezed through it, holding his breath, trying not to move it, and to his relief he managed to get inside the room without their noticing anything. They walked straight past, and Harry leaned against the wall, breathing deeply, listening to their footsteps dying away. That had been close, very close. It was a few seconds before he noticed anything about the room he had hidden in. ","{'labels': ['positive'], 'scores': [0.9994265]}"
120,"It looked like an unused classroom. The dark shapes of desks and chairs were piled against the walls, and there was an upturned wastepaper basket - but propped against the wall facing him was something that didn't look as if it belonged there, something that looked as if someone had just put it there to keep it out of the way. ","{'labels': ['neutral'], 'scores': [0.99889034]}"
121,"It was a magnificent mirror, as high as the ceiling, with an ornate gold frame, standing on two clawed feet. There was an inscription carved around the top: Erised stra ehru oyt ube cafru oyt on wohsi. His panic fading now that there was no sound of Filch and Snape, Harry moved nearer to the mirror, wanting to look at himself but see no reflection again. He stepped in front of it. ","{'labels': ['neutral'], 'scores': [0.99882585]}"
122,"He had to clap his hands to his mouth to stop himself from screaming. He whirled around. His heart was pounding far more furiously than when the book had screamed -- for he had seen not only himself in the mirror, but a whole crowd of people standing right behind him. But the room was empty. Breathing very fast, he turned slowly back to the mirror. ","{'labels': ['negative', 'neutral'], 'scores': [0.875889, 0.6045101]}"
123,"There he was, reflected in it, white and scared-looking, and there, reflected behind him, were at least ten others. Harry looked over his shoulder -- but still, no one was there. Or were they all invisible, too? Was he in fact in a room full of invisible people and this mirror's trick was that it reflected them, invisible or not? ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.98589814, 0.61245275]}"
124,"He looked in the mirror again. A woman standing right behind his reflection was smiling at him and waving. He reached out a hand and felt the air behind him. If she was really there, he'd touch her, their reflections were so close together, but he felt only air - she and the others existed only in the mirror. ","{'labels': ['neutral'], 'scores': [0.99931777]}"
125,"She was a very pretty woman. She had dark red hair and her eyes --her eyes are just like mine, Harry thought, edging a little closer to the glass. Bright green -- exactly the same shape, but then he noticed that she was crying; smiling, but crying at the same time. The tall, thin, black-haired man standing next to her put his arm around her. He wore glasses, and his hair was very untidy. It stuck up at the back, just as Harry's did. ","{'labels': ['positive'], 'scores': [0.9993519]}"
126,Harry was so close to the mirror now that his nose was nearly touching that of his reflection. ,"{'labels': ['neutral'], 'scores': [0.9995939]}"
127,"""Mom?"" he whispered. ""Dad?"" ","{'labels': ['neutral'], 'scores': [0.9980338]}"
128,"They just looked at him, smiling. And slowly, Harry looked into the faces of the other people in the mirror, and saw other pairs of green eyes like his, other noses like his, even a little old man who looked as though he had Harry's knobbly knees -- Harry was looking at his family, for the first time in his life. ","{'labels': ['neutral'], 'scores': [0.99970204]}"
129,"The Potters smiled and waved at Harry and he stared hungrily back at them, his hands pressed flat against the glass as though he was hoping to fall right through it and reach them. He had a powerful kind of ache inside him, half joy, half terrible sadness. ","{'labels': ['negative', 'neutral'], 'scores': [0.8851585, 0.3437304]}"
130,"How long he stood there, he didn't know. The reflections did not fade and he looked and looked until a distant noise brought him back to his senses. He couldn't stay here, he had to find his way back to bed. He tore his eyes away from his mother's face, whispered, ""I'll come back,"" and hurried from the room. ","{'labels': ['negative', 'neutral'], 'scores': [0.5902393, 0.73292667]}"
131,"""You could have woken me up,"" said Ron, crossly. ","{'labels': ['neutral'], 'scores': [0.99633104]}"
132,"""You can come tonight, I'm going back, I want to show you the mirror."" ","{'labels': ['neutral'], 'scores': [0.9995906]}"
133,"""I'd like to see your mom and dad,"" Ron said eagerly. ","{'labels': ['positive'], 'scores': [0.99911934]}"
134,"""And I want to see all your family, all the Weasleys, you'll be able to show me your other brothers and everyone."" ","{'labels': ['neutral'], 'scores': [0.99919766]}"
135,"""You can see them any old time,"" said Ron. ""Just come round my house this summer. Anyway, maybe it only shows dead people. Shame about not finding Flamel, though. Have some bacon or something, why aren't you eating anything?"" ","{'labels': ['negative', 'neutral'], 'scores': [0.4771843, 0.99580437]}"
136,"Harry couldn't eat. He had seen his parents and would be seeing them again tonight. He had almost forgotten about Flamel. It didn't seem very important anymore. Who cared what the three headed dog was guarding? What did it matter if Snape stole it, really? ","{'labels': ['ambiguous'], 'scores': [0.9812757]}"
137,"""Are you all right?"" said Ron. ""You look odd."" ","{'labels': ['ambiguous', 'negative'], 'scores': [0.5381414, 0.8205106]}"
138,"What Harry feared most was that he might not be able to find the mirror room again. With Ron covered in the cloak, too, they had to walk much more slowly the next night. They tried retracing Harry's route from the library, wandering around the dark passageways for nearly an hour. ","{'labels': ['negative', 'neutral'], 'scores': [0.89306283, 0.78409547]}"
139,"""I'm freezing,"" said Ron. ""Let's forget it and go back."" ","{'labels': ['neutral'], 'scores': [0.9981433]}"
140,"""No!"" Harry hissed. ""I know it's here somewhere."" ","{'labels': ['negative', 'neutral'], 'scores': [0.8590114, 0.99611986]}"
141,"They passed the ghost of a tall witch gliding in the opposite direction, but saw no one else. just as Ron started moaning that his feet were dead with cold, Harry spotted the suit of armor. ","{'labels': ['neutral'], 'scores': [0.9994949]}"
142,"""It's here -- just here -- yes!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.36166036, 0.997338]}"
143,They pushed the door open. Harry dropped the cloak from around his shoulders and ran to the mirror. ,"{'labels': ['neutral'], 'scores': [0.998992]}"
144,There they were. His mother and father beamed at the sight of him. ,"{'labels': ['positive'], 'scores': [0.9980526]}"
