idx,Paragraph Text,Binary Emotion Class/Score
11,"Filch owned a cat called Mrs. Norris, a scrawny, dust-colored creature with bulging, lamp like eyes just like Filch's. She patrolled the corridors alone. Break a rule in front of her, put just one toe out of line, and she'd whisk off for Filch, who'd appear, wheezing, two seconds later. Filch knew the secret passageways of the school better than anyone (except perhaps the Weasley twins) and could pop up as suddenly as any of the ghosts. The students all hated him, and it was the dearest ambition of many to give Mrs. Norris a good kick. ","{'labels': ['neutral'], 'scores': [0.9996835]}"
12,"And then, once you had managed to find them, there were the classes themselves. There was a lot more to magic, as Harry quickly found out, than waving your wand and saying a few funny words. ","{'labels': ['neutral'], 'scores': [0.91971505]}"
13,"They had to study the night skies through their telescopes every Wednesday at midnight and learn the names of different stars and the movements of the planets. Three times a week they went out to the greenhouses behind the castle to study Herbology, with a dumpy little witch called Professor Sprout, where they learned how to take care of all the strange plants and fungi, and found out what they were used for. Easily the most boring class was History of Magic, which was the only one taught by a ghost. Professor Binns had been very old indeed when he had fallen asleep in front of the staff room fire and got up next morning to teach, leaving his body behind him. Binns droned on and on while they scribbled down names and dates, and got Emetic the Evil and Uric the Oddball mixed up. ","{'labels': ['negative', 'neutral'], 'scores': [0.707259, 0.99675494]}"
14,"Professor Flitwick, the Charms teacher, was a tiny little wizard who had to stand on a pile of books to see over his desk. At the start of their first class he took the roll call, and when he reached Harry's name he gave an excited squeak and toppled out of sight. ","{'labels': ['neutral', 'positive'], 'scores': [0.886857, 0.60013]}"
15,"Professor McGonagall was again different. Harry had been quite right to think she wasn't a teacher to cross. Strict and clever, she gave them a talking-to the moment they sat down in her first class. ","{'labels': ['neutral'], 'scores': [0.99982363]}"
16,"""Transfiguration is some of the most complex and dangerous magic you will learn at Hogwarts,"" she said. ""Anyone messing around in my class will leave and not come back. You have been warned."" ","{'labels': ['negative', 'neutral'], 'scores': [0.99608827, 0.39907798]}"
17,"Then she changed her desk into a pig and back again. They were all very impressed and couldn't wait to get started, but soon realized they weren't going to be changing the furniture into animals for a long time. After taking a lot of complicated notes, they were each given a match and started trying to turn it into a needle. By the end of the lesson, only Hermione Granger had made any difference to her match; Professor McGonagall showed the class how it had gone all silver and pointy and gave Hermione a rare smile. ","{'labels': ['positive'], 'scores': [0.6953233]}"
18,"The class everyone had really been looking forward to was Defense Against the Dark Arts, but Quirrell's lessons turned out to be a bit of a joke. His classroom smelled strongly of garlic, which everyone said was to ward off a vampire he'd met in Romania and was afraid would be coming back to get him one of these days. His turban, he told them, had been given to him by an African prince as a thank-you for getting rid of a troublesome zombie, but they weren't sure they believed this story. For one thing, when Seamus Finnigan asked eagerly to hear how Quirrell had fought off the zombie, Quirrell went pink and started talking about the weather; for another, they had noticed that a funny smell hung around the turban, and the Weasley twins insisted that it was stuffed full of garlic as well, so that Quirrell was protected wherever he went. ","{'labels': ['neutral', 'positive'], 'scores': [0.8788421, 0.7033942]}"
19,"Harry was very relieved to find out that he wasn't miles behind everyone else. Lots of people had come from Muggle families and, like him, hadn't had any idea that they were witches and wizards. There was so much to learn that even people like Ron didn't have much of a head start. ","{'labels': ['positive'], 'scores': [0.99854434]}"
20,Friday was an important day for Harry and Ron. They finally managed to find their way down to the Great Hall for breakfast without getting lost once. ,"{'labels': ['neutral'], 'scores': [0.99865866]}"
21,"""What have we got today?"" Harry asked Ron as he poured sugar on his porridge. ","{'labels': ['neutral'], 'scores': [0.9966917]}"
22,"""Double Potions with the Slytherins,"" said Ron. ""Snape's Head of Slytherin House. They say he always favors them -- we'll be able to see if it's true."" ","{'labels': ['neutral'], 'scores': [0.9997764]}"
23,"""Wish McGonagall favored us,"" said Harry. Professor McGonagall was head of Gryffindor House, but it hadn't stopped her from giving them a huge pile of homework the day before. ","{'labels': ['neutral', 'positive'], 'scores': [0.86562777, 0.9039441]}"
24,"Just then, the mail arrived. Harry had gotten used to this by now, but it had given him a bit of a shock on the first morning, when about a hundred owls had suddenly streamed into the Great Hall during breakfast, circling the tables until they saw their owners, and dropping letters and packages onto their laps. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9204993, 0.7313801]}"
25,"Hedwig hadn't brought Harry anything so far. She sometimes flew in to nibble his ear and have a bit of toast before going off to sleep in the owlery with the other school owls. This morning, however, she fluttered down between the marmalade and the sugar bowl and dropped a note onto Harry's plate. Harry tore it open at once. It said, in a very untidy scrawl: ","{'labels': ['neutral'], 'scores': [0.9992786]}"
26,"Dear Harry, ","{'labels': ['negative', 'positive'], 'scores': [0.8679081, 0.97958195]}"
27,"I know you get Friday afternoons off, so would you like to come and have a cup of tea with me around three? ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.67182785, 0.96267605]}"
28,I want to hear all about your first week. Send us an answer back with Hedwig. ,"{'labels': ['neutral'], 'scores': [0.9995766]}"
29,Hagrid ,"{'labels': ['neutral'], 'scores': [0.997479]}"
30,"Harry borrowed Ron's quill, scribbled Yes, please, see you later on the back of the note, and sent Hedwig off again. ","{'labels': ['neutral'], 'scores': [0.99936014]}"
31,"It was lucky that Harry had tea with Hagrid to look forward to, because the Potions lesson turned out to be the worst thing that had happened to him so far. ","{'labels': ['negative'], 'scores': [0.99445724]}"
32,"At the start-of-term banquet, Harry had gotten the idea that Professor Snape disliked him. By the end of the first Potions lesson, he knew he'd been wrong. Snape didn't dislike Harry -- he hated him. ","{'labels': ['neutral'], 'scores': [0.9991223]}"
33,"Potions lessons took place down in one of the dungeons. It was colder here than up in the main castle, and would have been quite creepy enough without the pickled animals floating in glass jars all around the walls. ","{'labels': ['negative', 'neutral'], 'scores': [0.98247933, 0.7748562]}"
34,"Snape, like Flitwick, started the class by taking the roll call, and like Flitwick, he paused at Harry's name. ","{'labels': ['neutral'], 'scores': [0.999514]}"
35,"""Ah, Yes,"" he said softly, ""Harry Potter. Our new -- celebrity."" ","{'labels': ['positive'], 'scores': [0.9992993]}"
36,"Draco Malfoy and his friends Crabbe and Goyle sniggered behind their hands. Snape finished calling the names and looked up at the class. His eyes were black like Hagrid's, but they had none of Hagrid's warmth. They were cold and empty and made you think of dark tunnels. ","{'labels': ['neutral'], 'scores': [0.9990576]}"
37,"""You are here to learn the subtle science and exact art of potionmaking,"" he began. He spoke in barely more than a whisper, but they caught every word -- like Professor McGonagall, Snape had the gift of keeping a class silent without effort. ""As there is little foolish wand-waving here, many of you will hardly believe this is magic. I don't expect you will really understand the beauty of the softly simmering cauldron with its shimmering fumes, the delicate power of liquids that creep through human veins, bewitching the mind, ensnaring the senses... I can teach you how to bottle fame, brew glory, even stopper death -- if you aren't as big a bunch of dunderheads as I usually have to teach."" ","{'labels': ['neutral'], 'scores': [0.99939764]}"
38,More silence followed this little speech. Harry and Ron exchanged looks with raised eyebrows. Hermione Granger was on the edge of her seat and looked desperate to start proving that she wasn't a dunderhead. ,"{'labels': ['neutral'], 'scores': [0.99875784]}"
39,"""Potter!"" said Snape suddenly. ""What would I get if I added powdered root of asphodel to an infusion of wormwood?"" ","{'labels': ['neutral'], 'scores': [0.97554225]}"
40,"Powdered root of what to an infusion of what? Harry glanced at Ron, who looked as stumped as he was; Hermione's hand had shot into the air. ","{'labels': ['neutral'], 'scores': [0.99895847]}"
41,"""I don't know, sir,"" said Harry. ","{'labels': ['neutral'], 'scores': [0.9947826]}"
42,Snape's lips curled into a sneer. ,"{'labels': ['negative', 'neutral'], 'scores': [0.9335947, 0.9972247]}"
43,"""Tut, tut -- fame clearly isn't everything."" ","{'labels': ['neutral'], 'scores': [0.9990368]}"
44,He ignored Hermione's hand. ,"{'labels': ['negative', 'neutral'], 'scores': [0.6290796, 0.99269617]}"
45,"""Let's try again. Potter, where would you look if I told you to find me a bezoar?"" ","{'labels': ['neutral'], 'scores': [0.9972541]}"
46,"Hermione stretched her hand as high into the air as it would go without her leaving her seat, but Harry didn't have the faintest idea what a bezoar was. He tried not to look at Malfoy, Crabbe, and Goyle, who were shaking with laughter. ""I don't know, sir."" ","{'labels': ['neutral', 'positive'], 'scores': [0.57466733, 0.45322064]}"
47,"""Thought you wouldn't open a book before coming, eh, Potter?"" Harry forced himself to keep looking straight into those cold eyes. He had looked through his books at the Dursleys', but did Snape expect him to remember everything in One Thousand Magical Herbs and Fungi? ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8504842, 0.94070596]}"
48,Snape was still ignoring Hermione's quivering hand. ,"{'labels': ['neutral'], 'scores': [0.9995449]}"
49,"""What is the difference, Potter, between monkshood and wolfsbane?"" ","{'labels': ['ambiguous'], 'scores': [0.9989396]}"
50,"At this, Hermione stood up, her hand stretching toward the dungeon ceiling. ","{'labels': ['neutral'], 'scores': [0.9994967]}"
51,"""I don't know,"" said Harry quietly. ""I think Hermione does, though, why don't you try her?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.87634176, 0.93545806]}"
52,"A few people laughed; Harry caught Seamus's eye, and Seamus winked. Snape, however, was not pleased. ","{'labels': ['positive'], 'scores': [0.9863687]}"
53,"""Sit down,"" he snapped at Hermione. ""For your information, Potter, asphodel and wormwood make a sleeping potion so powerful it is known as the Draught of Living Death. A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons. As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite. Well? Why aren't you all copying that down?"" ","{'labels': ['neutral'], 'scores': [0.99957556]}"
54,"There was a sudden rummaging for quills and parchment. Over the noise, Snape said, ""And a point will be taken from Gryffindor House for your cheek, Potter."" ","{'labels': ['neutral'], 'scores': [0.99793315]}"
55,"Things didn't improve for the Gryffindors as the Potions lesson continued. Snape put them all into pairs and set them to mixing up a simple potion to cure boils. He swept around in his long black cloak, watching them weigh dried nettles and crush snake fangs, criticizing almost everyone except Malfoy, whom he seemed to like. He was just telling everyone to look at the perfect way Malfoy had stewed his horned slugs when clouds of acid green smoke and a loud hissing filled the dungeon. Neville had somehow managed to melt Seamus's cauldron into a twisted blob, and their potion was seeping across the stone floor, burning holes in people's shoes. Within seconds, the whole class was standing on their stools while Neville, who had been drenched in the potion when the cauldron collapsed, moaned in pain as angry red boils sprang up all over his arms and legs. ","{'labels': ['negative', 'neutral'], 'scores': [0.87516713, 0.9915861]}"
56,"""Idiot boy!"" snarled Snape, clearing the spilled potion away with one wave of his wand. ""I suppose you added the porcupine quills before taking the cauldron off the fire?"" ","{'labels': ['negative'], 'scores': [0.997614]}"
57,Neville whimpered as boils started to pop up all over his nose. ,"{'labels': ['negative', 'neutral'], 'scores': [0.3027075, 0.99775034]}"
58,"""Take him up to the hospital wing,"" Snape spat at Seamus. Then he rounded on Harry and Ron, who had been working next to Neville. ","{'labels': ['neutral'], 'scores': [0.9991092]}"
59,"""You -- Potter -- why didn't you tell him not to add the quills? Thought he'd make you look good if he got it wrong, did you? That's another point you've lost for Gryffindor."" ","{'labels': ['neutral'], 'scores': [0.9994747]}"
60,"This was so unfair that Harry opened his mouth to argue, but Ron kicked him behind their cauldron. ","{'labels': ['negative', 'neutral'], 'scores': [0.9922609, 0.58862144]}"
61,"""Don't push it,"" he muttered, ""I've heard Snape can turn very nasty."" ","{'labels': ['negative'], 'scores': [0.9989347]}"
62,"As they climbed the steps out of the dungeon an hour later, Harry's mind was racing and his spirits were low. He'd lost two points for Gryffindor in his very first week --why did Snape hate him so much? ","{'labels': ['ambiguous'], 'scores': [0.9990062]}"
63,"""Cheer up,"" said Ron, ""Snape's always taking points off Fred and George. Can I come and meet Hagrid with you?"" ","{'labels': ['neutral'], 'scores': [0.99703836]}"
64,At five to three they left the castle and made their way across the grounds. Hagrid lived in a small wooden house on the edge of the forbidden forest. A crossbow and a pair of galoshes were outside the front door. ,"{'labels': ['neutral'], 'scores': [0.9985576]}"
65,"When Harry knocked they heard a frantic scrabbling from inside and several booming barks. Then Hagrid's voice rang out, saying, ""Back, Fang --back."" ","{'labels': ['neutral'], 'scores': [0.9993993]}"
66,"Hagrid's big, hairy face appeared in the crack as he pulled the door open. ","{'labels': ['neutral'], 'scores': [0.99874663]}"
67,"""Hang on,"" he said. ""Back, Fang."" ","{'labels': ['neutral'], 'scores': [0.9994036]}"
68,"He let them in, struggling to keep a hold on the collar of an enormous black boarhound. ","{'labels': ['neutral'], 'scores': [0.998723]}"
69,"There was only one room inside. Hams and pheasants were hanging from the ceiling, a copper kettle was boiling on the open fire, and in the corner stood a massive bed with a patchwork quilt over it. ","{'labels': ['neutral'], 'scores': [0.99777395]}"
70,"""Make yerselves at home,"" said Hagrid, letting go of Fang, who bounded straight at Ron and started licking his ears. Like Hagrid, Fang was clearly not as fierce as he looked. ","{'labels': ['neutral'], 'scores': [0.9990644]}"
71,"""This is Ron,"" Harry told Hagrid, who was pouring boiling water into a large teapot and putting rock cakes onto a plate. ","{'labels': ['neutral'], 'scores': [0.99942553]}"
72,"""Another Weasley, eh?"" said Hagrid, glancing at Ron's freckles. ""I spent half me life chasin' yer twin brothers away from the forest."" ","{'labels': ['ambiguous'], 'scores': [0.9985769]}"
73,"The rock cakes were shapeless lumps with raisins that almost broke their teeth, but Harry and Ron pretended to be enjoying them as they told Hagrid all about their first lessons. Fang rested his head on Harry's knee and drooled all over his robes. ","{'labels': ['neutral'], 'scores': [0.9987777]}"
74,"Harry and Ron were delighted to hear Hagrid call Filch ""that old git."" ","{'labels': ['neutral', 'positive'], 'scores': [0.99841213, 0.7997761]}"
75,"""An' as fer that cat, Mrs. Norris, I'd like ter introduce her to Fang sometime. D'yeh know, every time I go up ter the school, she follows me everywhere? Can't get rid of her -- Filch puts her up to it."" ","{'labels': ['neutral'], 'scores': [0.9993113]}"
76,"Harry told Hagrid about Snape's lesson. Hagrid, like Ron, told Harry not to worry about it, that Snape liked hardly any of the students. ","{'labels': ['neutral'], 'scores': [0.99953055]}"
77,"""But he seemed to really hate me."" ","{'labels': ['negative', 'neutral'], 'scores': [0.43032795, 0.9877967]}"
78,"""Rubbish!"" said Hagrid. ""Why should he?"" ","{'labels': ['neutral'], 'scores': [0.9613735]}"
79,Yet Harry couldn't help thinking that Hagrid didn't quite meet his eyes when he said that. ,"{'labels': ['neutral'], 'scores': [0.9993339]}"
80,"""How's yer brother Charlie?"" Hagrid asked Ron. ""I liked him a lot -- great with animals."" ","{'labels': ['positive'], 'scores': [0.99952006]}"
81,"Harry wondered if Hagrid had changed the subject on purpose. While Ron told Hagrid all about Charlie's work with dragons, Harry picked up a piece of paper that was lying on the table under the tea cozy. It was a cutting from the Daily Prophet: ","{'labels': ['ambiguous'], 'scores': [0.9967692]}"
82,GRINGOTTS BREAK-IN LATEST ,"{'labels': ['neutral'], 'scores': [0.9957171]}"
83,"Investigations continue into the break-in at Gringotts on 31 July, widely believed to be the work of Dark wizards or witches unknown. Gringotts goblins today insisted that nothing had been taken. The vault that was searched had in fact been emptied the same day. ","{'labels': ['neutral'], 'scores': [0.99947065]}"
84,"""But we're not telling you what was in there, so keep your noses out if you know what's good for you,"" said a Gringotts spokesgoblin this afternoon. ","{'labels': ['neutral'], 'scores': [0.99971074]}"
85,"Harry remembered Ron telling him on the train that someone had tried to rob Gringotts, but Ron hadn't mentioned the date. ","{'labels': ['neutral'], 'scores': [0.99941266]}"
86,"""Hagrid!"" said Harry, ""that Gringotts break-in happened on my birthday! It might've been happening while we were there!"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.7951465, 0.9770652]}"
87,"There was no doubt about it, Hagrid definitely didn't meet Harry's eyes this time. He grunted and offered him another rock cake. Harry read the story again. The vault that was searched had in fact been emptied earlier that same day. Hagrid had emptied vault seven hundred and thirteen, if you could call it emptying, taking out that grubby little package. Had that been what the thieves were looking for? ","{'labels': ['neutral'], 'scores': [0.99897027]}"
88,"As Harry and Ron walked back to the castle for dinner, their pockets weighed down with rock cakes they'd been too polite to refuse, Harry thought that none of the lessons he'd had so far had given him as much to think about as tea with Hagrid. Had Hagrid collected that package just in time? Where was it now? And did Hagrid know something about Snape that he didn't want to tell Harry? ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.82854885, 0.92788345]}"
