idx,Paragraph Text,Binary Emotion Class/Score
24,"""Malfoy,"" said Neville shakily. ""I met him outside the library. He said he'd been looking for someone to practice that on."" ","{'labels': ['neutral'], 'scores': [0.9996947]}"
25,"""Go to Professor McGonagall!"" Hermione urged Neville. ""Report him!"" ","{'labels': ['neutral'], 'scores': [0.99939585]}"
26,Neville shook his head. ,"{'labels': ['neutral'], 'scores': [0.99945384]}"
27,"""I don't want more trouble,"" he mumbled. ","{'labels': ['negative'], 'scores': [0.99706167]}"
28,"""You've got to stand up to him, Neville!"" said Ron. ""He's used to walking all over people, but that's no reason to lie down in front of him and make it easier."" ","{'labels': ['neutral'], 'scores': [0.99966323]}"
29,"""There's no need to tell me I'm not brave enough to be in Gryffindor, Malfoy's already done that,"" Neville choked out. ","{'labels': ['negative', 'neutral'], 'scores': [0.97686756, 0.9695525]}"
30,"Harry felt in the pocket of his robes and pulled out a Chocolate Frog, the very last one from the box Hermione had given him for Christmas. He gave it to Neville, who looked as though he might cry. ","{'labels': ['neutral'], 'scores': [0.99908006]}"
31,"""You're worth twelve of Malfoy,"" Harry said. ""The Sorting Hat chose you for Gryffindor, didn't it? And where's Malfoy? In stinking Slytherin."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.70766366, 0.98896945]}"
32,Neville's lips twitched in a weak smile as he unwrapped the frog. ,"{'labels': ['neutral'], 'scores': [0.99942386]}"
33,"""Thanks, Harry... I think I'll go to bed... D'you want the card, you collect them, don't you?"" ","{'labels': ['positive'], 'scores': [0.9990194]}"
34,"As Neville walked away, Harry looked at the Famous Wizard card. ","{'labels': ['neutral'], 'scores': [0.9985997]}"
35,"""Dumbledore again,"" he said, ""He was the first one I ever --"" ","{'labels': ['neutral'], 'scores': [0.99904877]}"
36,He gasped. He stared at the back of the card. Then he looked up at Ron and Hermione. ,"{'labels': ['neutral'], 'scores': [0.99920064]}"
37,"""I've found him!"" he whispered. ""I've found Flamel! I told you I'd read the name somewhere before, I read it on the train coming here -- listen to this: 'Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel'!"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.5835736, 0.9917275]}"
38,Hermione jumped to her feet. She hadn't looked so excited since they'd gotten back the marks for their very first piece of homework. ,"{'labels': ['neutral'], 'scores': [0.99830735]}"
39,"""Stay there!"" she said, and she sprinted up the stairs to the girls' dormitories. Harry and Ron barely had time to exchange mystified looks before she was dashing back, an enormous old book in her arms. ","{'labels': ['neutral'], 'scores': [0.8350261]}"
40,"""I never thought to look in here!"" she whispered excitedly. ""I got this out of the library weeks ago for a bit of light reading."" ","{'labels': ['positive'], 'scores': [0.9989831]}"
41,"""Light?"" said Ron, but Hermione told him to be quiet until she'd looked something up, and started flicking frantically through the pages, muttering to herself. ","{'labels': ['neutral'], 'scores': [0.9993304]}"
42,At last she found what she was looking for. ,"{'labels': ['neutral'], 'scores': [0.9977336]}"
43,"""I knew it! I knew it!"" ","{'labels': ['positive'], 'scores': [0.9995346]}"
44,"""Are we allowed to speak yet?"" said Ron grumpily. Hermione ignored him. ","{'labels': ['neutral'], 'scores': [0.9991922]}"
45,"""Nicolas Flamel,"" she whispered dramatically, ""is the only known maker of the Sorcerer's Stone!"" ","{'labels': ['neutral'], 'scores': [0.9967332]}"
46,This didn't have quite the effect she'd expected. ,"{'labels': ['negative'], 'scores': [0.9968297]}"
47,"""The what?"" said Harry and Ron. ","{'labels': ['neutral'], 'scores': [0.99790514]}"
48,"""Oh, honestly, don't you two read? Look - read that, there."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.36307693, 0.967318]}"
49,"She pushed the book toward them, and Harry and Ron read: ","{'labels': ['neutral'], 'scores': [0.99942243]}"
50,"The ancient study of alchemy is concerned with making the Sorcerer's Stone, a legendary substance with astonishing powers. The stone will transform any metal into pure gold. It also produces the Elixir of Life, which will make the drinker immortal. ","{'labels': ['neutral'], 'scores': [0.9966653]}"
51,"There have been many reports of the Sorcerer's Stone over the centuries, but the only Stone currently in existence belongs to Mr. Nicolas Flamel, the noted alchemist and opera lover. Mr. Flamel, who celebrated his six hundred and sixty-fifth birthday last year, enjoys a quiet life in Devon with his wife, Perenelle (six hundred and fifty-eight). ","{'labels': ['positive'], 'scores': [0.9991179]}"
52,"""See?"" said Hermione, when Harry and Ron had finished. ""The dog must be guarding Flamel's Sorcerer's Stone! I bet he asked Dumbledore to keep it safe for him, because they're friends and he knew someone was after it, that's why he wanted the Stone moved out of Gringotts!"" ","{'labels': ['neutral'], 'scores': [0.99980503]}"
53,"""A stone that makes gold and stops you from ever dying!"" said Harry. ""No wonder Snape's after it! Anyone would want it."" ","{'labels': ['neutral'], 'scores': [0.9994505]}"
54,"""And no wonder we couldn't find Flamel in that Study of Recent Developments in Wizardry,"" said Ron. ""He's not exactly recent if he's six hundred and sixty-five, is he?"" ","{'labels': ['neutral'], 'scores': [0.9982791]}"
55,"The next morning in Defense Against the Dark Arts, while copying down different ways of treating werewolf bites, Harry and Ron were still discussing what they'd do with a Sorcerer's Stone if they had one. It wasn't until Ron said he'd buy his own Quidditch team that Harry remembered about Snape and the coming match. ","{'labels': ['neutral'], 'scores': [0.9993198]}"
56,"""I'm going to play,"" he told Ron and Hermione. ""If I don't, all the Slytherins will think I'm just too scared to face Snape. I'll show them... it'll really wipe the smiles off their faces if we win."" ","{'labels': ['negative', 'neutral'], 'scores': [0.99358857, 0.7245415]}"
57,"""Just as long as we're not wiping you off the field,"" said Hermione. ","{'labels': ['neutral'], 'scores': [0.99967825]}"
58,"As the match drew nearer, however, Harry became more and more nervous, whatever he told Ron and Hermione. The rest of the team wasn't too calm, either. The idea of overtaking Slytherin in the house championship was wonderful, no one had done it for seven years, but would they be allowed to, with such a biased referee? ","{'labels': ['negative'], 'scores': [0.97268224]}"
59,"Harry didn't know whether he was imagining it or not, but he seemed to keep running into Snape wherever he went. At times, he even wondered whether Snape was following him, trying to catch him on his own. Potions lessons were turning into a sort of weekly torture, Snape was so horrible to Harry. Could Snape possibly know they'd found out about the Sorcerer's Stone? Harry didn't see how he could -- yet he sometimes had the horrible feeling that Snape could read minds. ","{'labels': ['negative'], 'scores': [0.9959751]}"
60,"Harry knew, when they wished him good luck outside the locker rooms the next afternoon, that Ron and Hermione were wondering whether they'd ever see him alive again. This wasn't what you'd call comforting. Harry hardly heard a word of Wood's pep talk as he pulled on his Quidditch robes and picked up his Nimbus Two Thousand. ","{'labels': ['neutral'], 'scores': [0.9997029]}"
61,"Ron and Hermione, meanwhile, had found a place in the stands next to Neville, who couldn't understand why they looked so grim and worried, or why they had both brought their wands to the match. Little did Harry know that Ron and Hermione had been secretly practicing the Leg-Locker Curse. They'd gotten the idea from Malfoy using it on Neville, and were ready to use it on Snape if he showed any sign of wanting to hurt Harry. ","{'labels': ['neutral'], 'scores': [0.99934524]}"
62,"""Now, don't forget, it's Locomotor Mortis,"" Hermione muttered as Ron slipped his wand up his sleeve. ","{'labels': ['neutral'], 'scores': [0.9992459]}"
63,"""I know,"" Ron snapped. ""Don't nag."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9672803, 0.98804104]}"
64,"Back in the locker room, Wood had taken Harry aside. ","{'labels': ['negative', 'neutral'], 'scores': [0.30380672, 0.99706894]}"
65,"""Don't want to pressure you, Potter, but if we ever need an early capture of the Snitch it's now. Finish the game before Snape can favor Hufflepuff too much."" ","{'labels': ['neutral'], 'scores': [0.99884546]}"
66,"""The whole school's out there!"" said Fred Weasley, peering out of the door. ""Even -- blimey -- Dumbledore's come to watch!"" ","{'labels': ['neutral'], 'scores': [0.9935168]}"
67,Harry's heart did a somersault. ,"{'labels': ['neutral'], 'scores': [0.9990596]}"
68,"""Dumbledore?"" he said, dashing to the door to make sure. Fred was right. There was no mistaking that silver beard. ","{'labels': ['neutral', 'positive'], 'scores': [0.97819114, 0.97369516]}"
69,"Harry could have laughed out loud with relief, he was safe. There was simply no way that Snape would dare to try to hurt him if Dumbledore was watching. ","{'labels': ['positive'], 'scores': [0.99628437]}"
70,"Perhaps that was why Snape was looking so angry as the teams marched onto the field, something that Ron noticed, too. ","{'labels': ['neutral'], 'scores': [0.9918222]}"
71,"""I've never seen Snape look so mean,"" he told Hermione. ""Look -- they're off. Ouch!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.56101406, 0.997652]}"
72,Someone had poked Ron in the back of the head. It was Malfoy. ,"{'labels': ['neutral'], 'scores': [0.9989478]}"
73,"""Oh, sorry, Weasley, didn't see you there."" Malfoy grinned broadly at Crabbe and Goyle. ","{'labels': ['negative'], 'scores': [0.995977]}"
74,"""Wonder how long Potter's going to stay on his broom this time? Anyone want a bet? What about you, Weasley?"" ","{'labels': ['ambiguous'], 'scores': [0.99891734]}"
75,"Ron didn't answer; Snape had just awarded Hufflepuff a penalty because George Weasley had hit a Bludger at him. Hermione, who had all her fingers crossed in her lap, was squinting fixedly at Harry, who was circling the game like a hawk, looking for the Snitch. ","{'labels': ['neutral'], 'scores': [0.99951005]}"
76,"""You know how I think they choose people for the Gryffindor team?"" said Malfoy loudly a few minutes later, as Snape awarded Hufflepuff another penalty for no reason at all. ""It's people they feel sorry for. See, there's Potter, who's got no parents, then there's the Weasleys, who've got no money -- you should be on the team, Longbottom, you've got no brains."" ","{'labels': ['neutral'], 'scores': [0.9995447]}"
77,Neville went bright red but turned in his seat to face Malfoy. ,"{'labels': ['neutral'], 'scores': [0.99918336]}"
78,"""I'm worth twelve of you, Malfoy,"" he stammered. ","{'labels': ['neutral'], 'scores': [0.99955183]}"
79,"Malfoy, Crabbe, and Goyle howled with laughter, but Ron, still not daring to take his eyes from the game, said, ""You tell him, Neville."" ","{'labels': ['positive'], 'scores': [0.9927786]}"
80,"""Longbottom, if brains were gold you'd be poorer than Weasley, and that's saying something."" ","{'labels': ['neutral'], 'scores': [0.99947065]}"
81,Ron's nerves were already stretched to the breaking point with anxiety about Harry. ,"{'labels': ['negative'], 'scores': [0.99877805]}"
82,"""I'm warning you, Malfoy -- one more word--"" ","{'labels': ['negative', 'neutral'], 'scores': [0.8732718, 0.98580027]}"
83,"""Ron!"" said Hermione suddenly, ""Harry --"" ","{'labels': ['neutral'], 'scores': [0.97968364]}"
84,"""What? Where?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8522939, 0.8556673]}"
85,"Harry had suddenly gone into a spectacular dive, which drew gasps and cheers from the crowd. Hermione stood up, her crossed fingers in her mouth, as Harry streaked toward the ground like a bullet. ","{'labels': ['positive'], 'scores': [0.96736264]}"
86,"""You're in luck, Weasley, Potter's obviously spotted some money on the ground!"" said Malfoy. ","{'labels': ['neutral', 'positive'], 'scores': [0.7120306, 0.9546992]}"
87,"Ron snapped. Before Malfoy knew what was happening, Ron was on top of him, wrestling him to the ground. Neville hesitated, then clambered over the back of his seat to help. ","{'labels': ['neutral'], 'scores': [0.9994542]}"
88,"""Come on, Harry!"" Hermione screamed, leaping onto her seat to watch as Harry sped straight at Snape -- she didn't even notice Malfoy and Ron rolling around under her seat, or the scuffles and yelps coming from the whirl of fists that was Neville, Crabbe, and Goyle. ","{'labels': ['neutral'], 'scores': [0.99902105]}"
89,"Up in the air, Snape turned on his broomstick just in time to see something scarlet shoot past him, missing him by inches -- the next second, Harry had pulled out of the dive, his arm raised in triumph, the Snitch clasped in his hand. ","{'labels': ['neutral'], 'scores': [0.99965024]}"
90,"The stands erupted; it had to be a record, no one could ever remember the Snitch being caught so quickly. ","{'labels': ['neutral', 'positive'], 'scores': [0.5299638, 0.48097476]}"
91,"""Ron! Ron! Where are you? The game's over! Harry's won! We've won! Gryffindor is in the lead!"" shrieked Hermione, dancing up and down on her seat and hugging Parvati Patil in the row in front. ","{'labels': ['positive'], 'scores': [0.9993818]}"
92,"Harry jumped off his broom, a foot from the ground. He couldn't believe it. He'd done it -- the game was over; it had barely lasted five minutes. As Gryffindors came spilling onto the field, he saw Snape land nearby, white-faced and tight-lipped -- then Harry felt a hand on his shoulder and looked up into Dumbledore's smiling face. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.40624744, 0.9854565]}"
93,"""Well done,"" said Dumbledore quietly, so that only Harry could hear. ""Nice to see you haven't been brooding about that mirror... been keeping busy... excellent..."" ","{'labels': ['positive'], 'scores': [0.9990797]}"
94,Snape spat bitterly on the ground. ,"{'labels': ['negative', 'neutral'], 'scores': [0.9982639, 0.33587357]}"
95,"Harry left the locker room alone some time later, to take his Nimbus Two Thousand back to the broomshed. He couldn't ever remember feeling happier. He'd really done something to be proud of now - no one could say he was just a famous name any more. The evening air had never smelled so sweet. He walked over the damp grass, reliving the last hour in his head, which was a happy blur: Gryffindors running to lift him onto their shoulders; Ron and Hermione in the distance, jumping up and down, Ron cheering through a heavy nosebleed. ","{'labels': ['positive'], 'scores': [0.99729306]}"
96,"Harry had reached the shed. He leaned against the wooden door and looked up at Hogwarts, with its windows glowing red in the setting sun. Gryffindor in the lead. He'd done it, he'd shown Snape... ","{'labels': ['neutral'], 'scores': [0.9994822]}"
97,And speaking of Snape... ,"{'labels': ['neutral'], 'scores': [0.99902225]}"
98,"A hooded figure came swiftly down the front steps of the castle. Clearly not wanting to be seen, it walked as fast as possible toward the forbidden forest. Harry's victory faded from his mind as he watched. He recognized the figure's prowling walk. Snape, sneaking into the forest while everyone else was at dinner -- what was going on? ","{'labels': ['ambiguous'], 'scores': [0.99681216]}"
99,Harry jumped back on his Nimbus Two Thousand and took off. Gliding silently over the castle he saw Snape enter the forest at a run. He followed. ,"{'labels': ['neutral'], 'scores': [0.99950945]}"
100,"The trees were so thick he couldn't see where Snape had gone. He flew in circles, lower and lower, brushing the top branches of trees until he heard voices. He glided toward them and landed noiselessly in a towering beech tree. ","{'labels': ['neutral'], 'scores': [0.9990376]}"
101,"He climbed carefully along one of the branches, holding tight to his broomstick, trying to see through the leaves. Below, in a shadowy clearing, stood Snape, but he wasn't alone. Quirrell was there, too. Harry couldn't make out the look on his face, but he was stuttering worse than ever. Harry strained to catch what they were saying. ","{'labels': ['negative', 'neutral'], 'scores': [0.9850621, 0.9253414]}"
102,"""... d-don't know why you wanted t-t-to meet here of all p-places, Severus..."" ","{'labels': ['neutral'], 'scores': [0.9985769]}"
103,"""Oh, I thought we'd keep this private,"" said Snape, his voice icy. ""Students aren't supposed to know about the Sorcerer's Stone, after all."" ","{'labels': ['neutral'], 'scores': [0.99845314]}"
104,Harry leaned forward. Quirrell was mumbling something. Snape interrupted him. ,"{'labels': ['neutral'], 'scores': [0.9993279]}"
105,"""Have you found out how to get past that beast of Hagrid's yet?"" ","{'labels': ['ambiguous'], 'scores': [0.99765056]}"
106,"""B-b-but Severus, I --"" ","{'labels': ['neutral'], 'scores': [0.99958664]}"
107,"""You don't want me as your enemy, Quirrell,"" said Snape, taking a step toward him. ","{'labels': ['negative', 'neutral'], 'scores': [0.9121391, 0.9977604]}"
108,"""I-I don't know what you--"" ","{'labels': ['ambiguous'], 'scores': [0.99591607]}"
109,"""You know perfectly well what I mean."" ","{'labels': ['neutral', 'positive'], 'scores': [0.9828892, 0.88623726]}"
110,"An owl hooted loudly, and Harry nearly fell out of the tree. He steadied himself in time to hear Snape say, ""-- your little bit of hocus-pocus. I'm waiting."" ","{'labels': ['neutral'], 'scores': [0.9988833]}"
111,"""B-but I d-d-don't --"" ","{'labels': ['negative', 'neutral'], 'scores': [0.6101893, 0.9979272]}"
112,"""Very well,"" Snape cut in. ""We'll have another little chat soon, when you've had time to think things over and decided where your loyalties lie."" ","{'labels': ['neutral'], 'scores': [0.9990514]}"
113,"He threw his cloak over his head and strode out of the clearing. It was almost dark now, but Harry could see Quirrell, standing quite still as though he was petrified. ","{'labels': ['negative', 'neutral'], 'scores': [0.50441384, 0.9946977]}"
114,"""Harry, where have you been?"" Hermione squeaked. ","{'labels': ['neutral'], 'scores': [0.99674416]}"
115,"""We won! You won! We won!"" shouted Ron, thumping Harry on the back. ""And I gave Malfoy a black eye, and Neville tried to take on Crabbe and Goyle single-handed! He's still out cold but Madam Pomfrey says he'll be all right -- talk about showing Slytherin! Everyone's waiting for you in the common room, we're having a party, Fred and George stole some cakes and stuff from the kitchens."" ","{'labels': ['neutral', 'positive'], 'scores': [0.3613131, 0.9854043]}"
116,"""Never mind that now,"" said Harry breathlessly. ""Let's find an empty room, you wait 'til you hear this..."" ","{'labels': ['neutral'], 'scores': [0.9971208]}"
117,"He made sure Peeves wasn't inside before shutting the door behind them, then he told them what he'd seen and heard. ","{'labels': ['neutral'], 'scores': [0.99937516]}"
118,"""So we were right, it is the Sorcerer's Stone, and Snape's trying to force Quirrell to help him get it. He asked if he knew how to get past Fluffy -- and he said something about Quirrell's 'hocus pocus' -- I reckon there are other things guarding the stone apart from Fluffy, loads of enchantments, probably, and Quirrell would have done some anti-Dark Arts spell that Snape needs to break through --"" ","{'labels': ['neutral'], 'scores': [0.999582]}"
119,"""So you mean the Stone's only safe as long as Quirrell stands up to Snape?"" said Hermione in alarm. ","{'labels': ['neutral'], 'scores': [0.8809834]}"
120,"""It'll be gone by next Tuesday,"" said Ron. ","{'labels': ['neutral'], 'scores': [0.99956816]}"
