idx,Paragraph Text,Binary Emotion Class/Score
20,"As he pulled into the driveway of number four, the first thing he saw--and it didn't improve his mood -- was the tabby cat he'd spotted that morning. It was now sitting on his garden wall. He was sure it was the same one; it had the same markings around its eyes. ","{'labels': ['neutral'], 'scores': [0.99953365]}"
21,"""Shoo!"" said Mr. Dursley loudly. ","{'labels': ['neutral'], 'scores': [0.98816144]}"
22,"The cat didn't move. It just gave him a stern look. Was this normal cat behavior? Mr. Dursley wondered. Trying to pull himself together, he let himself into the house. He was still determined not to mention anything to his wife. ","{'labels': ['ambiguous', 'negative'], 'scores': [0.35968426, 0.3048039]}"
23,"Mrs. Dursley had had a nice, normal day. She told him over dinner all about Mrs. Next Door's problems with her daughter and how Dudley had learned a new word (""Won't!""). Mr. Dursley tried to act normally. When Dudley had been put to bed, he went into the living room in time to catch the last report on the evening news: ","{'labels': ['neutral'], 'scores': [0.9994179]}"
24,"""And finally, bird-watchers everywhere have reported that the nation's owls have been behaving very unusually today. Although owls normally hunt at night and are hardly ever seen in daylight, there have been hundreds of sightings of these birds flying in every direction since sunrise. Experts are unable to explain why the owls have suddenly changed their sleeping pattern."" The newscaster allowed himself a grin. ""Most mysterious. And now, over to Jim McGuffin with the weather. Going to be any more showers of owls tonight, Jim?"" ","{'labels': ['ambiguous'], 'scores': [0.9972385]}"
25,"""Well, Ted,"" said the weatherman, ""I don't know about that, but it's not only the owls that have been acting oddly today. Viewers as far apart as Kent, Yorkshire, and Dundee have been phoning in to tell me that instead of the rain I promised yesterday, they've had a downpour of shooting stars! Perhaps people have been celebrating Bonfire Night early -- it's not until next week, folks! But I can promise a wet night tonight."" ","{'labels': ['neutral'], 'scores': [0.9996413]}"
26,"Mr. Dursley sat frozen in his armchair. Shooting stars all over Britain? Owls flying by daylight? Mysterious people in cloaks all over the place? And a whisper, a whisper about the Potters... ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.3341842, 0.87901235]}"
27,"Mrs. Dursley came into the living room carrying two cups of tea. It was no good. He'd have to say something to her. He cleared his throat nervously. ""Er -- Petunia, dear -- you haven't heard from your sister lately, have you?"" ","{'labels': ['neutral'], 'scores': [0.9934889]}"
28,"As he had expected, Mrs. Dursley looked shocked and angry. After all, they normally pretended she didn't have a sister. ","{'labels': ['negative', 'neutral'], 'scores': [0.47626197, 0.93558514]}"
29,"""No,"" she said sharply. ""Why?"" ","{'labels': ['neutral'], 'scores': [0.9549181]}"
30,"""Funny stuff on the news,"" Mr. Dursley mumbled. ""Owls... shooting stars... and there were a lot of funny-looking people in town today..."" ","{'labels': ['positive'], 'scores': [0.9991493]}"
31,"""So?"" snapped Mrs. Dursley. ","{'labels': ['neutral'], 'scores': [0.9977307]}"
32,"""Well, I just thought... maybe... it was something to do with... you know... her crowd."" ","{'labels': ['neutral'], 'scores': [0.99888176]}"
33,"Mrs. Dursley sipped her tea through pursed lips. Mr. Dursley wondered whether he dared tell her he'd heard the name ""Potter."" He decided he didn't dare. Instead he said, as casually as he could, ""Their son -- he'd be about Dudley's age now, wouldn't he?"" ","{'labels': ['neutral'], 'scores': [0.9990433]}"
34,"""I suppose so,"" said Mrs. Dursley stiffly. ","{'labels': ['neutral'], 'scores': [0.9954092]}"
35,"""What's his name again? Howard, isn't it?"" ","{'labels': ['ambiguous'], 'scores': [0.9972572]}"
36,"""Harry. Nasty, common name, if you ask me."" ","{'labels': ['neutral'], 'scores': [0.9876796]}"
37,"""Oh, yes,"" said Mr. Dursley, his heart sinking horribly. ""Yes, I quite agree."" ","{'labels': ['positive'], 'scores': [0.99860615]}"
38,"He didn't say another word on the subject as they went upstairs to bed. While Mrs. Dursley was in the bathroom, Mr. Dursley crept to the bedroom window and peered down into the front garden. The cat was still there. It was staring down Privet Drive as though it were waiting for something. ","{'labels': ['neutral'], 'scores': [0.99953675]}"
39,"Was he imagining things? Could all this have anything to do with the Potters? If it did... if it got out that they were related to a pair of -- well, he didn't think he could bear it. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.86291057, 0.93751085]}"
40,"The Dursleys got into bed. Mrs. Dursley fell asleep quickly but Mr. Dursley lay awake, turning it all over in his mind. His last, comforting thought before he fell asleep was that even if the Potters were involved, there was no reason for them to come near him and Mrs. Dursley. The Potters knew very well what he and Petunia thought about them and their kind... He couldn't see how he and Petunia could get mixed up in anything that might be going on -- he yawned and turned over -- it couldn't affect them... ","{'labels': ['neutral', 'positive'], 'scores': [0.98022115, 0.87131447]}"
41,How very wrong he was. ,"{'labels': ['negative'], 'scores': [0.99741167]}"
42,"Mr. Dursley might have been drifting into an uneasy sleep, but the cat on the wall outside was showing no sign of sleepiness. It was sitting as still as a statue, its eyes fixed unblinkingly on the far corner of Privet Drive. It didn't so much as quiver when a car door slammed on the next street, nor when two owls swooped overhead. In fact, it was nearly midnight before the cat moved at all. ","{'labels': ['neutral'], 'scores': [0.9977843]}"
43,"A man appeared on the corner the cat had been watching, appeared so suddenly and silently you'd have thought he'd just popped out of the ground. The cat's tail twitched and its eyes narrowed. ","{'labels': ['neutral'], 'scores': [0.9991984]}"
44,"Nothing like this man had ever been seen on Privet Drive. He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt. He was wearing long robes, a purple cloak that swept the ground, and high-heeled, buckled boots. His blue eyes were light, bright, and sparkling behind half-moon spectacles and his nose was very long and crooked, as though it had been broken at least twice. This man's name was Albus Dumbledore. ","{'labels': ['neutral'], 'scores': [0.9820601]}"
45,"Albus Dumbledore didn't seem to realize that he had just arrived in a street where everything from his name to his boots was unwelcome. He was busy rummaging in his cloak, looking for something. But he did seem to realize he was being watched, because he looked up suddenly at the cat, which was still staring at him from the other end of the street. For some reason, the sight of the cat seemed to amuse him. He chuckled and muttered, ""I should have known."" ","{'labels': ['ambiguous'], 'scores': [0.994826]}"
46,"He found what he was looking for in his inside pocket. It seemed to be a silver cigarette lighter. He flicked it open, held it up in the air, and clicked it. The nearest street lamp went out with a little pop. He clicked it again -- the next lamp flickered into darkness. Twelve times he clicked the Put-Outer, until the only lights left on the whole street were two tiny pinpricks in the distance, which were the eyes of the cat watching him. If anyone looked out of their window now, even beady-eyed Mrs. Dursley, they wouldn't be able to see anything that was happening down on the pavement. Dumbledore slipped the Put-Outer back inside his cloak and set off down the street toward number four, where he sat down on the wall next to the cat. He didn't look at it, but after a moment he spoke to it. ","{'labels': ['neutral'], 'scores': [0.99939895]}"
47,"""Fancy seeing you here, Professor McGonagall."" ","{'labels': ['negative'], 'scores': [0.9989899]}"
48,"He turned to smile at the tabby, but it had gone. Instead he was smiling at a rather severe-looking woman who was wearing square glasses exactly the shape of the markings the cat had had around its eyes. She, too, was wearing a cloak, an emerald one. Her black hair was drawn into a tight bun. She looked distinctly ruffled. ","{'labels': ['neutral'], 'scores': [0.9992637]}"
49,"""How did you know it was me?"" she asked. ","{'labels': ['ambiguous'], 'scores': [0.99839705]}"
50,"""My dear Professor, I've never seen a cat sit so stiffly."" ","{'labels': ['negative'], 'scores': [0.9782161]}"
51,"""You'd be stiff if you'd been sitting on a brick wall all day,"" said Professor McGonagall. ","{'labels': ['neutral'], 'scores': [0.99920315]}"
52,"""All day? When you could have been celebrating? I must have passed a dozen feasts and parties on my way here."" ","{'labels': ['ambiguous'], 'scores': [0.9833377]}"
53,Professor McGonagall sniffed angrily. ,"{'labels': ['negative'], 'scores': [0.99777347]}"
54,"""Oh yes, everyone's celebrating, all right,"" she said impatiently. ""You'd think they'd be a bit more careful, but no -- even the Muggles have noticed something's going on. It was on their news."" She jerked her head back at the Dursleys' dark living-room window. ""I heard it. Flocks of owls... shooting stars... Well, they're not completely stupid. They were bound to notice something. Shooting stars down in Kent -- I'll bet that was Dedalus Diggle. He never had much sense."" ","{'labels': ['neutral'], 'scores': [0.999724]}"
55,"""You can't blame them,"" said Dumbledore gently. ""We've had precious little to celebrate for eleven years."" ","{'labels': ['positive'], 'scores': [0.9820732]}"
56,"""I know that,"" said Professor McGonagall irritably. ""But that's no reason to lose our heads. People are being downright careless, out on the streets in broad daylight, not even dressed in Muggle clothes, swapping rumors."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9895167, 0.90018326]}"
57,"She threw a sharp, sideways glance at Dumbledore here, as though hoping he was going to tell her something, but he didn't, so she went on. ""A fine thing it would be if, on the very day You-Know-Who seems to have disappeared at last, the Muggles found out about us all. I suppose he really has gone, Dumbledore?"" ","{'labels': ['neutral'], 'scores': [0.9987639]}"
58,"""It certainly seems so,"" said Dumbledore. ""We have much to be thankful for. Would you care for a lemon drop?"" ","{'labels': ['positive'], 'scores': [0.99963546]}"
59,"""A what?"" ","{'labels': ['neutral'], 'scores': [0.9982607]}"
60,"""A lemon drop. They're a kind of Muggle sweet I'm rather fond of."" ","{'labels': ['positive'], 'scores': [0.9989465]}"
61,"""No, thank you,"" said Professor McGonagall coldly, as though she didn't think this was the moment for lemon drops. ""As I say, even if You-Know-Who has gone --"" ","{'labels': ['positive'], 'scores': [0.99795854]}"
62,"""My dear Professor, surely a sensible person like yourself can call him by his name? All this 'You-Know-Who' nonsense -- for eleven years I have been trying to persuade people to call him by his proper name: Voldemort."" Professor McGonagall flinched, but Dumbledore, who was unsticking two lemon drops, seemed not to notice. ""It all gets so confusing if we keep saying 'You-Know-Who.' I have never seen any reason to be frightened of saying Voldemort's name."" ","{'labels': ['ambiguous'], 'scores': [0.9978515]}"
63,"""I know you haven't,"" said Professor McGonagall, sounding half exasperated, half admiring. ""But you're different. Everyone knows you're the only one You-Know- oh, all right, Voldemort, was frightened of."" ","{'labels': ['negative', 'neutral'], 'scores': [0.8816424, 0.92707855]}"
64,"""You flatter me,"" said Dumbledore calmly. ""Voldemort had powers I will never have."" ","{'labels': ['neutral'], 'scores': [0.99837494]}"
65,"""Only because you're too -- well --noble to use them."" ","{'labels': ['neutral', 'positive'], 'scores': [0.69913745, 0.9840283]}"
66,"""It's lucky it's dark. I haven't blushed so much since Madam Pomfrey told me she liked my new earmuffs."" ","{'labels': ['positive'], 'scores': [0.9990621]}"
67,"Professor McGonagall shot a sharp look at Dumbledore and said ""The owls are nothing next to the rumors that are flying around. You know what they're saying? About why he's disappeared? About what finally stopped him?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.6589632, 0.86383194]}"
68,"It seemed that Professor McGonagall had reached the point she was most anxious to discuss, the real reason she had been waiting on a cold, hard wall all day, for neither as a cat nor as a woman had she fixed Dumbledore with such a piercing stare as she did now. It was plain that whatever ""everyone"" was saying, she was not going to believe it until Dumbledore told her it was true. Dumbledore, however, was choosing another lemon drop and did not answer. ","{'labels': ['neutral'], 'scores': [0.9994679]}"
69,"""What they're saying,"" she pressed on, ""is that last night Voldemort turned up in Godric's Hollow. He went to find the Potters. The rumor is that Lily and James Potter are -- are -- that they're -- dead."" ","{'labels': ['neutral'], 'scores': [0.9996911]}"
70,Dumbledore bowed his head. Professor McGonagall gasped. ,"{'labels': ['neutral'], 'scores': [0.999111]}"
71,"""Lily and James... I can't believe it... I didn't want to believe it... Oh, Albus..."" ","{'labels': ['ambiguous', 'negative'], 'scores': [0.99821305, 0.6622471]}"
72,"Dumbledore reached out and patted her on the shoulder. ""I know... I know..."" he said heavily. ","{'labels': ['positive'], 'scores': [0.97935677]}"
73,"Professor McGonagall's voice trembled as she went on. ""That's not all. They're saying he tried to kill the Potter's son, Harry. But he couldn't. He couldn't kill that little boy. No one knows why, or how, but they're saying that when he couldn't kill Harry Potter, Voldemort's power somehow broke -- and that's why he's gone."" ","{'labels': ['neutral'], 'scores': [0.99954337]}"
74,Dumbledore nodded glumly. ,"{'labels': ['neutral', 'positive'], 'scores': [0.70402765, 0.9069284]}"
75,"""It's -- it's true?"" faltered Professor McGonagall. ""After all he's done... all the people he's killed... he couldn't kill a little boy? It's just astounding... of all the things to stop him... but how in the name of heaven did Harry survive?"" ","{'labels': ['ambiguous'], 'scores': [0.9952821]}"
76,"""We can only guess."" said Dumbledore. ""We may never know."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.31089315, 0.96892864]}"
77,"Professor McGonagall pulled out a lace handkerchief and dabbed at her eyes beneath her spectacles. Dumbledore gave a great sniff as he took a golden watch from his pocket and examined it. It was a very odd watch. It had twelve hands but no numbers; instead, little planets were moving around the edge. It must have made sense to Dumbledore, though, because he put it back in his pocket and said, ""Hagrid's late. I suppose it was he who told you I'd be here, by the way?"" ","{'labels': ['neutral'], 'scores': [0.9986528]}"
78,"""Yes,"" said Professor McGonagall. ""And I don't suppose you're going to tell me why you're here, of all places?"" ","{'labels': ['neutral'], 'scores': [0.83134335]}"
79,"""I've come to bring Harry to his aunt and uncle. They're the only family he has left now."" ","{'labels': ['neutral'], 'scores': [0.99931717]}"
80,"""You don't mean - you can't mean the people who live here?"" cried Professor McGonagall, jumping to her feet and pointing at number four. ""Dumbledore -- you can't. I've been watching them all day. You couldn't find two people who are less like us. And they've got this son -- I saw him kicking his mother all the way up the street, screaming for sweets. Harry Potter come and live here!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.46080598, 0.99715734]}"
81,"""It's the best place for him,"" said Dumbledore firmly. ""His aunt and uncle will be able to explain everything to him when he's older. I've written them a letter."" ","{'labels': ['positive'], 'scores': [0.99879825]}"
82,"""A letter?"" repeated Professor McGonagall faintly, sitting back down on the wall. ""Really, Dumbledore, you think you can explain all this in a letter? These people will never understand him! He'll be famous -- a legend -- I wouldn't be surprised if today was known as Harry Potter day in the future -- there will be books written about Harry -- every child in our world will know his name!"" ","{'labels': ['positive'], 'scores': [0.9834114]}"
83,"""Exactly."" said Dumbledore, looking very seriously over the top of his half-moon glasses. ""It would be enough to turn any boy's head. Famous before he can walk and talk! Famous for something he won't even remember! Can you see how much better off he'll be, growing up away from all that until he's ready to take it?"" ","{'labels': ['positive'], 'scores': [0.9995197]}"
84,"Professor McGonagall opened her mouth, changed her mind, swallowed, and then said, ""Yes -- yes, you're right, of course. But how is the boy getting here, Dumbledore?"" She eyed his cloak suddenly as though she thought he might be hiding Harry underneath it. ","{'labels': ['ambiguous'], 'scores': [0.9994898]}"
85,"""Hagrid's bringing him."" ","{'labels': ['neutral'], 'scores': [0.9989254]}"
86,"""You think it --wise -- to trust Hagrid with something as important as this?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.6589101, 0.9519333]}"
87,"""I would trust Hagrid with my life,"" said Dumbledore. ","{'labels': ['positive'], 'scores': [0.998762]}"
88,"""I'm not saying his heart isn't in the right place,"" said Professor McGonagall grudgingly, ""but you can't pretend he's not careless. He does tend to -- what was that?"" ","{'labels': ['neutral'], 'scores': [0.9995709]}"
89,A low rumbling sound had broken the silence around them. It grew steadily louder as they looked up and down the street for some sign of a headlight; it swelled to a roar as they both looked up at the sky -- and a huge motorcycle fell out of the air and landed on the road in front of them. ,"{'labels': ['neutral'], 'scores': [0.9991842]}"
90,"If the motorcycle was huge, it was nothing to the man sitting astride it. He was almost twice as tall as a normal man and at least five times as wide. He looked simply too big to be allowed, and so wild -- long tangles of bushy black hair and beard hid most of his face, he had hands the size of trash can lids, and his feet in their leather boots were like baby dolphins. In his vast, muscular arms he was holding a bundle of blankets. ","{'labels': ['neutral'], 'scores': [0.99942195]}"
91,"""Hagrid,"" said Dumbledore, sounding relieved. ""At last. And where did you get that motorcycle?"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.98844403, 0.99038166]}"
92,"""Borrowed it, Professor Dumbledore, sir,"" said the giant, climbing carefully off the motorcycle as he spoke. ""Young Sirius Black lent it to me. I've got him, sir."" ","{'labels': ['neutral'], 'scores': [0.999549]}"
93,"""No problems, were there?"" ","{'labels': ['ambiguous'], 'scores': [0.9986432]}"
94,"""No, sir -- house was almost destroyed, but I got him out all right before the Muggles started swarmin' around. He fell asleep as we was flyin' over Bristol."" ","{'labels': ['neutral'], 'scores': [0.998747]}"
95,"Dumbledore and Professor McGonagall bent forward over the bundle of blankets. Inside, just visible, was a baby boy, fast asleep. Under a tuft of jet-black hair over his forehead they could see a curiously shaped cut, like a bolt of lightning. ","{'labels': ['ambiguous'], 'scores': [0.994639]}"
96,"""Is that where --?"" whispered Professor McGonagall. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.86700386, 0.9557856]}"
97,"""Yes,"" said Dumbledore. ""He'll have that scar forever."" ","{'labels': ['positive'], 'scores': [0.997809]}"
98,"""Couldn't you do something about it, Dumbledore?"" ","{'labels': ['ambiguous'], 'scores': [0.9972818]}"
99,"""Even if I could, I wouldn't. Scars can come in handy. I have one myself above my left knee that is a perfect map of the London Underground. Well -- give him here, Hagrid -- we'd better get this over with."" ","{'labels': ['neutral', 'positive'], 'scores': [0.99660057, 0.38595998]}"
100,Dumbledore took Harry in his arms and turned toward the Dursleys' house. ,"{'labels': ['neutral'], 'scores': [0.9976611]}"
101,"""Could I -- could I say good-bye to him, sir?"" asked Hagrid. He bent his great, shaggy head over Harry and gave him what must have been a very scratchy, whiskery kiss. Then, suddenly, Hagrid let out a howl like a wounded dog. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.38925213, 0.98625654]}"
102,"""Shhh!"" hissed Professor McGonagall, ""You'll wake the Muggles!"" ","{'labels': ['neutral'], 'scores': [0.9994723]}"
103,"""S-s-sorry,"" sobbed Hagrid, taking out a large, spotted handkerchief and burying his face in it. ""But I c-c-can't stand it --Lily an' James dead -- an' poor little Harry off ter live with Muggles --"" ","{'labels': ['negative'], 'scores': [0.998376]}"
104,"""Yes, yes, it's all very sad, but get a grip on yourself, Hagrid, or we'll be found,"" Professor McGonagall whispered, patting Hagrid gingerly on the arm as Dumbledore stepped over the low garden wall and walked to the front door. He laid Harry gently on the doorstep, took a letter out of his cloak, tucked it inside Harry's blankets, and then came back to the other two. For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out. ","{'labels': ['negative'], 'scores': [0.99821377]}"
105,"""Well,"" said Dumbledore finally, ""that's that. We've no business staying here. We may as well go and join the celebrations."" ","{'labels': ['positive'], 'scores': [0.9902919]}"
106,"""Yeah,"" said Hagrid in a very muffled voice, ""I best get this bike away. G'night, Professor McGonagall -- Professor Dumbledore, sir."" ","{'labels': ['neutral'], 'scores': [0.9994012]}"
107,"Wiping his streaming eyes on his jacket sleeve, Hagrid swung himself onto the motorcycle and kicked the engine into life; with a roar it rose into the air and off into the night. ","{'labels': ['neutral'], 'scores': [0.9940826]}"
108,"""I shall see you soon, I expect, Professor McGonagall,"" said Dumbledore, nodding to her. Professor McGonagall blew her nose in reply. ","{'labels': ['neutral'], 'scores': [0.9958352]}"
109,"Dumbledore turned and walked back down the street. On the corner he stopped and took out the silver Put-Outer. He clicked it once, and twelve balls of light sped back to their street lamps so that Privet Drive glowed suddenly orange and he could make out a tabby cat slinking around the corner at the other end of the street. He could just see the bundle of blankets on the step of number four. ","{'labels': ['neutral'], 'scores': [0.9991321]}"
110,"""Good luck, Harry,"" he murmured. He turned on his heel and with a swish of his cloak, he was gone. ","{'labels': ['positive'], 'scores': [0.9988293]}"
111,"A breeze ruffled the neat hedges of Privet Drive, which lay silent and tidy under the inky sky, the very last place you would expect astonishing things to happen. Harry Potter rolled over inside his blankets without waking up. One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley... He couldn't know that at this very moment, people meeting in secret all over the country were holding up their glasses and saying in hushed voices: ""To Harry Potter -- the boy who lived!"" ","{'labels': ['neutral'], 'scores': [0.9993399]}"
