idx,Paragraph Text,Binary Emotion Class/Score
39,"And to Harry's horror, a voice answered, and the voice seemed to come from Quirrell himself. ","{'labels': ['negative', 'neutral'], 'scores': [0.9963229, 0.30323336]}"
40,"""Use the boy... Use the boy..."" ","{'labels': ['neutral'], 'scores': [0.99939454]}"
41,Quirrell rounded on Harry. ,"{'labels': ['neutral'], 'scores': [0.9992987]}"
42,"""Yes -- Potter -- come here."" ","{'labels': ['neutral'], 'scores': [0.9996643]}"
43,"He clapped his hands once, and the ropes binding Harry fell off. Harry got slowly to his feet. ","{'labels': ['neutral'], 'scores': [0.99886596]}"
44,"""Come here,"" Quirrell repeated. ""Look in the mirror and tell me what you see."" ","{'labels': ['neutral'], 'scores': [0.99927706]}"
45,Harry walked toward him. ,"{'labels': ['neutral'], 'scores': [0.9992945]}"
46,"I must lie, he thought desperately. I must look and lie about what I see, that's all. ","{'labels': ['negative', 'neutral'], 'scores': [0.8206939, 0.99050623]}"
47,"Quirrell moved close behind him. Harry breathed in the funny smell that seemed to come from Quirrell's turban. He closed his eyes, stepped in front of the mirror, and opened them again. ","{'labels': ['neutral'], 'scores': [0.9942365]}"
48,"He saw his reflection, pale and scared-looking at first. But a moment later, the reflection smiled at him. It put its hand into its pocket and pulled out a blood-red stone. It winked and put the Stone back in its pocket -- and as it did so, Harry felt something heavy drop into his real pocket. Somehow -- incredibly --he'd gotten the Stone. ","{'labels': ['neutral'], 'scores': [0.9985929]}"
49,"""Well?"" said Quirrell impatiently. ""What do you see?"" ","{'labels': ['neutral'], 'scores': [0.9956458]}"
50,Harry screwed up his courage. ,"{'labels': ['negative'], 'scores': [0.99824023]}"
51,"""I see myself shaking hands with Dumbledore,"" he invented. ""I -- I've won the house cup for Gryffindor."" ","{'labels': ['neutral', 'positive'], 'scores': [0.87112075, 0.9838928]}"
52,Quirrell cursed again. ,"{'labels': ['negative', 'neutral'], 'scores': [0.89948404, 0.9917498]}"
53,"""Get out of the way,"" he said. As Harry moved aside, he felt the Sorcerer's Stone against his leg. Dare he make a break for it? ","{'labels': ['ambiguous', 'negative'], 'scores': [0.38792914, 0.32662433]}"
54,"But he hadn't walked five paces before a high voice spoke, though Quirrell wasn't moving his lips. ","{'labels': ['neutral'], 'scores': [0.99941885]}"
55,"""He lies... He lies..."" ","{'labels': ['neutral'], 'scores': [0.99966]}"
56,"""Potter, come back here!"" Quirrell shouted. ""Tell me the truth! What did you just see?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.36115584, 0.9914791]}"
57,The high voice spoke again. ,"{'labels': ['neutral'], 'scores': [0.9988846]}"
58,"""Let me speak to him... face-to-face..."" ","{'labels': ['neutral'], 'scores': [0.9988286]}"
59,"""Master, you are not strong enough!"" ","{'labels': ['negative'], 'scores': [0.9982919]}"
60,"""I have strength enough... for this..."" ","{'labels': ['positive'], 'scores': [0.99903274]}"
61,"Harry felt as if Devil's Snare was rooting him to the spot. He couldn't move a muscle. Petrified, he watched as Quirrell reached up and began to unwrap his turban. What was going on? The turban fell away. Quirrell's head looked strangely small without it. Then he turned slowly on the spot. ","{'labels': ['negative'], 'scores': [0.9948891]}"
62,"Harry would have screamed, but he couldn't make a sound. Where there should have been a back to Quirrell's head, there was a face, the most terrible face Harry had ever seen. It was chalk white with glaring red eyes and slits for nostrils, like a snake. ","{'labels': ['negative', 'neutral'], 'scores': [0.9973653, 0.3833449]}"
63,"""Harry Potter..."" it whispered. ","{'labels': ['neutral'], 'scores': [0.9989543]}"
64,Harry tried to take a step backward but his legs wouldn't move. ,"{'labels': ['neutral'], 'scores': [0.9981674]}"
65,"""See what I have become?"" the face said. ""Mere shadow and vapor... I have form only when I can share another's body... but there have always been those willing to let me into their hearts and minds... Unicorn blood has strengthened me, these past weeks... you saw faithful Quirrell drinking it for me in the forest... and once I have the Elixir of Life, I will be able to create a body of my own... Now... why don't you give me that Stone in your pocket?"" ","{'labels': ['neutral'], 'scores': [0.9994104]}"
66,So he knew. The feeling suddenly surged back into Harry's legs. He stumbled backward. ,"{'labels': ['negative', 'neutral'], 'scores': [0.8408577, 0.7025411]}"
67,"""Don't be a fool,"" snarled the face. ""Better save your own life and join me... or you'll meet the same end as your parents... They died begging me for mercy..."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9790684, 0.78513443]}"
68,"""LIAR!"" Harry shouted suddenly. ","{'labels': ['neutral'], 'scores': [0.9987055]}"
69,"Quirrell was walking backward at him, so that Voldemort could still see him. The evil face was now smiling. ","{'labels': ['neutral'], 'scores': [0.99957174]}"
70,"""How touching..."" it hissed. ""I always value bravery... Yes, boy, your parents were brave... I killed your father first; and he put up a courageous fight... but your mother needn't have died... she was trying to protect you... Now give me the Stone, unless you want her to have died in vain."" ","{'labels': ['positive'], 'scores': [0.9797794]}"
71,"""NEVER!"" ","{'labels': ['neutral'], 'scores': [0.9981299]}"
72,"Harry sprang toward the flame door, but Voldemort screamed ""SEIZE HIM!"" and the next second, Harry felt Quirrell's hand close on his wrist. At once, a needle-sharp pain seared across Harry's scar; his head felt as though it was about to split in two; he yelled, struggling with all his might, and to his surprise, Quirrell let go of him. The pain in his head lessened -- he looked around wildly to see where Quirrell had gone, and saw him hunched in pain, looking at his fingers -- they were blistering before his eyes. ","{'labels': ['ambiguous', 'negative'], 'scores': [0.95025223, 0.94462943]}"
73,"""Seize him! SEIZE HIM!"" shrieked Voldemort again, and Quirrell lunged, knocking Harry clean off his feet landing on top of him, both hands around Harry's neck -- Harry's scar was almost blinding him with pain, yet he could see Quirrell howling in agony. ","{'labels': ['negative', 'neutral'], 'scores': [0.97769177, 0.754576]}"
74,"""Master, I cannot hold him -- my hands -- my hands!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.99424136, 0.98849046]}"
75,"And Quirrell, though pinning Harry to the ground with his knees, let go of his neck and stared, bewildered, at his own palms -- Harry could see they looked burned, raw, red, and shiny. ","{'labels': ['ambiguous'], 'scores': [0.9986625]}"
76,"""Then kill him, fool, and be done!"" screeched Voldemort. ","{'labels': ['negative'], 'scores': [0.9961642]}"
77,"Quirrell raised his hand to perform a deadly curse, but Harry, by instinct, reached up and grabbed Quirrell's face -- ","{'labels': ['negative', 'neutral'], 'scores': [0.36906978, 0.99920064]}"
78,"""AAAARGH!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.86209494, 0.97983783]}"
79,"Quirrell rolled off him, his face blistering, too, and then Harry knew: Quirrell couldn't touch his bare skin, not without suffering terrible pain -- his only chance was to keep hold of Quirrell, keep him in enough pain to stop him from doing a curse. ","{'labels': ['negative', 'neutral'], 'scores': [0.75386804, 0.99530005]}"
80,"Harry jumped to his feet, caught Quirrell by the arm, and hung on as tight as he could. Quirrell screamed and tried to throw Harry off -- the pain in Harry's head was building -- he couldn't see -- he could only hear Quirrell's terrible shrieks and Voldemort's yells of, ""KILL HIM! KILL HIM!"" and other voices, maybe in Harry's own head, crying, ""Harry! Harry!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.48397115, 0.9934006]}"
81,"He felt Quirrell's arm wrenched from his grasp, knew all was lost, and fell into blackness, down... down... down... ","{'labels': ['negative'], 'scores': [0.9901736]}"
82,"Something gold was glinting just above him. The Snitch! He tried to catch it, but his arms were too heavy. ","{'labels': ['neutral'], 'scores': [0.9987463]}"
83,He blinked. It wasn't the Snitch at all. It was a pair of glasses. How strange. ,"{'labels': ['ambiguous'], 'scores': [0.99864596]}"
84,He blinked again. The smiling face of Albus Dumbledore swam into view above him. ,"{'labels': ['neutral'], 'scores': [0.9992219]}"
85,"""Good afternoon, Harry,"" said Dumbledore. ","{'labels': ['neutral', 'positive'], 'scores': [0.78005517, 0.7663175]}"
86,"Harry stared at him. Then he remembered: ""Sir! The Stone! It was Quirrell! He's got the Stone! Sir, quick --"" ","{'labels': ['neutral'], 'scores': [0.9991295]}"
87,"""Calm yourself, dear boy, you are a little behind the times,"" said Dumbledore. ""Quirrell does not have the Stone."" ","{'labels': ['neutral'], 'scores': [0.99977285]}"
88,"""Then who does? Sir, I --"" ","{'labels': ['ambiguous'], 'scores': [0.98628867]}"
89,"""Harry, please relax, or Madam Pomfrey will have me thrown out."" ","{'labels': ['neutral'], 'scores': [0.9984464]}"
90,"Harry swallowed and looked around him. He realized he must be in the hospital wing. He was lying in a bed with white linen sheets, and next to him was a table piled high with what looked like half the candy shop. ","{'labels': ['ambiguous'], 'scores': [0.99937063]}"
91,"""Tokens from your friends and admirers,"" said Dumbledore, beaming. ""What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows. I believe your friends Misters Fred and George Weasley were responsible for trying to send you a toilet seat. No doubt they thought it would amuse you. Madam Pomfrey, however, felt it might not be very hygienic, and confiscated it."" ","{'labels': ['neutral'], 'scores': [0.9997278]}"
92,"""How long have I been in here?"" ","{'labels': ['ambiguous'], 'scores': [0.9934088]}"
93,"""Three days. Mr. Ronald Weasley and Miss Granger will be most relieved you have come round, they have been extremely worried."" ","{'labels': ['negative', 'positive'], 'scores': [0.33644018, 0.6913262]}"
94,"""But sir, the Stone --"" ","{'labels': ['neutral'], 'scores': [0.9995931]}"
95,"""I see you are not to be distracted. Very well, the Stone. Professor Quirrell did not manage to take it from you. I arrived in time to prevent that, although you were doing very well on your own, I must say."" ","{'labels': ['neutral'], 'scores': [0.9993849]}"
96,"""You got there? You got Hermione's owl?"" ","{'labels': ['neutral'], 'scores': [0.9908608]}"
97,"""We must have crossed in midair. No sooner had I reached London than it became clear to me that the place I should be was the one I had just left. I arrived just in time to pull Quirrell off you."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.90893567, 0.9841583]}"
98,"""It was you."" ","{'labels': ['neutral'], 'scores': [0.99831235]}"
99,"""I feared I might be too late."" ","{'labels': ['negative'], 'scores': [0.9982955]}"
100,"""You nearly were, I couldn't have kept him off the Stone much longer -"" ","{'labels': ['neutral'], 'scores': [0.99909294]}"
101,"""Not the Stone, boy, you -- the effort involved nearly killed you. For one terrible moment there, I was afraid it had. As for the Stone, it has been destroyed."" ","{'labels': ['negative'], 'scores': [0.9986525]}"
102,"""Destroyed?"" said Harry blankly. ""But your friend -- Nicolas Flamel --"" ","{'labels': ['ambiguous'], 'scores': [0.9950069]}"
103,"""Oh, you know about Nicolas?"" said Dumbledore, sounding quite delighted. ""You did do the thing properly, didn't you? Well, Nicolas and I have had a little chat, and agreed it's all for the best."" ","{'labels': ['positive'], 'scores': [0.9995795]}"
104,"""But that means he and his wife will die, won't they?"" ","{'labels': ['ambiguous'], 'scores': [0.998569]}"
105,"""They have enough Elixir stored to set their affairs in order and then, yes, they will die."" ","{'labels': ['neutral'], 'scores': [0.99940693]}"
106,Dumbledore smiled at the look of amazement on Harry's face. ,"{'labels': ['ambiguous', 'positive'], 'scores': [0.96559215, 0.9974208]}"
107,"""To one as young as you, I'm sure it seems incredible, but to Nicolas and Perenelle, it really is like going to bed after a very, very long day. After all, to the well-organized mind, death is but the next great adventure. You know, the Stone was really not such a wonderful thing. As much money and life as you could want! The two things most human beings would choose above all -- the trouble is, humans do have a knack of choosing precisely those things that are worst for them."" ","{'labels': ['negative', 'neutral'], 'scores': [0.36164212, 0.79145026]}"
108,"Harry lay there, lost for words. Dumbledore hummed a little and smiled at the ceiling. ","{'labels': ['negative'], 'scores': [0.9984713]}"
109,"""Sir?"" said Harry. ""I've been thinking... sir -- even if the Stone's gone, Vol-, I mean, You-Know-Who --"" ","{'labels': ['neutral'], 'scores': [0.99964917]}"
110,"""Call him Voldemort, Harry. Always use the proper name for things. Fear of a name increases fear of the thing itself."" ","{'labels': ['negative', 'positive'], 'scores': [0.5164015, 0.9821276]}"
111,"""Yes, sir. Well, Voldemort's going to try other ways of coming back, isn't he? I mean, he hasn't gone, has he?"" ","{'labels': ['ambiguous'], 'scores': [0.9894511]}"
112,"""No, Harry, he has not. He is still out there somewhere, perhaps looking for another body to share... not being truly alive, he cannot be killed. He left Quirrell to die; he shows just as little mercy to his followers as his enemies. Nevertheless, Harry, while you may only have delayed his return to power, it will merely take someone else who is prepared to fight what seems a losing battle next time -- and if he is delayed again, and again, why, he may never return to power."" ","{'labels': ['neutral'], 'scores': [0.9996543]}"
113,"Harry nodded, but stopped quickly, because it made his head hurt. Then he said, ""Sir, there are some other things I'd like to know, if you can tell me... things I want to know the truth about..."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.32726005, 0.43121853]}"
114,"""The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution. However, I shall answer your questions unless I have a very good reason not to, in which case I beg you'll forgive me. I shall not, of course, lie."" ","{'labels': ['negative', 'positive'], 'scores': [0.99482095, 0.9743983]}"
115,"""Well... Voldemort said that he only killed my mother because she tried to stop him from killing me. But why would he want to kill me in the first place?"" ","{'labels': ['ambiguous', 'negative'], 'scores': [0.9905233, 0.6550967]}"
116,Dumbledore sighed very deeply this time. ,"{'labels': ['neutral'], 'scores': [0.9903376]}"
117,"""Alas, the first thing you ask me, I cannot tell you. Not today. Not now. You will know, one day... put it from your mind for now, Harry. When you are older... I know you hate to hear this... when you are ready, you will know."" ","{'labels': ['negative', 'neutral'], 'scores': [0.6707013, 0.99861455]}"
118,And Harry knew it would be no good to argue. ,"{'labels': ['negative'], 'scores': [0.99719244]}"
119,"""But why couldn't Quirrell touch me?"" ","{'labels': ['ambiguous'], 'scores': [0.98958874]}"
120,"""Your mother died to save you. If there is one thing Voldemort cannot understand, it is love. He didn't realize that love as powerful as your mother's for you leaves its own mark. Not a scar, no visible sign... to have been loved so deeply, even though the person who loved us is gone, will give us some protection forever. It is in your very skin. Quirrell, full of hatred, greed, and ambition, sharing his soul with Voldemort, could not touch you for this reason. It was agony to touch a person marked by something so good."" ","{'labels': ['negative'], 'scores': [0.99689615]}"
121,"Dumbledore now became very interested in a bird out on the windowsill, which gave Harry time to dry his eyes on the sheet. When he had found his voice again, Harry said, ""And the invisibility cloak -- do you know who sent it to me?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.99348396, 0.4321245]}"
122,"""Ah -- your father happened to leave it in my possession, and I thought you might like it."" Dumbledore's eyes twinkled. ""Useful things... your father used it mainly for sneaking off to the kitchens to steal food when he was here."" ","{'labels': ['positive'], 'scores': [0.969185]}"
123,"""And there's something else..."" ","{'labels': ['neutral'], 'scores': [0.99897385]}"
124,"""Fire away."" ","{'labels': ['negative'], 'scores': [0.99779475]}"
125,"""Quirrell said Snape --"" ","{'labels': ['neutral'], 'scores': [0.999383]}"
126,"""Professor Snape, Harry."" ","{'labels': ['neutral'], 'scores': [0.99934703]}"
127,"""Yes, him -- Quirrell said he hates me because he hated my father. Is that true?"" ","{'labels': ['neutral'], 'scores': [0.9952247]}"
128,"""Well, they did rather detest each other. Not unlike yourself and Mr. Malfoy. And then, your father did something Snape could never forgive."" ","{'labels': ['neutral'], 'scores': [0.9996884]}"
129,"""What?"" ","{'labels': ['neutral'], 'scores': [0.9711392]}"
130,"""He saved his life."" ","{'labels': ['neutral'], 'scores': [0.99881786]}"
131,"""What?"" ","{'labels': ['neutral'], 'scores': [0.9711392]}"
132,"""Yes..."" said Dumbledore dreamily. ""Funny, the way people's minds work, isn't it? Professor Snape couldn't bear being in your father's debt... I do believe he worked so hard to protect you this year because he felt that would make him and your father even. Then he could go back to hating your father's memory in peace..."" ","{'labels': ['positive'], 'scores': [0.99940884]}"
133,"Harry tried to understand this but it made his head pound, so he stopped. ","{'labels': ['neutral'], 'scores': [0.98199505]}"
134,"""And sir, there's one more thing..."" ","{'labels': ['neutral'], 'scores': [0.9995623]}"
135,"""Just the one?"" ","{'labels': ['neutral'], 'scores': [0.99807787]}"
136,"""How did I get the Stone out of the mirror?"" ","{'labels': ['ambiguous'], 'scores': [0.9975737]}"
137,"""Ah, now, I'm glad you asked me that. It was one of my more brilliant ideas, and between you and me, that's saying something. You see, only one who wanted to find the Stone -- find it, but not use it -- would be able to get it, otherwise they'd just see themselves making gold or drinking Elixir of Life. My brain surprises even me sometimes... Now, enough questions. I suggest you make a start on these sweets. Ah! Bettie Bott's Every Flavor Beans! I was unfortunate enough in my youth to come across a vomit flavored one, and since then I'm afraid I've rather lost my liking for them -- but I think I'll be safe with a nice toffee, don't you?"" ","{'labels': ['positive'], 'scores': [0.97453135]}"
138,"He smiled and popped the golden-brown bean into his mouth. Then he choked and said, ""Alas! Ear wax!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.9564101, 0.917731]}"
139,"Madam Pomfrey, the nurse, was a nice woman, but very strict. ","{'labels': ['positive'], 'scores': [0.9989079]}"
140,"""Just five minutes,"" Harry pleaded. ","{'labels': ['negative', 'neutral'], 'scores': [0.6210044, 0.98033834]}"
141,"""Absolutely not."" ","{'labels': ['negative'], 'scores': [0.9971635]}"
142,"""You let Professor Dumbledore in..."" ","{'labels': ['neutral'], 'scores': [0.9988427]}"
143,"""Well, of course, that was the headmaster, quite different. You need rest."" ","{'labels': ['positive'], 'scores': [0.9982948]}"
144,"""I am resting, look, lying down and everything. Oh, go on, Madam Pomfrey..."" ","{'labels': ['neutral'], 'scores': [0.99949014]}"
145,"""Oh, very well,"" she said. ""But five minutes only."" ","{'labels': ['neutral'], 'scores': [0.9995091]}"
146,And she let Ron and Hermione in. ,"{'labels': ['neutral'], 'scores': [0.99922204]}"
147,"""Harry!"" ","{'labels': ['neutral'], 'scores': [0.9864818]}"
148,"Hermione looked ready to fling her arms around him again, but Harry was glad she held herself in as his head was still very sore. ","{'labels': ['neutral'], 'scores': [0.99940586]}"
149,"""Oh, Harry, we were sure you were going to -- Dumbledore was so worried --"" ","{'labels': ['negative', 'neutral'], 'scores': [0.7406455, 0.97031814]}"
150,"""The whole school's talking about it,"" said Ron. ""What really happened?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8750301, 0.6935574]}"
151,"It was one of those rare occasions when the true story is even more strange and exciting than the wild rumors. Harry told them everything: Quirrell; the mirror; the Stone; and Voldemort. Ron and Hermione were a very good audience; they gasped in all the right places, and when Harry told them what was under Quirrell's turban, Hermione screamed out loud. ","{'labels': ['neutral'], 'scores': [0.99961334]}"
152,"""So the Stone's gone?"" said Ron finally. ""Flamel's just going to die?"" ","{'labels': ['ambiguous'], 'scores': [0.9927053]}"
153,"""That's what I said, but Dumbledore thinks that -- what was it? -- 'to the well-organized mind, death is but the next great adventure.'"" ","{'labels': ['positive'], 'scores': [0.997971]}"
154,"""I always said he was off his rocker,"" said Ron, looking quite impressed at how crazy his hero was. ","{'labels': ['positive'], 'scores': [0.9989636]}"
155,"""So what happened to you two?"" said Harry. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.32641408, 0.93191004]}"
156,"""Well, I got back all right,"" said Hermione. ""I brought Ron round -- that took a while -- and we were dashing up to the owlery to contact Dumbledore when we met him in the entrance hall -- he already knew -- he just said, 'Harry's gone after him, hasn't he?' and hurtled off to the third floor."" ","{'labels': ['neutral'], 'scores': [0.99949324]}"
157,"""D'you think he meant you to do it?"" said Ron. ""Sending you your father's cloak and everything?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.95198184, 0.77813196]}"
158,"""Well, "" Hermione exploded, ""if he did -- I mean to say that's terrible -- you could have been killed."" ","{'labels': ['negative'], 'scores': [0.9902805]}"
159,"""No, it isn't,"" said Harry thoughtfully. ""He's a funny man, Dumbledore. I think he sort of wanted to give me a chance. I think he knows more or less everything that goes on here, you know. I reckon he had a pretty good idea we were going to try, and instead of stopping us, he just taught us enough to help. I don't think it was an accident he let me find out how the mirror worked. It's almost like he thought I had the right to face Voldemort if I could..."" ","{'labels': ['positive'], 'scores': [0.9957949]}"
160,"""Yeah, Dumbledore's off his rocker, all right,"" said Ron proudly. ""Listen, you've got to be up for the end-of-year feast tomorrow. The points are all in and Slytherin won, of course -- you missed the last Quidditch match, we were steamrollered by Ravenclaw without you -- but the food'll be good."" ","{'labels': ['positive'], 'scores': [0.99920064]}"
161,"At that moment, Madam Pomfrey bustled over. ","{'labels': ['neutral'], 'scores': [0.99845386]}"
162,"""You've had nearly fifteen minutes, now OUT"" she said firmly. ","{'labels': ['negative'], 'scores': [0.9510613]}"
163,"After a good night's sleep, Harry felt nearly back to normal. ","{'labels': ['positive'], 'scores': [0.99239373]}"
164,"""I want to go to the feast,"" he told Madam Pomfrey as she straightened his many candy boxes. ""I can, can't I?"" ","{'labels': ['neutral'], 'scores': [0.9978258]}"
165,"""Professor Dumbledore says you are to be allowed to go,"" she said stiffly, as though in her opinion Professor Dumbledore didn't realize how risky feasts could be. ""And you have another visitor."" ","{'labels': ['neutral'], 'scores': [0.99909127]}"
166,"""Oh, good,"" said Harry. ""Who is it?"" ","{'labels': ['positive'], 'scores': [0.94123]}"
167,"Hagrid sidled through the door as he spoke. As usual when he was indoors, Hagrid looked too big to be allowed. He sat down next to Harry, took one look at him, and burst into tears. ","{'labels': ['neutral'], 'scores': [0.99904317]}"
168,"""It's -- all -- my -- ruddy -- fault!"" he sobbed, his face in his hands. ""I told the evil git how ter get past Fluffy! I told him! It was the only thing he didn't know, an' I told him! Yeh could've died! All fer a dragon egg! I'll never drink again! I should be chucked out an' made ter live as a Muggle!"" ","{'labels': ['neutral'], 'scores': [0.9977055]}"
