idx,Paragraph Text,Binary Emotion Class/Score
35,A smarter hat than me. ,"{'labels': ['positive'], 'scores': [0.9996393]}"
36,"You can keep your bowlers black, ","{'labels': ['negative', 'neutral'], 'scores': [0.42146268, 0.9990376]}"
37,"Your top hats sleek and tall, ","{'labels': ['neutral'], 'scores': [0.9995148]}"
38,For I'm the Hogwarts Sorting Hat ,"{'labels': ['neutral'], 'scores': [0.9993506]}"
39,And I can cap them all. ,"{'labels': ['neutral'], 'scores': [0.9986749]}"
40,There's nothing hidden in your head ,"{'labels': ['neutral'], 'scores': [0.9994006]}"
41,"The Sorting Hat can't see, ","{'labels': ['neutral'], 'scores': [0.99939764]}"
42,So try me on and I will tell you ,"{'labels': ['neutral'], 'scores': [0.9993936]}"
43,Where you ought to be. ,"{'labels': ['neutral'], 'scores': [0.9992217]}"
44,"You might belong in Gryffindor, ","{'labels': ['neutral'], 'scores': [0.9960051]}"
45,"Where dwell the brave at heart, ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.98726046, 0.33252028]}"
46,"Their daring, nerve, and chivalry ","{'labels': ['neutral', 'positive'], 'scores': [0.9182478, 0.92053396]}"
47,Set Gryffindors apart; ,"{'labels': ['neutral'], 'scores': [0.9989465]}"
48,"You might belong in Hufflepuff, ","{'labels': ['neutral'], 'scores': [0.99558157]}"
49,"Where they are just and loyal, ","{'labels': ['neutral'], 'scores': [0.99959]}"
50,Those patient Hufflepuffs are true ,"{'labels': ['positive'], 'scores': [0.9987332]}"
51,And unafraid of toil; ,"{'labels': ['neutral'], 'scores': [0.99925107]}"
52,"Or yet in wise old Ravenclaw, ","{'labels': ['neutral'], 'scores': [0.99911326]}"
53,"if you've a ready mind, ","{'labels': ['neutral'], 'scores': [0.9989813]}"
54,"Where those of wit and learning, ","{'labels': ['neutral'], 'scores': [0.99941397]}"
55,Will always find their kind; ,"{'labels': ['positive'], 'scores': [0.9993229]}"
56,Or perhaps in Slytherin ,"{'labels': ['neutral'], 'scores': [0.9991059]}"
57,"You'll make your real friends, ","{'labels': ['neutral'], 'scores': [0.999602]}"
58,Those cunning folk use any means ,"{'labels': ['neutral'], 'scores': [0.9989089]}"
59,To achieve their ends. ,"{'labels': ['neutral'], 'scores': [0.9991967]}"
60,So put me on! Don't be afraid! ,"{'labels': ['neutral'], 'scores': [0.99959177]}"
61,And don't get in a flap! ,"{'labels': ['neutral'], 'scores': [0.99858665]}"
62,You're in safe hands (though I have none) ,"{'labels': ['positive'], 'scores': [0.9992854]}"
63,"For I'm a Thinking Cap!"" ","{'labels': ['neutral'], 'scores': [0.99959093]}"
64,The whole hall burst into applause as the hat finished its song. It bowed to each of the four tables and then became quite still again. ,"{'labels': ['positive'], 'scores': [0.9976573]}"
65,"""So we've just got to try on the hat!"" Ron whispered to Harry. ""I'll kill Fred, he was going on about wrestling a troll."" ","{'labels': ['negative', 'neutral'], 'scores': [0.41214922, 0.9985903]}"
66,"Harry smiled weakly. Yes, trying on the hat was a lot better than having to do a spell, but he did wish they could have tried it on without everyone watching. The hat seemed to be asking rather a lot; Harry didn't feel brave or quick-witted or any of it at the moment. If only the hat had mentioned a house for people who felt a bit queasy, that would have been the one for him. ","{'labels': ['neutral'], 'scores': [0.99935204]}"
67,Professor McGonagall now stepped forward holding a long roll of parchment. ,"{'labels': ['neutral'], 'scores': [0.99925226]}"
68,"""When I call your name, you will put on the hat and sit on the stool to be sorted,"" she said. ""Abbott, Hannah!"" ","{'labels': ['neutral'], 'scores': [0.99958843]}"
69,"A pink-faced girl with blonde pigtails stumbled out of line, put on the hat, which fell right down over her eyes, and sat down. A moments pause -- ","{'labels': ['neutral'], 'scores': [0.9990933]}"
70,"""HUFFLEPUFF!"" shouted the hat. ","{'labels': ['neutral'], 'scores': [0.8332041]}"
71,The table on the right cheered and clapped as Hannah went to sit down at the Hufflepuff table. Harry saw the ghost of the Fat Friar waving merrily at her. ,"{'labels': ['positive'], 'scores': [0.99845743]}"
72,"""Bones, Susan!"" ","{'labels': ['neutral'], 'scores': [0.999286]}"
73,"""HUFFLEPUFF!"" shouted the hat again, and Susan scuttled off to sit next to Hannah. ","{'labels': ['neutral'], 'scores': [0.9289557]}"
74,"""Boot, Terry!"" ","{'labels': ['neutral'], 'scores': [0.9991887]}"
75,"""RAVENCLAW!"" ","{'labels': ['neutral'], 'scores': [0.99789256]}"
76,The table second from the left clapped this time; several Ravenclaws stood up to shake hands with Terry as he joined them. ,"{'labels': ['neutral'], 'scores': [0.9995074]}"
77,"""Brocklehurst, Mandy"" went to Ravenclaw too, but ""Brown, Lavender"" became the first new Gryffindor, and the table on the far left exploded with cheers; Harry could see Ron's twin brothers catcalling. ","{'labels': ['neutral'], 'scores': [0.99861026]}"
78,"""Bulstrode, Millicent"" then became a Slytherin. Perhaps it was Harry's imagination, after all he'd heard about Slytherin, but he thought they looked like an unpleasant lot. ","{'labels': ['neutral'], 'scores': [0.9993412]}"
79,"He was starting to feel definitely sick now. He remembered being picked for teams during gym at his old school. He had always been last to be chosen, not because he was no good, but because no one wanted Dudley to think they liked him. ","{'labels': ['negative', 'neutral'], 'scores': [0.9477005, 0.8983411]}"
80,"""Finch-Fletchley, Justin!"" ","{'labels': ['neutral'], 'scores': [0.99949014]}"
81,"""HUFFLEPUFF!"" ","{'labels': ['ambiguous', 'negative'], 'scores': [0.785897, 0.8536223]}"
82,"Sometimes, Harry noticed, the hat shouted out the house at once, but at others it took a little while to decide. ""Finnigan, Seamus,"" the sandy-haired boy next to Harry in the line, sat on the stool for almost a whole minute before the hat declared him a Gryffindor. ","{'labels': ['neutral'], 'scores': [0.9994374]}"
83,"""Granger, Hermione!"" ","{'labels': ['neutral'], 'scores': [0.9995017]}"
84,Hermione almost ran to the stool and jammed the hat eagerly on her head. ,"{'labels': ['neutral'], 'scores': [0.99802834]}"
85,"""GRYFFINDOR!"" shouted the hat. Ron groaned. ","{'labels': ['negative'], 'scores': [0.9802624]}"
86,"A horrible thought struck Harry, as horrible thoughts always do when you're very nervous. What if he wasn't chosen at all? What if he just sat there with the hat over his eyes for ages, until Professor McGonagall jerked it off his head and said there had obviously been a mistake and he'd better get back on the train? ","{'labels': ['negative'], 'scores': [0.9907488]}"
87,"When Neville Longbottom, the boy who kept losing his toad, was called, he fell over on his way to the stool. The hat took a long time to decide with Neville. When it finally shouted, ""GRYFFINDOR,"" Neville ran off still wearing it, and had to jog back amid gales of laughter to give it to ""MacDougal, Morag."" ","{'labels': ['neutral', 'positive'], 'scores': [0.6452509, 0.5378633]}"
88,"Malfoy swaggered forward when his name was called and got his wish at once: the hat had barely touched his head when it screamed, ""SLYTHERIN!"" ","{'labels': ['neutral'], 'scores': [0.99888355]}"
89,"Malfoy went to join his friends Crabbe and Goyle, looking pleased with himself. ","{'labels': ['neutral', 'positive'], 'scores': [0.9909616, 0.30872977]}"
90,"There weren't many people left now. ""Moon""... , ""Nott""... , ""Parkinson""... , then a pair of twin girls, ""Patil"" and ""Patil""... , then ""Perks, Sally-Anne""... , and then, at last -- ","{'labels': ['neutral'], 'scores': [0.99939036]}"
91,"""Potter, Harry!"" ","{'labels': ['neutral'], 'scores': [0.925083]}"
92,"As Harry stepped forward, whispers suddenly broke out like little hissing fires all over the hall. ","{'labels': ['neutral'], 'scores': [0.9978884]}"
93,"""Potter, did she say?"" ","{'labels': ['neutral'], 'scores': [0.99713147]}"
94,"""The Harry Potter?"" ","{'labels': ['ambiguous'], 'scores': [0.99830973]}"
95,The last thing Harry saw before the hat dropped over his eyes was the hall full of people craning to get a good look at him. Next second he was looking at the black inside of the hat. He waited. ,"{'labels': ['neutral'], 'scores': [0.9992034]}"
96,"""Hmm,"" said a small voice in his ear. ""Difficult. Very difficult. Plenty of courage, I see. Not a bad mind either. There's talent, A my goodness, yes -- and a nice thirst to prove yourself, now that's interesting... So where shall I put you?"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.9576866, 0.9979317]}"
97,"Harry gripped the edges of the stool and thought, Not Slytherin, not Slytherin. ","{'labels': ['neutral'], 'scores': [0.9992225]}"
98,"""Not Slytherin, eh?"" said the small voice. ""Are you sure? You could be great, you know, it's all here in your head, and Slytherin will help you on the way to greatness, no doubt about that -- no? Well, if you're sure -- better be GRYFFINDOR!"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.9812639, 0.98178744]}"
99,"Harry heard the hat shout the last word to the whole hall. He took off the hat and walked shakily toward the Gryffindor table. He was so relieved to have been chosen and not put in Slytherin, he hardly noticed that he was getting the loudest cheer yet. Percy the Prefect got up and shook his hand vigorously, while the Weasley twins yelled, ""We got Potter! We got Potter!"" Harry sat down opposite the ghost in the ruff he'd seen earlier. The ghost patted his arm, giving Harry the sudden, horrible feeling he'd just plunged it into a bucket of ice-cold water. ","{'labels': ['negative', 'neutral'], 'scores': [0.8518009, 0.33045936]}"
100,"He could see the High Table properly now. At the end nearest him sat Hagrid, who caught his eye and gave him the thumbs up. Harry grinned back. And there, in the center of the High Table, in a large gold chair, sat Albus Dumbledore. Harry recognized him at once from the card he'd gotten out of the Chocolate Frog on the train. Dumbledore's silver hair was the only thing in the whole hall that shone as brightly as the ghosts. Harry spotted Professor Quirrell, too, the nervous young man from the Leaky Cauldron. He was looking very peculiar in a large purple turban. And now there were only three people left to be sorted. ""Thomas, Dean,"" a Black boy even taller than Ron, joined Harry at the Gryffindor table. ""Turpin, Lisa,"" became a Ravenclaw and then it was Ron's turn. He was pale green by now. Harry crossed his fingers under the table and a second later the hat had shouted, ""GRYFFINDOR!"" ","{'labels': ['neutral'], 'scores': [0.9993387]}"
101,Harry clapped loudly with the rest as Ron collapsed into the chair next to him. ,"{'labels': ['neutral'], 'scores': [0.9783207]}"
102,"""Well done, Ron, excellent,"" said Percy Weasley pompously across Harry as ""Zabini, Blaise,"" was made a Slytherin. Professor McGonagall rolled up her scroll and took the Sorting Hat away. ","{'labels': ['positive'], 'scores': [0.9989029]}"
103,Harry looked down at his empty gold plate. He had only just realized how hungry he was. The pumpkin pasties seemed ages ago. ,"{'labels': ['ambiguous'], 'scores': [0.9994019]}"
104,"Albus Dumbledore had gotten to his feet. He was beaming at the students, his arms opened wide, as if nothing could have pleased him more than to see them all there. ","{'labels': ['positive'], 'scores': [0.9976774]}"
105,"""Welcome,"" he said. ""Welcome to a new year at Hogwarts! Before we begin our banquet, I would like to say a few words. And here they are: Nitwit! Blubber! Oddment! Tweak! ","{'labels': ['positive'], 'scores': [0.9983022]}"
106,"""Thank you!"" ","{'labels': ['positive'], 'scores': [0.9991091]}"
107,He sat back down. Everybody clapped and cheered. Harry didn't know whether to laugh or not. ,"{'labels': ['positive'], 'scores': [0.9992986]}"
108,"""Is he -- a bit mad?"" he asked Percy uncertainly. ","{'labels': ['ambiguous'], 'scores': [0.998648]}"
109,"""Mad?"" said Percy airily. ""He's a genius! Best wizard in the world! But he is a bit mad, yes. Potatoes, Harry?"" ","{'labels': ['positive'], 'scores': [0.9995472]}"
110,"Harry's mouth fell open. The dishes in front of him were now piled with food. He had never seen so many things he liked to eat on one table: roast beef, roast chicken, pork chops and lamb chops, sausages, bacon and steak, boiled potatoes, roast potatoes, fries, Yorkshire pudding, peas, carrots, gravy, ketchup, and, for some strange reason, peppermint humbugs. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.41041946, 0.99213165]}"
111,"The Dursleys had never exactly starved Harry, but he'd never been allowed to eat as much as he liked. Dudley had always taken anything that Harry really wanted, even if It made him sick. Harry piled his plate with a bit of everything except the peppermints and began to eat. It was all delicious. ","{'labels': ['neutral', 'positive'], 'scores': [0.6396121, 0.6682342]}"
112,"""That does look good,"" said the ghost in the ruff sadly, watching Harry cut up his steak. ","{'labels': ['negative', 'positive'], 'scores': [0.5032391, 0.99867356]}"
113,"""Can't you --?"" ","{'labels': ['neutral'], 'scores': [0.9902816]}"
114,"""I haven't eaten for nearly five hundred years,"" said the ghost. ""I don't need to, of course, but one does miss it. I don't think I've introduced myself? Sir Nicholas de Mimsy-Porpington at your service. Resident ghost of Gryffindor Tower."" ","{'labels': ['neutral'], 'scores': [0.99964476]}"
115,"""I know who you are!"" said Ron suddenly. ""My brothers told me about you -- you're Nearly Headless Nick!"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.73428816, 0.97443986]}"
116,"""I would prefer you to call me Sir Nicholas de Mimsy --"" the ghost began stiffly, but sandy-haired Seamus Finnigan interrupted. ","{'labels': ['neutral'], 'scores': [0.99880004]}"
117,"""Nearly Headless? How can you be nearly headless?"" ","{'labels': ['ambiguous'], 'scores': [0.99219704]}"
118,"Sir Nicholas looked extremely miffed, as if their little chat wasn't going at all the way he wanted. ","{'labels': ['negative', 'neutral'], 'scores': [0.9787829, 0.93484175]}"
119,"""Like this,"" he said irritably. He seized his left ear and pulled. His whole head swung off his neck and fell onto his shoulder as if it was on a hinge. Someone had obviously tried to behead him, but not done it properly. Looking pleased at the stunned looks on their faces, Nearly Headless Nick flipped his head back onto his neck, coughed, and said, ""So -- new Gryffindors! I hope you're going to help us win the house championship this year? Gryffindors have never gone so long without winning. Slytherins have got the cup six years in a row! The Bloody Baron's becoming almost unbearable -- he's the Slytherin ghost."" ","{'labels': ['positive'], 'scores': [0.9989415]}"
120,"Harry looked over at the Slytherin table and saw a horrible ghost sitting there, with blank staring eyes, a gaunt face, and robes stained with silver blood. He was right next to Malfoy who, Harry was pleased to see, didn't look too pleased with the seating arrangements. ","{'labels': ['negative', 'neutral'], 'scores': [0.6805521, 0.997282]}"
121,"""How did he get covered in blood?"" asked Seamus with great interest. ","{'labels': ['ambiguous'], 'scores': [0.99801105]}"
122,"""I've never asked,"" said Nearly Headless Nick delicately. ","{'labels': ['neutral'], 'scores': [0.99947625]}"
123,"When everyone had eaten as much as they could, the remains of the food faded from the plates, leaving them sparkling clean as before. A moment later the desserts appeared. Blocks of ice cream in every flavor you could think of, apple pies, treacle tarts, chocolate eclairs and jam doughnuts, trifle, strawberries, Jell-O, rice pudding... ","{'labels': ['neutral'], 'scores': [0.99393374]}"
124,"As Harry helped himself to a treacle tart, the talk turned to their families. ","{'labels': ['neutral'], 'scores': [0.99738294]}"
125,"""I'm half-and-half,"" said Seamus. ""Me dad's a Muggle. Mom didn't tell him she was a witch 'til after they were married. Bit of a nasty shock for him."" ","{'labels': ['negative'], 'scores': [0.99377936]}"
126,The others laughed. ,"{'labels': ['positive'], 'scores': [0.9993173]}"
127,"""What about you, Neville?"" said Ron. ","{'labels': ['neutral'], 'scores': [0.9837293]}"
128,"""Well, my gran brought me up and she's a witch,"" said Neville, ""but the family thought I was all-Muggle for ages. My Great Uncle Algie kept trying to catch me off my guard and force some magic out of me -- he pushed me off the end of Blackpool pier once, I nearly drowned -- but nothing happened until I was eight. Great Uncle Algie came round for dinner, and he was hanging me out of an upstairs window by the ankles when my Great Auntie Enid offered him a meringue and he accidentally let go. But I bounced -- all the way down the garden and into the road. They were all really pleased, Gran was crying, she was so happy. And you should have seen their faces when I got in here -- they thought I might not be magic enough to come, you see. Great Uncle Algie was so pleased he bought me my toad."" ","{'labels': ['neutral'], 'scores': [0.9964036]}"
129,"On Harry's other side, Percy Weasley and Hermione were talking about lessons (""I do hope they start right away, there's so much to learn, I'm particularly interested in Transfiguration, you know, turning something into something else, of course, it's supposed to be very difficult --""; ""You'll be starting small, just matches into needles and that sort of thing -- ""). ","{'labels': ['neutral', 'positive'], 'scores': [0.74564123, 0.97162354]}"
130,"Harry, who was starting to feel warm and sleepy, looked up at the High Table again. Hagrid was drinking deeply from his goblet. Professor McGonagall was talking to Professor Dumbledore. Professor Quirrell, in his absurd turban, was talking to a teacher with greasy black hair, a hooked nose, and sallow skin. ","{'labels': ['neutral'], 'scores': [0.9990798]}"
131,"It happened very suddenly. The hook-nosed teacher looked past Quirrell's turban straight into Harry's eyes -- and a sharp, hot pain shot across the scar on Harry's forehead. ","{'labels': ['negative', 'neutral'], 'scores': [0.5636687, 0.98158926]}"
132,"""Ouch!"" Harry clapped a hand to his head. ","{'labels': ['neutral'], 'scores': [0.9991146]}"
133,"""What is it?"" asked Percy. ","{'labels': ['neutral'], 'scores': [0.9705629]}"
134,"""N-nothing."" ","{'labels': ['neutral'], 'scores': [0.9973149]}"
135,The pain had gone as quickly as it had come. Harder to shake off was the feeling Harry had gotten from the teacher's look -- a feeling that he didn't like Harry at all. ,"{'labels': ['negative'], 'scores': [0.99699545]}"
136,"""Who's that teacher talking to Professor Quirrell?"" he asked Percy. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.65677565, 0.976213]}"
137,"""Oh, you know Quirrell already, do you? No wonder he's looking so nervous, that's Professor Snape. He teaches Potions, but he doesn't want to -- everyone knows he's after Quirrell's job. Knows an awful lot about the Dark Arts, Snape."" ","{'labels': ['neutral'], 'scores': [0.99913067]}"
138,"Harry watched Snape for a while, but Snape didn't look at him again. ","{'labels': ['neutral'], 'scores': [0.99947125]}"
139,"At last, the desserts too disappeared, and Professor Dumbledore got to his feet again. The hall fell silent. ","{'labels': ['neutral'], 'scores': [0.8529219]}"
140,"""Ahem -- just a few more words now that we are all fed and watered. I have a few start-of-term notices to give you. ","{'labels': ['neutral'], 'scores': [0.9969217]}"
141,"""First years should note that the forest on the grounds is forbidden to all pupils. And a few of our older students would do well to remember that as well."" ","{'labels': ['neutral'], 'scores': [0.99978286]}"
142,Dumbledore's twinkling eyes flashed in the direction of the Weasley twins. ,"{'labels': ['neutral'], 'scores': [0.99921]}"
143,"""I have also been asked by Mr. Filch, the caretaker, to remind you all that no magic should be used between classes in the corridors. ","{'labels': ['neutral'], 'scores': [0.9964018]}"
144,"""Quidditch trials will be held in the second week of the term. Anyone interested in playing for their house teams should contact Madam Hooch. ","{'labels': ['neutral'], 'scores': [0.9995969]}"
145,"""And finally, I must tell you that this year, the third-floor corridor on the right-hand side is out of bounds to everyone who does not wish to die a very painful death."" ","{'labels': ['neutral'], 'scores': [0.9966558]}"
146,"Harry laughed, but he was one of the few who did. ","{'labels': ['positive'], 'scores': [0.99911743]}"
147,"""He's not serious?"" he muttered to Percy. ","{'labels': ['neutral'], 'scores': [0.9919105]}"
148,"""Must be,"" said Percy, frowning at Dumbledore. ""It's odd, because he usually gives us a reason why we're not allowed to go somewhere -- the forest's full of dangerous beasts, everyone knows that. I do think he might have told us prefects, at least."" ","{'labels': ['negative'], 'scores': [0.9981834]}"
149,"""And now, before we go to bed, let us sing the school song!"" cried Dumbledore. Harry noticed that the other teachers' smiles had become rather fixed. ","{'labels': ['neutral', 'positive'], 'scores': [0.86614853, 0.8456779]}"
150,"Dumbledore gave his wand a little flick, as if he was trying to get a fly off the end, and a long golden ribbon flew out of it, which rose high above the tables and twisted itself, snakelike, into words. ","{'labels': ['neutral'], 'scores': [0.9983675]}"
151,"""Everyone pick their favorite tune,"" said Dumbledore, ""and off we go!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.9772799, 0.7888221]}"
152,And the school bellowed: ,"{'labels': ['neutral'], 'scores': [0.9989041]}"
153,"""Hogwarts, Hogwarts, Hoggy Warty Hogwarts, ","{'labels': ['neutral'], 'scores': [0.99885285]}"
154,"Teach us something please, ","{'labels': ['neutral'], 'scores': [0.99657345]}"
155,Whether we be old and bald ,"{'labels': ['neutral'], 'scores': [0.99876475]}"
156,"Or young with scabby knees, ","{'labels': ['neutral'], 'scores': [0.99931514]}"
157,Our heads could do with filling ,"{'labels': ['neutral'], 'scores': [0.9994742]}"
158,"With some interesting stuff, ","{'labels': ['positive'], 'scores': [0.99952674]}"
159,"For now they're bare and full of air, ","{'labels': ['neutral'], 'scores': [0.9989718]}"
160,"Dead flies and bits of fluff, ","{'labels': ['neutral'], 'scores': [0.9977168]}"
161,"So teach us things worth knowing, ","{'labels': ['neutral'], 'scores': [0.99881434]}"
162,"Bring back what we've forgot, ","{'labels': ['neutral'], 'scores': [0.99684024]}"
163,"just do your best, we'll do the rest, ","{'labels': ['positive'], 'scores': [0.9993622]}"
164,"And learn until our brains all rot."" ","{'labels': ['neutral'], 'scores': [0.9991641]}"
165,"Everybody finished the song at different times. At last, only the Weasley twins were left singing along to a very slow funeral march. Dumbledore conducted their last few lines with his wand and when they had finished, he was one of those who clapped loudest. ","{'labels': ['neutral', 'positive'], 'scores': [0.98250926, 0.6742856]}"
166,"""Ah, music,"" he said, wiping his eyes. ""A magic beyond all we do here! And now, bedtime. Off you trot!"" ","{'labels': ['neutral'], 'scores': [0.9973647]}"
167,"The Gryffindor first years followed Percy through the chattering crowds, out of the Great Hall, and up the marble staircase. Harry's legs were like lead again, but only because he was so tired and full of food. He was too sleepy even to be surprised that the people in the portraits along the corridors whispered and pointed as they passed, or that twice Percy led them through doorways hidden behind sliding panels and hanging tapestries. They climbed more staircases, yawning and dragging their feet, and Harry was just wondering how much farther they had to go when they came to a sudden halt. ","{'labels': ['ambiguous'], 'scores': [0.998408]}"
168,"A bundle of walking sticks was floating in midair ahead of them, and as Percy took a step toward them they started throwing themselves at him. ","{'labels': ['neutral'], 'scores': [0.9995377]}"
