idx,Paragraph Text,Binary Emotion Class/Score
39,"What looked like the oldest boy marched toward platforms nine and ten. Harry watched, careful not to blink in case he missed it -- but just as the boy reached the dividing barrier between the two platforms, a large crowd of tourists came swarming in front of him and by the time the last backpack had cleared away, the boy had vanished. ","{'labels': ['neutral'], 'scores': [0.99451077]}"
40,"""Fred, you next,"" the plump woman said. ","{'labels': ['neutral'], 'scores': [0.99937844]}"
41,"""I'm not Fred, I'm George,"" said the boy. ""Honestly, woman, you call yourself our mother? Can't you tell I'm George?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.45430887, 0.9814543]}"
42,"""Sorry, George, dear."" ","{'labels': ['negative'], 'scores': [0.99827874]}"
43,"""Only joking, I am Fred,"" said the boy, and off he went. His twin called after him to hurry up, and he must have done so, because a second later, he had gone -- but how had he done it? Now the third brother was walking briskly toward the barrier he was almost there -- and then, quite suddenly, he wasn't anywhere. ","{'labels': ['ambiguous'], 'scores': [0.9968677]}"
44,There was nothing else for it. ,"{'labels': ['neutral'], 'scores': [0.9993279]}"
45,"""Excuse me,"" Harry said to the plump woman. ","{'labels': ['neutral'], 'scores': [0.998787]}"
46,"""Hello, dear,"" she said. ""First time at Hogwarts? Ron's new, too."" ","{'labels': ['neutral'], 'scores': [0.9990957]}"
47,"She pointed at the last and youngest of her sons. He was tall, thin, and gangling, with freckles, big hands and feet, and a long nose. ","{'labels': ['neutral'], 'scores': [0.9995628]}"
48,"""Yes,"" said Harry. ""The thing is -- the thing is, I don't know how to --"" ","{'labels': ['neutral'], 'scores': [0.6348835]}"
49,"""How to get onto the platform?"" she said kindly, and Harry nodded. ","{'labels': ['ambiguous', 'positive'], 'scores': [0.973943, 0.99719304]}"
50,"""Not to worry,"" she said. ""All you have to do is walk straight at the barrier between platforms nine and ten. Don't stop and don't be scared you'll crash into it, that's very important. Best do it at a bit of a run if you're nervous. Go on, go now before Ron."" ","{'labels': ['neutral', 'positive'], 'scores': [0.8362169, 0.99362177]}"
51,"""Er -- okay,"" said Harry. ","{'labels': ['neutral', 'positive'], 'scores': [0.998334, 0.42895663]}"
52,He pushed his trolley around and stared at the barrier. It looked very solid. ,"{'labels': ['positive'], 'scores': [0.9901309]}"
53,"He started to walk toward it. People jostled him on their way to platforms nine and ten. Harry walked more quickly. He was going to smash right into that barrier and then he'd be in trouble -- leaning forward on his cart, he broke into a heavy run -- the barrier was coming nearer and nearer -- he wouldn't be able to stop -- the cart was out of control -- he was a foot away -- he closed his eyes ready for the crash -- ","{'labels': ['neutral'], 'scores': [0.9995246]}"
54,"It didn't come... he kept on running... he opened his eyes. A scarlet steam engine was waiting next to a platform packed with people. A sign overhead said Hogwarts' Express, eleven o'clock. Harry looked behind him and saw a wrought-iron archway where the barrier had been, with the words Platform Nine and Three-Quarters on it, He had done it. ","{'labels': ['neutral'], 'scores': [0.9996717]}"
55,"Smoke from the engine drifted over the heads of the chattering crowd, while cats of every color wound here and there between their legs. Owls hooted to one another in a disgruntled sort of way over the babble and the scraping of heavy trunks. ","{'labels': ['negative', 'neutral'], 'scores': [0.54651433, 0.9690317]}"
56,"The first few carriages were already packed with students, some hanging out of the window to talk to their families, some fighting over seats. Harry pushed his cart off down the platform in search of an empty seat. He passed a round-faced boy who was saying, ""Gran, I've lost my toad again."" ","{'labels': ['neutral'], 'scores': [0.9979081]}"
57,"""Oh, Neville,"" he heard the old woman sigh. ","{'labels': ['neutral'], 'scores': [0.98794764]}"
58,A boy with dreadlocks was surrounded by a small crowd. ,"{'labels': ['neutral'], 'scores': [0.99752396]}"
59,"""Give us a look, Lee, go on."" ","{'labels': ['neutral'], 'scores': [0.99951994]}"
60,"The boy lifted the lid of a box in his arms, and the people around him shrieked and yelled as something inside poked out a long, hairy leg. ","{'labels': ['negative', 'neutral'], 'scores': [0.7464521, 0.9914967]}"
61,Harry pressed on through the crowd until he found an empty compartment near the end of the train. He put Hedwig inside first and then started to shove and heave his trunk toward the train door. He tried to lift it up the steps but could hardly raise one end and twice he dropped it painfully on his foot. ,"{'labels': ['neutral'], 'scores': [0.997619]}"
62,"""Want a hand?"" It was one of the red-haired twins he'd followed through the barrier. ","{'labels': ['neutral'], 'scores': [0.908269]}"
63,"""Yes, please,"" Harry panted. ","{'labels': ['negative', 'neutral'], 'scores': [0.89348537, 0.6057164]}"
64,"""Oy, Fred! C'mere and help!"" ","{'labels': ['neutral'], 'scores': [0.99563897]}"
65,"With the twins' help, Harry's trunk was at last tucked away in a corner of the compartment. ","{'labels': ['neutral'], 'scores': [0.99837303]}"
66,"""Thanks,"" said Harry, pushing his sweaty hair out of his eyes. ","{'labels': ['positive'], 'scores': [0.998976]}"
67,"""What's that?"" said one of the twins suddenly, pointing at Harry's lightning scar. ","{'labels': ['ambiguous'], 'scores': [0.9932227]}"
68,"""Blimey,"" said the other twin. ""Are you --?"" ","{'labels': ['positive'], 'scores': [0.9922575]}"
69,"""He is,"" said the first twin. ""Aren't you?"" he added to Harry. ","{'labels': ['neutral'], 'scores': [0.9989857]}"
70,"""What?"" said Harry. ","{'labels': ['neutral'], 'scores': [0.998072]}"
71,"""Harry Potter."" chorused the twins. ","{'labels': ['positive'], 'scores': [0.9992975]}"
72,"""Oh, him,"" said Harry. ""I mean, yes, I am."" ","{'labels': ['neutral'], 'scores': [0.9983699]}"
73,"The two boys gawked at him, and Harry felt himself turning red. Then, to his relief, a voice came floating in through the train's open door. ","{'labels': ['positive'], 'scores': [0.99959487]}"
74,"""Fred? George? Are you there?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9342839, 0.9057228]}"
75,"""Coming, Mom."" ","{'labels': ['neutral'], 'scores': [0.9992079]}"
76,"With a last look at Harry, the twins hopped off the train. ","{'labels': ['neutral'], 'scores': [0.99850345]}"
77,"Harry sat down next to the window where, half hidden, he could watch the red-haired family on the platform and hear what they were saying. Their mother had just taken out her handkerchief. ","{'labels': ['neutral'], 'scores': [0.99931765]}"
78,"""Ron, you've got something on your nose."" ","{'labels': ['neutral'], 'scores': [0.9995788]}"
79,"The youngest boy tried to jerk out of the way, but she grabbed him and began rubbing the end of his nose. ","{'labels': ['neutral'], 'scores': [0.9984855]}"
80,"""Mom-- geroff"" He wriggled free. ","{'labels': ['neutral'], 'scores': [0.9996443]}"
81,"""Aaah, has ickle Ronnie got somefink on his nosie?"" said one of the twins. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.6494519, 0.9616867]}"
82,"""Shut up,"" said Ron. ","{'labels': ['negative'], 'scores': [0.99627256]}"
83,"""Where's Percy?"" said their mother. ","{'labels': ['neutral'], 'scores': [0.99819094]}"
84,"""He's coming now."" ","{'labels': ['neutral'], 'scores': [0.99922156]}"
85,"The oldest boy came striding into sight. He had already changed into his billowing black Hogwarts robes, and Harry noticed a red and gold badge on his chest with the letter P on it. ","{'labels': ['neutral'], 'scores': [0.99006]}"
86,"""Can't stay long, Mother,"" he said. ""I'm up front, the prefects have got two compartments to themselves --"" ","{'labels': ['neutral'], 'scores': [0.9995604]}"
87,"""Oh, are you a prefect, Percy?"" said one of the twins, with an air of great surprise. ""You should have said something, we had no idea."" ","{'labels': ['ambiguous'], 'scores': [0.99920267]}"
88,"""Hang on, I think I remember him saying something about it,"" said the other twin. ""Once --"" ","{'labels': ['neutral'], 'scores': [0.9993674]}"
89,"""Or twice --"" ","{'labels': ['neutral'], 'scores': [0.9991805]}"
90,"""A minute --"" ","{'labels': ['neutral'], 'scores': [0.9989718]}"
91,"""All summer --"" ","{'labels': ['neutral'], 'scores': [0.99875474]}"
92,"""Oh, shut up,"" said Percy the Prefect. ","{'labels': ['negative'], 'scores': [0.9980185]}"
93,"""How come Percy gets new robes, anyway?"" said one of the twins. ","{'labels': ['ambiguous'], 'scores': [0.99565756]}"
94,"""Because he's a prefect,"" said their mother fondly. ""All right, dear, well, have a good term -- send me an owl when you get there."" ","{'labels': ['positive'], 'scores': [0.99819046]}"
95,She kissed Percy on the cheek and he left. Then she turned to the twins. ,"{'labels': ['neutral'], 'scores': [0.9990017]}"
96,"""Now, you two -- this year, you behave yourselves. If I get one more owl telling me you've -- you've blown up a toilet or --"" ","{'labels': ['negative'], 'scores': [0.9980976]}"
97,"""Blown up a toilet? We've never blown up a toilet."" ","{'labels': ['ambiguous'], 'scores': [0.976275]}"
98,"""Great idea though, thanks, Mom."" ","{'labels': ['positive'], 'scores': [0.99918777]}"
99,"""It's not funny. And look after Ron."" ","{'labels': ['negative', 'positive'], 'scores': [0.9801916, 0.8210555]}"
100,"""Don't worry, ickle Ronniekins is safe with us."" ","{'labels': ['positive'], 'scores': [0.99923897]}"
101,"""Shut up,"" said Ron again. He was almost as tall as the twins already and his nose was still pink where his mother had rubbed it. ","{'labels': ['negative'], 'scores': [0.99791557]}"
102,"""Hey, Mom, guess what? Guess who we just met on the train?"" ","{'labels': ['ambiguous'], 'scores': [0.9990305]}"
103,Harry leaned back quickly so they couldn't see him looking. ,"{'labels': ['neutral'], 'scores': [0.99974626]}"
104,"""You know that black-haired boy who was near us in the station? Know who he is?"" ","{'labels': ['ambiguous'], 'scores': [0.99840254]}"
105,"""Who?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.77636176, 0.90735924]}"
106,"""Harry Potter!"" ","{'labels': ['positive'], 'scores': [0.7982429]}"
107,Harry heard the little girl's voice. ,"{'labels': ['neutral'], 'scores': [0.9991716]}"
108,"""Oh, Mom, can I go on the train and see him, Mom, eh please..."" ","{'labels': ['ambiguous'], 'scores': [0.9976273]}"
109,"""You've already seen him, Ginny, and the poor boy isn't something you goggle at in a zoo. Is he really, Fred? How do you know?"" ","{'labels': ['neutral'], 'scores': [0.9912595]}"
110,"""Asked him. Saw his scar. It's really there -- like lightning."" ","{'labels': ['neutral'], 'scores': [0.99968004]}"
111,"""Poor dear -- no wonder he was alone, I wondered. He was ever so polite when he asked how to get onto the platform."" ","{'labels': ['ambiguous'], 'scores': [0.85361713]}"
112,"""Never mind that, do you think he remembers what You-Know-Who looks like?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.37345967, 0.985437]}"
113,Their mother suddenly became very stern. ,"{'labels': ['neutral'], 'scores': [0.99938154]}"
114,"""I forbid you to ask him, Fred. No, don't you dare. As though he needs reminding of that on his first day at school."" ","{'labels': ['negative', 'neutral'], 'scores': [0.99714607, 0.7387851]}"
115,"""All right, keep your hair on."" ","{'labels': ['neutral'], 'scores': [0.999514]}"
116,A whistle sounded. ,"{'labels': ['neutral'], 'scores': [0.99635834]}"
117,"""Hurry up!"" their mother said, and the three boys clambered onto the train. They leaned out of the window for her to kiss them good-bye, and their younger sister began to cry. ","{'labels': ['neutral'], 'scores': [0.9990833]}"
118,"""Don't, Ginny, we'll send you loads of owls."" ","{'labels': ['neutral'], 'scores': [0.9583904]}"
119,"""We'll send you a Hogwarts' toilet seat."" ","{'labels': ['neutral'], 'scores': [0.9977138]}"
120,"""George!"" ","{'labels': ['neutral'], 'scores': [0.98517436]}"
121,"""Only joking, Mom."" ","{'labels': ['positive'], 'scores': [0.9993864]}"
122,"The train began to move. Harry saw the boys' mother waving and their sister, half laughing, half crying, running to keep up with the train until it gathered too much speed, then she fell back and waved. ","{'labels': ['neutral'], 'scores': [0.99933714]}"
123,Harry watched the girl and her mother disappear as the train rounded the corner. Houses flashed past the window. Harry felt a great leap of excitement. He didn't know what he was going to -- but it had to be better than what he was leaving behind. ,"{'labels': ['positive'], 'scores': [0.99935204]}"
124,The door of the compartment slid open and the youngest redheaded boy came in. ,"{'labels': ['neutral'], 'scores': [0.99900824]}"
125,"""Anyone sitting there?"" he asked, pointing at the seat opposite Harry. ""Everywhere else is full."" ","{'labels': ['ambiguous'], 'scores': [0.9936632]}"
126,"Harry shook his head and the boy sat down. He glanced at Harry and then looked quickly out of the window, pretending he hadn't looked. Harry saw he still had a black mark on his nose. ","{'labels': ['neutral'], 'scores': [0.998379]}"
127,"""Hey, Ron."" ","{'labels': ['neutral'], 'scores': [0.98546696]}"
128,The twins were back. ,"{'labels': ['neutral'], 'scores': [0.99825937]}"
129,"""Listen, we're going down the middle of the train -- Lee Jordan's got a giant tarantula down there."" ","{'labels': ['neutral'], 'scores': [0.99937254]}"
130,"""Right,"" mumbled Ron. ","{'labels': ['neutral', 'positive'], 'scores': [0.85211045, 0.90147996]}"
131,"""Harry,"" said the other twin, ""did we introduce ourselves? Fred and George Weasley. And this is Ron, our brother. See you later, then."" ","{'labels': ['neutral'], 'scores': [0.99823546]}"
132,"""Bye,"" said Harry and Ron. The twins slid the compartment door shut behind them. ","{'labels': ['neutral'], 'scores': [0.9993063]}"
133,"""Are you really Harry Potter?"" Ron blurted out. ","{'labels': ['ambiguous'], 'scores': [0.9943382]}"
134,Harry nodded. ,"{'labels': ['neutral', 'positive'], 'scores': [0.97694564, 0.53428835]}"
135,"""Oh -- well, I thought it might be one of Fred and George's jokes,"" said Ron. ""And have you really got -- you know..."" ","{'labels': ['positive'], 'scores': [0.9818735]}"
136,He pointed at Harry's forehead. ,"{'labels': ['neutral'], 'scores': [0.9997234]}"
137,Harry pulled back his bangs to show the lightning scar. Ron stared. ,"{'labels': ['neutral'], 'scores': [0.99947876]}"
138,"""So that's where You-Know-Who --?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.81622714, 0.85084873]}"
139,"""Yes,"" said Harry, ""but I can't remember it."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.35984075, 0.78116983]}"
140,"""Nothing?"" said Ron eagerly. ","{'labels': ['positive'], 'scores': [0.99835473]}"
141,"""Well -- I remember a lot of green light, but nothing else."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.44574893, 0.91213524]}"
142,"""Wow,"" said Ron. He sat and stared at Harry for a few moments, then, as though he had suddenly realized what he was doing, he looked quickly out of the window again. ","{'labels': ['ambiguous'], 'scores': [0.9977857]}"
143,"""Are all your family wizards?"" asked Harry, who found Ron just as interesting as Ron found him. ","{'labels': ['ambiguous'], 'scores': [0.998355]}"
144,"""Er -- Yes, I think so,"" said Ron. ""I think Mom's got a second cousin who's an accountant, but we never talk about him."" ","{'labels': ['neutral', 'positive'], 'scores': [0.5399795, 0.97968996]}"
145,"""So you must know loads of magic already."" ","{'labels': ['neutral', 'positive'], 'scores': [0.67259973, 0.33013204]}"
146,The Weasleys were clearly one of those old wizarding families the pale boy in Diagon Alley had talked about. ,"{'labels': ['neutral'], 'scores': [0.9992588]}"
147,"""I heard you went to live with Muggles,"" said Ron. ""What are they like?"" ","{'labels': ['neutral'], 'scores': [0.99027085]}"
148,"""Horrible -- well, not all of them. My aunt and uncle and cousin are, though. Wish I'd had three wizard brothers."" ","{'labels': ['negative', 'positive'], 'scores': [0.9984302, 0.74804586]}"
149,"""Five,"" said Ron. For some reason, he was looking gloomy. ""I'm the sixth in our family to go to Hogwarts. You could say I've got a lot to live up to. Bill and Charlie have already left -- Bill was head boy and Charlie was captain of Quidditch. Now Percy's a prefect. Fred and George mess around a lot, but they still get really good marks and everyone thinks they're really funny. Everyone expects me to do as well as the others, but if I do, it's no big deal, because they did it first. You never get anything new, either, with five brothers. I've got Bill's old robes, Charlie's old wand, and Percy's old rat."" ","{'labels': ['neutral'], 'scores': [0.99926907]}"
150,"Ron reached inside his jacket and pulled out a fat gray rat, which was asleep. ","{'labels': ['neutral'], 'scores': [0.9992489]}"
151,"""His name's Scabbers and he's useless, he hardly ever wakes up. Percy got an owl from my dad for being made a prefect, but they couldn't aff -- I mean, I got Scabbers instead."" ","{'labels': ['negative', 'neutral'], 'scores': [0.3118109, 0.99904734]}"
152,"Ron's ears went pink. He seemed to think he'd said too much, because he went back to staring out of the window. ","{'labels': ['neutral'], 'scores': [0.99907243]}"
153,"Harry didn't think there was anything wrong with not being able to afford an owl. After all, he'd never had any money in his life until a month ago, and he told Ron so, all about having to wear Dudley's old clothes and never getting proper birthday presents. This seemed to cheer Ron up. ","{'labels': ['neutral', 'positive'], 'scores': [0.6401265, 0.8271337]}"
154,"""... and until Hagrid told me, I didn't know anything about being a wizard or about my parents or Voldemort --"" ","{'labels': ['ambiguous'], 'scores': [0.9788983]}"
155,Ron gasped. ,"{'labels': ['neutral'], 'scores': [0.9978417]}"
156,"""What?"" said Harry. ","{'labels': ['neutral'], 'scores': [0.998072]}"
157,"""You said You-Know-Who's name!"" said Ron, sounding both shocked and impressed. ""I'd have thought you, of all people --"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.929902, 0.5881037]}"
158,"""I'm not trying to be brave or anything, saying the name,"" said Harry, ""I just never knew you shouldn't. See what I mean? I've got loads to learn... I bet,"" he added, voicing for the first time something that had been worrying him a lot lately, ""I bet I'm the worst in the class."" ","{'labels': ['neutral'], 'scores': [0.9989524]}"
159,"""You won't be. There's loads of people who come from Muggle families and they learn quick enough."" ","{'labels': ['negative', 'neutral'], 'scores': [0.45561558, 0.9887683]}"
160,"While they had been talking, the train had carried them out of London. Now they were speeding past fields full of cows and sheep. They were quiet for a time, watching the fields and lanes flick past. ","{'labels': ['neutral'], 'scores': [0.998481]}"
161,"Around half past twelve there was a great clattering outside in the corridor and a smiling, dimpled woman slid back their door and said, ""Anything off the cart, dears?"" ","{'labels': ['ambiguous'], 'scores': [0.9975902]}"
162,"Harry, who hadn't had any breakfast, leapt to his feet, but Ron's ears went pink again and he muttered that he'd brought sandwiches. Harry went out into the corridor. ","{'labels': ['neutral'], 'scores': [0.99944633]}"
163,"He had never had any money for candy with the Dursleys, and now that he had pockets rattling with gold and silver he was ready to buy as many Mars Bars as he could carry -- but the woman didn't have Mars Bars. What she did have were Bettie Bott's Every Flavor Beans, Drooble's Best Blowing Gum, Chocolate Frogs. Pumpkin Pasties, Cauldron Cakes, Licorice Wands, and a number of other strange things Harry had never seen in his life. Not wanting to miss anything, he got some of everything and paid the woman eleven silver Sickles and seven bronze Knuts. ","{'labels': ['neutral'], 'scores': [0.9994174]}"
164,Ron stared as Harry brought it all back in to the compartment and tipped it onto an empty seat. ,"{'labels': ['neutral'], 'scores': [0.9993637]}"
165,"""Hungry, are you?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.35156763, 0.98681366]}"
166,"""Starving,"" said Harry, taking a large bite out of a pumpkin pasty. ","{'labels': ['positive'], 'scores': [0.9915031]}"
167,"Ron had taken out a lumpy package and unwrapped it. There were four sandwiches inside. He pulled one of them apart and said, ""She always forgets I don't like corned beef.."" ","{'labels': ['neutral'], 'scores': [0.99947745]}"
168,"""Swap you for one of these,"" said Harry, holding up a pasty. ""Go on --"" ","{'labels': ['neutral'], 'scores': [0.9995783]}"
169,"""You don't want this, it's all dry,"" said Ron. ""She hasn't got much time,"" he added quickly, ""you know, with five of us."" ","{'labels': ['neutral'], 'scores': [0.9996086]}"
170,"""Go on, have a pasty,"" said Harry, who had never had anything to share before or, indeed, anyone to share it with. It was a nice feeling, sitting there with Ron, eating their way through all Harry's pasties, cakes, and candies (the sandwiches lay forgotten). ","{'labels': ['neutral', 'positive'], 'scores': [0.99474925, 0.81247646]}"
171,"""What are these?"" Harry asked Ron, holding up a pack of Chocolate Frogs. ""They're not really frogs, are they?"" He was starting to feel that nothing would surprise him. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.95685095, 0.7074633]}"
172,"""No,"" said Ron. ""But see what the card is. I'm missing Agrippa."" ","{'labels': ['neutral'], 'scores': [0.9992249]}"
173,"""What?"" ","{'labels': ['neutral'], 'scores': [0.9711392]}"
174,"""Oh, of course, you wouldn't know -- Chocolate Frogs have cards, inside them, you know, to collect -- famous witches and wizards. I've got about five hundred, but I haven't got Agrippa or Ptolemy."" ","{'labels': ['neutral'], 'scores': [0.99965036]}"
175,"Harry unwrapped his Chocolate Frog and picked up the card. It showed a man's face. He wore half-moon glasses, had a long, crooked nose, and flowing silver hair, beard, and mustache. Underneath the picture was the name Albus Dumbledore. ","{'labels': ['neutral'], 'scores': [0.99871886]}"
176,"""So this is Dumbledore!"" said Harry. ","{'labels': ['neutral'], 'scores': [0.99658525]}"
177,"""Don't tell me you'd never heard of Dumbledore!"" said Ron. ""Can I have a frog? I might get Agrippa -- thanks --"" ","{'labels': ['positive'], 'scores': [0.9993617]}"
178,Harry turned over his card and read: ,"{'labels': ['neutral'], 'scores': [0.9995043]}"
179,ALBUS DUMBLEDORE ,"{'labels': ['neutral'], 'scores': [0.9974694]}"
180,CURRENTLY HEADMASTER OF HOGWARTS ,"{'labels': ['neutral'], 'scores': [0.9962029]}"
181,"Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel. Professor Dumbledore enjoys chamber music and tenpin bowling. ","{'labels': ['positive'], 'scores': [0.99943405]}"
182,"Harry turned the card back over and saw, to his astonishment, that Dumbledore's face had disappeared. ","{'labels': ['ambiguous'], 'scores': [0.9992537]}"
