idx,Paragraph Text,Binary Emotion Class/Score
22,"""Poke him with your Smelting stick, Dudley."" ","{'labels': ['neutral'], 'scores': [0.9976164]}"
23,"Harry dodged the Smelting stick and went to get the mail. Three things lay on the doormat: a postcard from Uncle Vernon's sister Marge, who was vacationing on the Isle of Wight, a brown envelope that looked like a bill, and -- a letter for Harry. ","{'labels': ['neutral'], 'scores': [0.999295]}"
24,"Harry picked it up and stared at it, his heart twanging like a giant elastic band. No one, ever, in his whole life, had written to him. Who would? He had no friends, no other relatives -- he didn't belong to the library, so he'd never even got rude notes asking for books back. Yet here it was, a letter, addressed so plainly there could be no mistake: ","{'labels': ['neutral'], 'scores': [0.9952218]}"
25,Mr. H. Potter ,"{'labels': ['neutral'], 'scores': [0.99912304]}"
26,The Cupboard under the Stairs ,"{'labels': ['neutral'], 'scores': [0.99793905]}"
27,4 Privet Drive ,"{'labels': ['neutral'], 'scores': [0.9987]}"
28,Little Whinging ,"{'labels': ['neutral'], 'scores': [0.9986632]}"
29,Surrey ,"{'labels': ['neutral'], 'scores': [0.9926369]}"
30,"The envelope was thick and heavy, made of yellowish parchment, and the address was written in emerald-green ink. There was no stamp. ","{'labels': ['neutral'], 'scores': [0.9984102]}"
31,"Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger, and a snake surrounding a large letter H. ","{'labels': ['neutral'], 'scores': [0.98768544]}"
32,"""Hurry up, boy!"" shouted Uncle Vernon from the kitchen. ""What are you doing, checking for letter bombs?"" He chuckled at his own joke. ","{'labels': ['positive'], 'scores': [0.99813145]}"
33,"Harry went back to the kitchen, still staring at his letter. He handed Uncle Vernon the bill and the postcard, sat down, and slowly began to open the yellow envelope. ","{'labels': ['neutral'], 'scores': [0.99883527]}"
34,"Uncle Vernon ripped open the bill, snorted in disgust, and flipped over the postcard. ","{'labels': ['negative'], 'scores': [0.99816316]}"
35,"""Marge's ill,"" he informed Aunt Petunia. ""Ate a funny whelk..."" ","{'labels': ['positive'], 'scores': [0.9976063]}"
36,"""Dad!"" said Dudley suddenly. ""Dad, Harry's got something!"" ","{'labels': ['neutral'], 'scores': [0.91714287]}"
37,"Harry was on the point of unfolding his letter, which was written on the same heavy parchment as the envelope, when it was jerked sharply out of his hand by Uncle Vernon. ","{'labels': ['neutral'], 'scores': [0.9987613]}"
38,"""That's mine!"" said Harry, trying to snatch it back. ","{'labels': ['neutral'], 'scores': [0.99965155]}"
39,"""Who'd be writing to you?"" sneered Uncle Vernon, shaking the letter open with one hand and glancing at it. His face went from red to green faster than a set of traffic lights. And it didn't stop there. Within seconds it was the grayish white of old porridge. ","{'labels': ['neutral'], 'scores': [0.98593485]}"
40,"""P-P-Petunia!"" he gasped. ","{'labels': ['neutral'], 'scores': [0.9993892]}"
41,"Dudley tried to grab the letter to read it, but Uncle Vernon held it high out of his reach. Aunt Petunia took it curiously and read the first line. For a moment it looked as though she might faint. She clutched her throat and made a choking noise. ","{'labels': ['ambiguous', 'negative'], 'scores': [0.5392797, 0.9334984]}"
42,"""Vernon! Oh my goodness -- Vernon!"" ","{'labels': ['positive'], 'scores': [0.9986455]}"
43,"They stared at each other, seeming to have forgotten that Harry and Dudley were still in the room. Dudley wasn't used to being ignored. He gave his father a sharp tap on the head with his Smelting stick. ","{'labels': ['neutral'], 'scores': [0.9995499]}"
44,"""I want to read that letter,"" he said loudly. ","{'labels': ['neutral'], 'scores': [0.9836189]}"
45,"""I want to read it,"" said Harry furiously, ""as it's mine."" ","{'labels': ['neutral'], 'scores': [0.84674704]}"
46,"""Get out, both of you,"" croaked Uncle Vernon, stuffing the letter back inside its envelope. ","{'labels': ['negative', 'neutral'], 'scores': [0.99791497, 0.39330652]}"
47,Harry didn't move. ,"{'labels': ['neutral'], 'scores': [0.9992704]}"
48,"""I WANT MY LETTER!"" he shouted. ","{'labels': ['neutral'], 'scores': [0.99493533]}"
49,"""Let me see it!"" demanded Dudley. ","{'labels': ['neutral'], 'scores': [0.9992175]}"
50,"""OUT!"" roared Uncle Vernon, and he took both Harry and Dudley by the scruffs of their necks and threw them into the hall, slamming the kitchen door behind them. Harry and Dudley promptly had a furious but silent fight over who would listen at the keyhole; Dudley won, so Harry, his glasses dangling from one ear, lay flat on his stomach to listen at the crack between door and floor. ","{'labels': ['negative', 'neutral'], 'scores': [0.94296646, 0.9162287]}"
51,"""Vernon,"" Aunt Petunia was saying in a quivering voice, ""look at the address -- how could they possibly know where he sleeps? You don't think they're watching the house?"" ","{'labels': ['neutral'], 'scores': [0.9977512]}"
52,"""Watching -- spying -- might be following us,"" muttered Uncle Vernon wildly. ","{'labels': ['neutral'], 'scores': [0.9996698]}"
53,"""But what should we do, Vernon? Should we write back? Tell them we don't want --"" ","{'labels': ['neutral'], 'scores': [0.9988066]}"
54,Harry could see Uncle Vernon's shiny black shoes pacing up and down the kitchen. ,"{'labels': ['neutral'], 'scores': [0.99937385]}"
55,"""No,"" he said finally. ""No, we'll ignore it. If they don't get an answer... Yes, that's best... we won't do anything..."" ","{'labels': ['negative', 'neutral'], 'scores': [0.784806, 0.57636267]}"
56,"""But --"" ","{'labels': ['neutral'], 'scores': [0.99891055]}"
57,"""I'm not having one in the house, Petunia! Didn't we swear when we took him in we'd stamp out that dangerous nonsense?"" ","{'labels': ['neutral'], 'scores': [0.9985297]}"
58,"That evening when he got back from work, Uncle Vernon did something he'd never done before; he visited Harry in his cupboard. ","{'labels': ['neutral'], 'scores': [0.9993137]}"
59,"""Where's my letter?"" said Harry, the moment Uncle Vernon had squeezed through the door. ""Who's writing to me?"" ","{'labels': ['neutral'], 'scores': [0.99744785]}"
60,"""No one. It was addressed to you by mistake,"" said Uncle Vernon shortly. ""I have burned it."" ","{'labels': ['negative', 'neutral'], 'scores': [0.789692, 0.9977137]}"
61,"""It was not a mistake,"" said Harry angrily, ""it had my cupboard on it."" ","{'labels': ['negative'], 'scores': [0.9972761]}"
62,"""SILENCE!"" yelled Uncle Vernon, and a couple of spiders fell from the ceiling. He took a few deep breaths and then forced his face into a smile, which looked quite painful. ","{'labels': ['negative'], 'scores': [0.9981608]}"
63,"""Er -- yes, Harry -- about this cupboard. Your aunt and I have been thinking... you're really getting a bit big for it... we think it might be nice if you moved into Dudley's second bedroom. ","{'labels': ['neutral'], 'scores': [0.9994324]}"
64,"""Why?"" said Harry. ","{'labels': ['neutral'], 'scores': [0.999037]}"
65,"""Don't ask questions!"" snapped his uncle. ""Take this stuff upstairs, now."" ","{'labels': ['neutral'], 'scores': [0.99936897]}"
66,"The Dursleys' house had four bedrooms: one for Uncle Vernon and Aunt Petunia, one for visitors (usually Uncle Vernon's sister, Marge), one where Dudley slept, and one where Dudley kept all the toys and things that wouldn't fit into his first bedroom. It only took Harry one trip upstairs to move everything he owned from the cupboard to this room. He sat down on the bed and stared around him. Nearly everything in here was broken. The month-old video camera was lying on top of a small, working tank Dudley had once driven over the next door neighbor's dog; in the corner was Dudley's first-ever television set, which he'd put his foot through when his favorite program had been canceled; there was a large birdcage, which had once held a parrot that Dudley had swapped at school for a real air rifle, which was up on a shelf with the end all bent because Dudley had sat on it. Other shelves were full of books. They were the only things in the room that looked as though they'd never been touched. ","{'labels': ['neutral'], 'scores': [0.99912006]}"
67,"From downstairs came the sound of Dudley bawling at his mother, ""I don't want him in there... I need that room... make him get out..."" ","{'labels': ['negative', 'positive'], 'scores': [0.64736366, 0.97614247]}"
68,Harry sighed and stretched out on the bed. Yesterday he'd have given anything to be up here. Today he'd rather be back in his cupboard with that letter than up here without it. ,"{'labels': ['neutral'], 'scores': [0.99811053]}"
69,"Next morning at breakfast, everyone was rather quiet. Dudley was in shock. He'd screamed, whacked his father with his Smelting stick, been sick on purpose, kicked his mother, and thrown his tortoise through the greenhouse roof, and he still didn't have his room back. Harry was thinking about this time yesterday and bitterly wishing he'd opened the letter in the hall. Uncle Vernon and Aunt Petunia kept looking at each other darkly. ","{'labels': ['negative'], 'scores': [0.99606186]}"
70,"When the mail arrived, Uncle Vernon, who seemed to be trying to be nice to Harry, made Dudley go and get it. They heard him banging things with his Smelting stick all the way down the hall. Then he shouted, ""There's another one! 'Mr. H. Potter, The Smallest Bedroom, 4 Privet Drive --'"" ","{'labels': ['neutral'], 'scores': [0.99916506]}"
71,"With a strangled cry, Uncle Vernon leapt from his seat and ran down the hall, Harry right behind him. Uncle Vernon had to wrestle Dudley to the ground to get the letter from him, which was made difficult by the fact that Harry had grabbed Uncle Vernon around the neck from behind. After a minute of confused fighting, in which everyone got hit a lot by the Smelting stick, Uncle Vernon straightened up, gasping for breath, with Harry's letter clutched in his hand. ","{'labels': ['ambiguous'], 'scores': [0.9985511]}"
72,"""Go to your cupboard -- I mean, your bedroom,"" he wheezed at Harry. ""Dudley -- go -- just go."" ","{'labels': ['neutral'], 'scores': [0.9990564]}"
73,Harry walked round and round his new room. Someone knew he had moved out of his cupboard and they seemed to know he hadn't received his first letter. Surely that meant they'd try again? And this time he'd make sure they didn't fail. He had a plan. ,"{'labels': ['neutral'], 'scores': [0.9995776]}"
74,The repaired alarm clock rang at six o'clock the next morning. Harry turned it off quickly and dressed silently. He mustn't wake the Dursleys. He stole downstairs without turning on any of the lights. ,"{'labels': ['neutral'], 'scores': [0.9988582]}"
75,He was going to wait for the postman on the corner of Privet Drive and get the letters for number four first. His heart hammered as he crept across the dark hall toward the front door -- ,"{'labels': ['negative', 'neutral'], 'scores': [0.7564061, 0.9586426]}"
76,"""AAAAARRRGH!"" ","{'labels': ['negative'], 'scores': [0.99621165]}"
77,Harry leapt into the air; he'd trodden on something big and squashy on the doormat -- something alive! ,"{'labels': ['neutral'], 'scores': [0.99923205]}"
78,"Lights clicked on upstairs and to his horror Harry realized that the big, squashy something had been his uncle's face. Uncle Vernon had been lying at the foot of the front door in a sleeping bag, clearly making sure that Harry didn't do exactly what he'd been trying to do. He shouted at Harry for about half an hour and then told him to go and make a cup of tea. Harry shuffled miserably off into the kitchen and by the time he got back, the mail had arrived, right into Uncle Vernon's lap. Harry could see three letters addressed in green ink. ","{'labels': ['ambiguous', 'negative'], 'scores': [0.83645797, 0.9638803]}"
79,"""I want --"" he began, but Uncle Vernon was tearing the letters into pieces before his eyes. ","{'labels': ['neutral'], 'scores': [0.99947864]}"
80,Uncle Vernon didn't go to work that day. He stayed at home and nailed up the mail slot. ,"{'labels': ['neutral'], 'scores': [0.99945873]}"
81,"""See,"" he explained to Aunt Petunia through a mouthful of nails, ""if they can't deliver them they'll just give up."" ","{'labels': ['neutral'], 'scores': [0.9994992]}"
82,"""I'm not sure that'll work, Vernon."" ","{'labels': ['ambiguous'], 'scores': [0.99020517]}"
83,"""Oh, these people's minds work in strange ways, Petunia, they're not like you and me,"" said Uncle Vernon, trying to knock in a nail with the piece of fruitcake Aunt Petunia had just brought him. ","{'labels': ['neutral'], 'scores': [0.99979573]}"
84,"On Friday, no less than twelve letters arrived for Harry. As they couldn't go through the mail slot they had been pushed under the door, slotted through the sides, and a few even forced through the small window in the downstairs bathroom. ","{'labels': ['neutral'], 'scores': [0.99912447]}"
85,"Uncle Vernon stayed at home again. After burning all the letters, he got out a hammer and nails and boarded up the cracks around the front and back doors so no one could go out. He hummed ""Tiptoe Through the Tulips"" as he worked, and jumped at small noises. ","{'labels': ['neutral'], 'scores': [0.99915934]}"
86,"On Saturday, things began to get out of hand. Twenty-four letters to Harry found their way into the house, rolled up and hidden inside each of the two dozen eggs that their very confused milkman had handed Aunt Petunia through the living room window. While Uncle Vernon made furious telephone calls to the post office and the dairy trying to find someone to complain to, Aunt Petunia shredded the letters in her food processor. ","{'labels': ['negative'], 'scores': [0.9958554]}"
87,"""Who on earth wants to talk to you this badly?"" Dudley asked Harry in amazement. ","{'labels': ['ambiguous'], 'scores': [0.97679657]}"
88,"On Sunday morning, Uncle Vernon sat down at the breakfast table looking tired and rather ill, but happy. ","{'labels': ['positive'], 'scores': [0.99915624]}"
89,"""No post on Sundays,"" he reminded them cheerfully as he spread marmalade on his newspapers, ""no damn letters today --"" ","{'labels': ['neutral'], 'scores': [0.999426]}"
90,"Something came whizzing down the kitchen chimney as he spoke and caught him sharply on the back of the head. Next moment, thirty or forty letters came pelting out of the fireplace like bullets. The Dursleys ducked, but Harry leapt into the air trying to catch one -- ","{'labels': ['neutral'], 'scores': [0.999624]}"
91,"""Out! OUT!"" ","{'labels': ['neutral'], 'scores': [0.99690384]}"
92,"Uncle Vernon seized Harry around the waist and threw him into the hall. When Aunt Petunia and Dudley had run out with their arms over their faces, Uncle Vernon slammed the door shut. They could hear the letters still streaming into the room, bouncing off the walls and floor. ","{'labels': ['negative', 'neutral'], 'scores': [0.5461307, 0.9964761]}"
93,"""That does it,"" said Uncle Vernon, trying to speak calmly but pulling great tufts out of his mustache at the same time. ""I want you all back here in five minutes ready to leave. We're going away. Just pack some clothes. No arguments!"" ","{'labels': ['neutral'], 'scores': [0.9976708]}"
94,"He looked so dangerous with half his mustache missing that no one dared argue. Ten minutes later they had wrenched their way through the boarded-up doors and were in the car, speeding toward the highway. Dudley was sniffling in the back seat; his father had hit him round the head for holding them up while he tried to pack his television, VCR, and computer in his sports bag. ","{'labels': ['negative', 'neutral'], 'scores': [0.99458754, 0.76264524]}"
95,They drove. And they drove. Even Aunt Petunia didn't dare ask where they were going. Every now and then Uncle Vernon would take a sharp turn and drive in the opposite direction for a while. ,"{'labels': ['neutral'], 'scores': [0.99947387]}"
96,"""Shake 'em off... shake 'em off,"" he would mutter whenever he did this. ","{'labels': ['negative', 'neutral'], 'scores': [0.43075734, 0.9979868]}"
97,"They didn't stop to eat or drink all day. By nightfall Dudley was howling. He'd never had such a bad day in his life. He was hungry, he'd missed five television programs he'd wanted to see, and he'd never gone so long without blowing up an alien on his computer. ","{'labels': ['negative', 'neutral'], 'scores': [0.40837702, 0.98725814]}"
98,"Uncle Vernon stopped at last outside a gloomy-looking hotel on the outskirts of a big city. Dudley and Harry shared a room with twin beds and damp, musty sheets. Dudley snored but Harry stayed awake, sitting on the windowsill, staring down at the lights of passing cars and wondering... ","{'labels': ['neutral'], 'scores': [0.9721476]}"
99,They ate stale cornflakes and cold tinned tomatoes on toast for breakfast the next day. They had just finished when the owner of the hotel came over to their table. ,"{'labels': ['neutral'], 'scores': [0.99815136]}"
100,"""'Scuse me, but is one of you Mr. H. Potter? Only I got about an 'undred of these at the front desk."" ","{'labels': ['neutral'], 'scores': [0.9991493]}"
101,She held up a letter so they could read the green ink address: ,"{'labels': ['neutral'], 'scores': [0.99959856]}"
102,Mr. H. Potter ,"{'labels': ['neutral'], 'scores': [0.99912304]}"
103,Room 17 ,"{'labels': ['neutral'], 'scores': [0.99737966]}"
104,Railview Hotel ,"{'labels': ['neutral'], 'scores': [0.99679923]}"
105,Cokeworth ,"{'labels': ['neutral'], 'scores': [0.9988171]}"
106,Harry made a grab for the letter but Uncle Vernon knocked his hand out of the way. The woman stared. ,"{'labels': ['neutral'], 'scores': [0.99943763]}"
107,"""I'll take them,"" said Uncle Vernon, standing up quickly and following her from the dining room. ","{'labels': ['neutral'], 'scores': [0.99933285]}"
108,"""Wouldn't it be better just to go home, dear?"" Aunt Petunia suggested timidly, hours later, but Uncle Vernon didn't seem to hear her. Exactly what he was looking for, none of them knew. He drove them into the middle of a forest, got out, looked around, shook his head, got back in the car, and off they went again. The same thing happened in the middle of a plowed field, halfway across a suspension bridge, and at the top of a multilevel parking garage. ","{'labels': ['neutral'], 'scores': [0.9996051]}"
109,"""Daddy's gone mad, hasn't he?"" Dudley asked Aunt Petunia dully late that afternoon. Uncle Vernon had parked at the coast, locked them all inside the car, and disappeared. ","{'labels': ['neutral'], 'scores': [0.99032545]}"
110,It started to rain. Great drops beat on the roof of the car. Dudley sniveled. ,"{'labels': ['positive'], 'scores': [0.99659306]}"
111,"""It's Monday,"" he told his mother. ""The Great Humberto's on tonight. I want to stay somewhere with a television."" ","{'labels': ['neutral'], 'scores': [0.9639364]}"
112,"Monday. This reminded Harry of something. If it was Monday -- and you could usually count on Dudley to know the days the week, because of television -- then tomorrow, Tuesday, was Harry's eleventh birthday. Of course, his birthdays were never exactly fun -- last year, the Dursleys had given him a coat hanger and a pair of Uncle Vernon's old socks. Still, you weren't eleven every day. ","{'labels': ['neutral'], 'scores': [0.9762902]}"
113,"Uncle Vernon was back and he was smiling. He was also carrying a long, thin package and didn't answer Aunt Petunia when she asked what he'd bought. ","{'labels': ['neutral'], 'scores': [0.99956566]}"
114,"""Found the perfect place!"" he said. ""Come on! Everyone out!"" ","{'labels': ['positive'], 'scores': [0.9989593]}"
115,"It was very cold outside the car. Uncle Vernon was pointing at what looked like a large rock way out at sea. Perched on top of the rock was the most miserable little shack you could imagine. One thing was certain, there was no television in there. ","{'labels': ['negative', 'neutral'], 'scores': [0.98656505, 0.971989]}"
116,"""Storm forecast for tonight!"" said Uncle Vernon gleefully, clapping his hands together. ""And this gentleman's kindly agreed to lend us his boat!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.5594242, 0.9685116]}"
117,"A toothless old man came ambling up to them, pointing, with a rather wicked grin, at an old rowboat bobbing in the iron-gray water below them. ","{'labels': ['neutral'], 'scores': [0.99938715]}"
118,"""I've already got us some rations,"" said Uncle Vernon, ""so all aboard!"" ","{'labels': ['neutral'], 'scores': [0.99811244]}"
119,"It was freezing in the boat. Icy sea spray and rain crept down their necks and a chilly wind whipped their faces. After what seemed like hours they reached the rock, where Uncle Vernon, slipping and sliding, led the way to the broken-down house. ","{'labels': ['neutral'], 'scores': [0.99718213]}"
120,"The inside was horrible; it smelled strongly of seaweed, the wind whistled through the gaps in the wooden walls, and the fireplace was damp and empty. There were only two rooms. ","{'labels': ['negative'], 'scores': [0.99855787]}"
121,Uncle Vernon's rations turned out to be a bag of chips each and four bananas. He tried to start a fire but the empty chip bags just smoked and shriveled up. ,"{'labels': ['neutral'], 'scores': [0.9992378]}"
122,"""Could do with some of those letters now, eh?"" he said cheerfully. ","{'labels': ['ambiguous', 'positive'], 'scores': [0.96966225, 0.9942509]}"
123,"He was in a very good mood. Obviously he thought nobody stood a chance of reaching them here in a storm to deliver mail. Harry privately agreed, though the thought didn't cheer him up at all. ","{'labels': ['positive'], 'scores': [0.9928799]}"
124,"As night fell, the promised storm blew up around them. Spray from the high waves splattered the walls of the hut and a fierce wind rattled the filthy windows. Aunt Petunia found a few moldy blankets in the second room and made up a bed for Dudley on the moth-eaten sofa. She and Uncle Vernon went off to the lumpy bed next door, and Harry was left to find the softest bit of floor he could and to curl up under the thinnest, most ragged blanket. ","{'labels': ['neutral'], 'scores': [0.9984314]}"
125,"The storm raged more and more ferociously as the night went on. Harry couldn't sleep. He shivered and turned over, trying to get comfortable, his stomach rumbling with hunger. Dudley's snores were drowned by the low rolls of thunder that started near midnight. The lighted dial of Dudley's watch, which was dangling over the edge of the sofa on his fat wrist, told Harry he'd be eleven in ten minutes' time. He lay and watched his birthday tick nearer, wondering if the Dursleys would remember at all, wondering where the letter writer was now. ","{'labels': ['ambiguous'], 'scores': [0.99375206]}"
126,"Five minutes to go. Harry heard something creak outside. He hoped the roof wasn't going to fall in, although he might be warmer if it did. Four minutes to go. Maybe the house in Privet Drive would be so full of letters when they got back that he'd be able to steal one somehow. ","{'labels': ['neutral', 'positive'], 'scores': [0.52362967, 0.9835684]}"
127,"Three minutes to go. Was that the sea, slapping hard on the rock like that? And (two minutes to go) what was that funny crunching noise? Was the rock crumbling into the sea? ","{'labels': ['ambiguous'], 'scores': [0.9995204]}"
128,"One minute to go and he'd be eleven. Thirty seconds... twenty... ten... nine -- maybe he'd wake Dudley up, just to annoy him -- three... two... one... ","{'labels': ['neutral'], 'scores': [0.99824905]}"
129,BOOM. ,"{'labels': ['negative', 'neutral'], 'scores': [0.56969124, 0.9510072]}"
130,"The whole shack shivered and Harry sat bolt upright, staring at the door. Someone was outside, knocking to come in. ","{'labels': ['neutral'], 'scores': [0.99585706]}"
