idx,Paragraph Text,Binary Emotion Class/Score
29,"Then, about a week before the exams were due to start, Harry's new resolution not to interfere in anything that didn't concern him was put to an unexpected test. Walking back from the library on his own one afternoon, he heard somebody whimpering from a classroom up ahead. As he drew closer, he heard Quirrell's voice. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.4714827, 0.95205545]}"
30,"""No -- no -- not again, please --"" ","{'labels': ['negative'], 'scores': [0.9983321]}"
31,It sounded as though someone was threatening him. Harry moved closer. ,"{'labels': ['neutral'], 'scores': [0.9984854]}"
32,"""All right -- all right --"" he heard Quirrell sob. ","{'labels': ['neutral'], 'scores': [0.8864471]}"
33,"Next second, Quirrell came hurrying out of the classroom straightening his turban. He was pale and looked as though he was about to cry. He strode out of sight; Harry didn't think Quirrell had even noticed him. He waited until Quirrell's footsteps had disappeared, then peered into the classroom. It was empty, but a door stood ajar at the other end. Harry was halfway toward it before he remembered what he'd promised himself about not meddling. ","{'labels': ['neutral'], 'scores': [0.99736005]}"
34,"All the same, he'd have gambled twelve Sorcerer's Stones that Snape had just left the room, and from what Harry had just heard, Snape would be walking with a new spring in his step -- Quirrell seemed to have given in at last. ","{'labels': ['neutral'], 'scores': [0.9995859]}"
35,"Harry went back to the library, where Hermione was testing Ron on Astronomy. Harry told them what he'd heard. ","{'labels': ['neutral'], 'scores': [0.9992311]}"
36,"""Snape's done it, then!"" said Ron. ""If Quirrell's told him how to break his Anti-Dark Force spell --"" ","{'labels': ['neutral'], 'scores': [0.99946064]}"
37,"""There's still Fluffy, though,"" said Hermione. ","{'labels': ['neutral'], 'scores': [0.99896514]}"
38,"""Maybe Snape's found out how to get past him without asking Hagrid,"" said Ron, looking up at the thousands of books surrounding them. ""I bet there's a book somewhere in here telling you how to get past a giant three-headed dog. So what do we do, Harry?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.97001565, 0.80937845]}"
39,"The light of adventure was kindling again in Ron's eyes, but Hermione answered before Harry could. ","{'labels': ['neutral'], 'scores': [0.9991072]}"
40,"""Go to Dumbledore. That's what we should have done ages ago. If we try anything ourselves we'll be thrown out for sure."" ","{'labels': ['positive'], 'scores': [0.9983681]}"
41,"""But we've got no proof!"" said Harry. ""Quirrell's too scared to back us up. Snape's only got to say he doesn't know how the troll got in at Halloween and that he was nowhere near the third floor -- who do you think they'll believe, him or us? It's not exactly a secret we hate him, Dumbledore'll think we made it up to get him sacked. Filch wouldn't help us if his life depended on it, he's too friendly with Snape, and the more students get thrown out, the better, he'll think. And don't forget, we're not supposed to know about the Stone or Fluffy. That'll take a lot of explaining."" ","{'labels': ['neutral'], 'scores': [0.99942577]}"
42,"Hermione looked convinced, but Ron didn't. ","{'labels': ['neutral'], 'scores': [0.99966776]}"
43,"""If we just do a bit of poking around --"" ","{'labels': ['neutral'], 'scores': [0.9993286]}"
44,"""No,"" said Harry flatly, ""we've done enough poking around."" ","{'labels': ['negative', 'neutral'], 'scores': [0.84894913, 0.994148]}"
45,He pulled a map of Jupiter toward him and started to learn the names of its moons. ,"{'labels': ['neutral'], 'scores': [0.9989164]}"
46,"The following morning, notes were delivered to Harry, Hermione, and Neville at the breakfast table. They were all the same: ","{'labels': ['neutral'], 'scores': [0.9982651]}"
47,Your detention will take place at eleven o'clock tonight. ,"{'labels': ['positive'], 'scores': [0.9927907]}"
48,Meet Mr. Filch in the entrance hall. ,"{'labels': ['neutral'], 'scores': [0.99816966]}"
49,Professor McGonagall ,"{'labels': ['neutral'], 'scores': [0.99684554]}"
50,"Harry had forgotten they still had detentions to do in the furor over the points they'd lost. He half expected Hermione to complain that this was a whole night of studying lost, but she didn't say a word. Like Harry, she felt they deserved what they'd got. ","{'labels': ['neutral'], 'scores': [0.9994141]}"
51,"At eleven o'clock that night, they said good-bye to Ron in the common room and went down to the entrance hall with Neville. Filch was already there -- and so was Malfoy. Harry had also forgotten that Malfoy had gotten a detention, too. ","{'labels': ['neutral'], 'scores': [0.9995409]}"
52,"""Follow me,"" said Filch, lighting a lamp and leading them outside. ","{'labels': ['neutral'], 'scores': [0.99924135]}"
53,"""I bet you'll think twice about breaking a school rule again, won't you, eh?"" he said, leering at them. ""Oh yes... hard work and pain are the best teachers if you ask me... It's just a pity they let the old punishments die out... hang you by your wrists from the ceiling for a few days, I've got the chains still in my office, keep 'em well oiled in case they're ever needed... Right, off we go, and don't think of running off, now, it'll be worse for you if you do."" ","{'labels': ['negative', 'neutral'], 'scores': [0.55007404, 0.64611524]}"
54,"They marched off across the dark grounds. Neville kept sniffing. Harry wondered what their punishment was going to be. It must be something really horrible, or Filch wouldn't be sounding so delighted. ","{'labels': ['ambiguous', 'negative'], 'scores': [0.8725683, 0.6034043]}"
55,"The moon was bright, but clouds scudding across it kept throwing them into darkness. Ahead, Harry could see the lighted windows of Hagrid's hut. Then they heard a distant shout. ","{'labels': ['neutral'], 'scores': [0.9911151]}"
56,"""Is that you, Filch? Hurry up, I want ter get started."" ","{'labels': ['neutral'], 'scores': [0.99740654]}"
57,"Harry's heart rose; if they were going to be working with Hagrid it wouldn't be so bad. His relief must have showed in his face, because Filch said, ""I suppose you think you'll be enjoying yourself with that oaf? Well, think again, boy -- it's into the forest you're going and I'm much mistaken if you'll all come out in one piece."" ","{'labels': ['neutral'], 'scores': [0.999173]}"
58,"At this, Neville let out a little moan, and Malfoy stopped dead in his tracks. ","{'labels': ['negative', 'neutral'], 'scores': [0.6160058, 0.9877015]}"
59,"""The forest?"" he repeated, and he didn't sound quite as cool as usual. ""We can't go in there at night -- there's all sorts of things in there -- werewolves, I heard."" ","{'labels': ['neutral'], 'scores': [0.9981067]}"
60,Neville clutched the sleeve of Harry's robe and made a choking noise. ,"{'labels': ['negative', 'neutral'], 'scores': [0.99494356, 0.39811802]}"
61,"""That's your problem, isn't it?"" said Filch, his voice cracking with glee. ""Should've thought of them werewolves before you got in trouble, shouldn't you?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9931758, 0.3919914]}"
62,"Hagrid came striding toward them out of the dark, Fang at his heel. He was carrying his large crossbow, and a quiver of arrows hung over his shoulder. ","{'labels': ['neutral'], 'scores': [0.9991866]}"
63,"""Abou' time,"" he said. ""I bin waitin' fer half an hour already. All right, Harry, Hermione?"" ","{'labels': ['neutral'], 'scores': [0.99959046]}"
64,"""I shouldn't be too friendly to them, Hagrid,"" said Filch coldly, ""they're here to be punished, after all."" ","{'labels': ['negative', 'neutral'], 'scores': [0.99356055, 0.9510653]}"
65,"""That's why yer late, is it?"" said Hagrid, frowning at Filch. ""Bin lecturin' them, eh? 'Snot your place ter do that. Yeh've done yer bit, I'll take over from here."" ","{'labels': ['neutral'], 'scores': [0.9993155]}"
66,"""I'll be back at dawn,"" said Filch, ""for what's left of them,"" he added nastily, and he turned and started back toward the castle, his lamp bobbing away in the darkness. ","{'labels': ['neutral'], 'scores': [0.99963725]}"
67,Malfoy now turned to Hagrid. ,"{'labels': ['neutral'], 'scores': [0.99875855]}"
68,"""I'm not going in that forest,"" he said, and Harry was pleased to hear the note of panic in his voice. ","{'labels': ['negative', 'neutral'], 'scores': [0.9919287, 0.5603175]}"
69,"""Yeh are if yeh want ter stay at Hogwarts,"" said Hagrid fiercely. ""Yeh've done wrong an' now yeh've got ter pay fer it."" ","{'labels': ['neutral'], 'scores': [0.99894065]}"
70,"""But this is servant stuff, it's not for students to do. I thought we'd be copying lines or something, if my father knew I was doing this, he'd--"" ","{'labels': ['neutral'], 'scores': [0.9990695]}"
71,"""--tell yer that's how it is at Hogwarts,"" Hagrid growled. ""Copyin' lines! What good's that ter anyone? Yeh'll do summat useful or yeh'll get out. If yeh think yer father'd rather you were expelled, then get back off ter the castle an' pack. Go on."" ","{'labels': ['neutral'], 'scores': [0.9996076]}"
72,"Malfoy didn't move. He looked at Hagrid furiously, but then dropped his gaze. ","{'labels': ['neutral'], 'scores': [0.99964786]}"
73,"""Right then,"" said Hagrid, ""now, listen carefully, 'cause it's dangerous what we're gonna do tonight, an' I don' want no one takin' risks. Follow me over here a moment."" ","{'labels': ['neutral'], 'scores': [0.9995937]}"
74,"He led them to the very edge of the forest. Holding his lamp up high, he pointed down a narrow, winding earth track that disappeared into the thick black trees. A light breeze lifted their hair as they looked into the forest. ","{'labels': ['neutral'], 'scores': [0.9994618]}"
75,"""Look there,"" said Hagrid, ""see that stuff shinin' on the ground? Silvery stuff? That's unicorn blood. There's a unicorn in there bin hurt badly by summat. This is the second time in a week. I found one dead last Wednesday. We're gonna try an' find the poor thing. We might have ter put it out of its misery."" ","{'labels': ['negative', 'neutral'], 'scores': [0.98321795, 0.8128874]}"
76,"""And what if whatever hurt the unicorn finds us first?"" said Malfoy, unable to keep the fear out of his voice. ","{'labels': ['ambiguous'], 'scores': [0.9989122]}"
77,"""There's nothin' that lives in the forest that'll hurt yeh if yer with me or Fang,"" said Hagrid. ""An' keep ter the path. Right, now, we're gonna split inter two parties an' follow the trail in diff'rent directions. There's blood all over the place, it must've bin staggerin' around since last night at least."" ","{'labels': ['neutral'], 'scores': [0.9996846]}"
78,"""I want Fang,"" said Malfoy quickly, looking at Fang's long teeth. ","{'labels': ['neutral', 'positive'], 'scores': [0.9907596, 0.9039011]}"
79,"""All right, but I warn yeh, he's a coward,"" said Hagrid. ""So me, Harry, an' Hermione'll go one way an' Draco, Neville, an' Fang'll go the other. Now, if any of us finds the unicorn, we'll send up green sparks, right? Get yer wands out an' practice now -- that's it -- an' if anyone gets in trouble, send up red sparks, an' we'll all come an' find yeh -- so, be careful -- let's go."" ","{'labels': ['negative', 'positive'], 'scores': [0.41361654, 0.8141276]}"
80,"The forest was black and silent. A little way into it they reached a fork in the earth path, and Harry, Hermione, and Hagrid took the left path while Malfoy, Neville, and Fang took the right. ","{'labels': ['neutral'], 'scores': [0.9991591]}"
81,"They walked in silence, their eyes on the ground. Every now and then a ray of moonlight through the branches above lit a spot of silver-blue blood on the fallen leaves. ","{'labels': ['neutral'], 'scores': [0.99661875]}"
82,Harry saw that Hagrid looked very worried. ,"{'labels': ['negative'], 'scores': [0.99706525]}"
83,"""Could a werewolf be killing the unicorns?"" Harry asked. ","{'labels': ['ambiguous'], 'scores': [0.9917984]}"
84,"""Not fast enough,"" said Hagrid. ""It's not easy ter catch a unicorn, they're powerful magic creatures. I never knew one ter be hurt before."" ","{'labels': ['negative'], 'scores': [0.6556513]}"
85,They walked past a mossy tree stump. Harry could hear running water; there must be a stream somewhere close by. There were still spots of unicorn blood here and there along the winding path. ,"{'labels': ['neutral'], 'scores': [0.99724245]}"
86,"""You all right, Hermione?"" Hagrid whispered. ""Don' worry, it can't've gone far if it's this badly hurt, an' then we'll be able ter -- GET BEHIND THAT TREE!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.4681544, 0.30067727]}"
87,"Hagrid seized Harry and Hermione and hoisted them off the path behind a towering oak. He pulled out an arrow and fitted it into his crossbow, raising it, ready to fire. The three of them listened. Something was slithering over dead leaves nearby: it sounded like a cloak trailing along the ground. Hagrid was squinting up the dark path, but after a few seconds, the sound faded away. ","{'labels': ['neutral'], 'scores': [0.9989172]}"
88,"""I knew it,"" he murmured. ""There's summat in here that shouldn' be."" ","{'labels': ['neutral'], 'scores': [0.9993888]}"
89,"""A werewolf?"" Harry suggested. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.46575302, 0.8533188]}"
90,"""That wasn' no werewolf an' it wasn' no unicorn, neither,"" said Hagrid grimly. ""Right, follow me, but careful, now."" ","{'labels': ['neutral'], 'scores': [0.9849518]}"
91,"They walked more slowly, ears straining for the faintest sound. Suddenly, in a clearing ahead, something definitely moved. ","{'labels': ['neutral'], 'scores': [0.9972205]}"
92,"""Who's there?"" Hagrid called. ""Show yerself -- I'm armed!"" ","{'labels': ['neutral'], 'scores': [0.9994518]}"
93,"And into the clearing came -- was it a man, or a horse? To the waist, a man, with red hair and beard, but below that was a horse's gleaming chestnut body with a long, reddish tail. Harry and Hermione's jaws dropped. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9924304, 0.4669264]}"
94,"""Oh, it's you, Ronan,"" said Hagrid in relief. ""How are yeh?"" ","{'labels': ['positive'], 'scores': [0.7292643]}"
95,He walked forward and shook the centaur's hand. ,"{'labels': ['neutral'], 'scores': [0.999146]}"
96,"""Good evening to you, Hagrid,"" said Ronan. He had a deep, sorrowful voice. ""Were you going to shoot me?"" ","{'labels': ['ambiguous'], 'scores': [0.955251]}"
97,"""Can't be too careful, Ronan,"" said Hagrid, patting his crossbow. ""There's summat bad loose in this forest. This is Harry Potter an' Hermione Granger, by the way. Students up at the school. An' this is Ronan, you two. He's a centaur. ","{'labels': ['neutral'], 'scores': [0.9961247]}"
98,"""We'd noticed,"" said Hermione faintly. ","{'labels': ['neutral'], 'scores': [0.99903464]}"
99,"""Good evening,"" said Ronan. ""Students, are you? And do you learn much, up at the school?"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.8906754, 0.55167294]}"
100,"""Erm --"" ","{'labels': ['neutral'], 'scores': [0.9976853]}"
101,"""A bit,"" said Hermione timidly. ","{'labels': ['neutral'], 'scores': [0.99953103]}"
102,"""A bit. Well, that's something."" Ronan sighed. He flung back his head and stared at the sky. ""Mars is bright tonight."" ","{'labels': ['neutral'], 'scores': [0.9834235]}"
103,"""Yeah,"" said Hagrid, glancing up, too. ""Listen, I'm glad we've run inter yeh, Ronan, 'cause there's a unicorn bin hurt -- you seen anythin'?"" ","{'labels': ['neutral'], 'scores': [0.98797673]}"
104,"Ronan didn't answer immediately. He stared unblinkingly upward, then sighed again. ","{'labels': ['neutral'], 'scores': [0.9969909]}"
105,"""Always the innocent are the first victims,"" he said. ""So it has been for ages past, so it is now."" ","{'labels': ['neutral'], 'scores': [0.9996959]}"
106,"""Yeah,"" said Hagrid, ""but have yeh seen anythin' Ronan? Anythin' unusual?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.86549336, 0.9172257]}"
107,"""Mars is bright tonight,"" Ronan repeated, while Hagrid watched him impatiently. ""Unusually bright."" ","{'labels': ['neutral'], 'scores': [0.99891853]}"
108,"""Yeah, but I was meanin' anythin' unusual a bit nearer home,"" said Hagrid. ""So yeh haven't noticed anythin' strange?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.94178534, 0.6700511]}"
109,"Yet again, Ronan took a while to answer. At last, he said, ""The forest hides many secrets."" ","{'labels': [], 'scores': []}"
110,"A movement in the trees behind Ronan made Hagrid raise his bow again, but it was only a second centaur, black-haired and - bodied and wilder-looking than Ronan. ","{'labels': ['neutral'], 'scores': [0.99920964]}"
111,"""Hullo, Bane,"" said Hagrid. ""All right?"" ","{'labels': ['neutral'], 'scores': [0.9985714]}"
112,"""Good evening, Hagrid, I hope you are well?"" ","{'labels': ['positive'], 'scores': [0.9992748]}"
113,"""Well enough. Look, I've jus' bin askin' Ronan, you seen anythin' odd in here lately? There's a unicorn bin injured -- would yeh know anythin' about it?"" ","{'labels': ['neutral'], 'scores': [0.99932456]}"
114,"Bane walked over to stand next to Ronan. He looked skyward. ""Mars is bright tonight,"" he said simply. ","{'labels': ['neutral'], 'scores': [0.99821764]}"
115,"""We've heard,"" said Hagrid grumpily. ""Well, if either of you do see anythin', let me know, won't yeh? We'll be off, then."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.35222146, 0.98397267]}"
116,"Harry and Hermione followed him out of the clearing, staring over their shoulders at Ronan and Bane until the trees blocked their view. ","{'labels': ['neutral'], 'scores': [0.99944264]}"
117,"""Never,"" said Hagrid irritably, ""try an' get a straight answer out of a centaur. Ruddy stargazers. Not interested in anythin' closer'n the moon."" ","{'labels': ['negative', 'neutral'], 'scores': [0.8441892, 0.9909847]}"
118,"""Are there many of them in here?"" asked Hermione. ","{'labels': ['ambiguous'], 'scores': [0.99694365]}"
119,"""Oh, a fair few... Keep themselves to themselves mostly, but they're good enough about turnin' up if ever I want a word. They're deep, mind, centaurs... they know things... jus' don' let on much."" ","{'labels': ['neutral', 'positive'], 'scores': [0.9963063, 0.7891949]}"
120,"""D'you think that was a centaur we heard earlier?"" said Harry. ","{'labels': ['ambiguous'], 'scores': [0.99858826]}"
121,"""Did that sound like hooves to you? Nah, if yeh ask me, that was what's bin killin' the unicorns - never heard anythin' like it before."" ","{'labels': ['neutral'], 'scores': [0.99645895]}"
122,"They walked on through the dense, dark trees. Harry kept looking nervously over his shoulder. He had the nasty feeling they were being watched. He was very glad they had Hagrid and his crossbow with them. They had just passed a bend in the path when Hermione grabbed Hagrid's arm. ","{'labels': ['negative', 'positive'], 'scores': [0.44703707, 0.98171806]}"
123,"""Hagrid! Look! Red sparks, the others are in trouble!"" ","{'labels': ['negative'], 'scores': [0.97958297]}"
124,"""You two wait here!"" Hagrid shouted. ""Stay on the path, I'll come back for yeh!"" ","{'labels': ['neutral'], 'scores': [0.99973255]}"
125,"They heard him crashing away through the undergrowth and stood looking at each other, very scared, until they couldn't hear anything but the rustling of leaves around them. ","{'labels': ['negative'], 'scores': [0.99790394]}"
126,"""You don't think they've been hurt, do you?"" whispered Hermione. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9406044, 0.8658555]}"
127,"""I don't care if Malfoy has, but if something's got Neville... it's our fault he's here in the first place."" ","{'labels': ['neutral'], 'scores': [0.9337793]}"
128,"The minutes dragged by. Their ears seemed sharper than usual. Harry's seemed to be picking up every sigh of the wind, every cracking twig. What was going on? Where were the others? ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.6177022, 0.97705007]}"
129,"At last, a great crunching noise announced Hagrid's return. Malfoy, Neville, and Fang were with him. Hagrid was fuming. Malfoy, it seemed, had sneaked up behind Neville and grabbed him as a joke. Neville had panicked and sent up the sparks. ","{'labels': ['negative', 'neutral'], 'scores': [0.9476007, 0.93165594]}"
130,"""We'll be lucky ter catch anythin' now, with the racket you two were makin'. Right, we're changin' groups -- Neville, you stay with me an' Hermione, Harry, you go with Fang an' this idiot. I'm sorry,"" Hagrid added in a whisper to Harry, ""but he'll have a harder time frightenin' you, an' we've gotta get this done."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9356068, 0.9917229]}"
131,"So Harry set off into the heart of the forest with Malfoy and Fang. They walked for nearly half an hour, deeper and deeper into the forest, until the path became almost impossible to follow because the trees were so thick. Harry thought the blood seemed to be getting thicker. There were splashes on the roots of a tree, as though the poor creature had been thrashing around in pain close by. Harry could see a clearing ahead, through the tangled branches of an ancient oak. ","{'labels': ['neutral'], 'scores': [0.99366075]}"
132,"""Look --"" he murmured, holding out his arm to stop Malfoy. ","{'labels': ['neutral'], 'scores': [0.99948525]}"
133,Something bright white was gleaming on the ground. They inched closer. ,"{'labels': ['neutral'], 'scores': [0.99911004]}"
134,"It was the unicorn all right, and it was dead. Harry had never seen anything so beautiful and sad. Its long, slender legs were stuck out at odd angles where it had fallen and its mane was spread pearly-white on the dark leaves. ","{'labels': ['negative'], 'scores': [0.9985703]}"
135,"Harry had taken one step toward it when a slithering sound made him freeze where he stood. A bush on the edge of the clearing quivered... Then, out of the shadows, a hooded figure came crawling across the ground like some stalking beast. Harry, Malfoy, and Fang stood transfixed. The cloaked figure reached the unicorn, lowered its head over the wound in the animal's side, and began to drink its blood. ","{'labels': ['neutral'], 'scores': [0.99843746]}"
136,"""AAAAAAAAAARGH!"" ","{'labels': ['negative'], 'scores': [0.99337864]}"
137,Malfoy let out a terrible scream and bolted -- so did Fang. The hooded figure raised its head and looked right at Harry -- unicorn blood was dribbling down its front. It got to its feet and came swiftly toward Harry -- he couldn't move for fear. ,"{'labels': ['neutral'], 'scores': [0.99875855]}"
138,"Then a pain like he'd never felt before pierced his head; it was as though his scar were on fire. Half blinded, he staggered backward. He heard hooves behind him, galloping, and something jumped clean over Harry, charging at the figure. ","{'labels': ['negative', 'neutral'], 'scores': [0.44283184, 0.7482955]}"
139,"The pain in Harry's head was so bad he fell to his knees. It took a minute or two to pass. When he looked up, the figure had gone. A centaur was standing over him, not Ronan or Bane; this one looked younger; he had white-blond hair and a palomino body. ","{'labels': ['negative'], 'scores': [0.9814942]}"
140,"""Are you all right?"" said the centaur, pulling Harry to his feet. ","{'labels': ['ambiguous'], 'scores': [0.99728644]}"
141,"""Yes -- thank you -- what was that?"" ","{'labels': ['positive'], 'scores': [0.99918205]}"
142,"The centaur didn't answer. He had astonishingly blue eyes, like pale sapphires. He looked carefully at Harry, his eyes lingering on the scar that stood out, livid, on Harry's forehead. ","{'labels': ['ambiguous'], 'scores': [0.9987081]}"
143,"""You are the Potter boy,"" he said. ""You had better get back to Hagrid. The forest is not safe at this time -- especially for you. Can you ride? It will be quicker this way. ","{'labels': ['neutral', 'positive'], 'scores': [0.9257775, 0.7244689]}"
144,"""My name is Firenze,"" he added, as he lowered himself on to his front legs so that Harry could clamber onto his back. ","{'labels': ['neutral'], 'scores': [0.9993382]}"
145,"There was suddenly a sound of more galloping from the other side of the clearing. Ronan and Bane came bursting through the trees, their flanks heaving and sweaty. ","{'labels': ['neutral'], 'scores': [0.9914151]}"
146,"""Firenze!"" Bane thundered. ""What are you doing? You have a human on your back! Have you no shame? Are you a common mule?"" ","{'labels': ['ambiguous'], 'scores': [0.9637757]}"
147,"""Do you realize who this is?"" said Firenze. ""This is the Potter boy. The quicker he leaves this forest, the better."" ","{'labels': ['ambiguous'], 'scores': [0.9969482]}"
148,"""What have you been telling him?"" growled Bane. ""Remember, Firenze, we are sworn not to set ourselves against the heavens. Have we not read what is to come in the movements of the planets?"" ","{'labels': ['neutral'], 'scores': [0.9994425]}"
149,"Ronan pawed the ground nervously. ""I'm sure Firenze thought he was acting for the best,"" he said in his gloomy voice. ","{'labels': ['neutral'], 'scores': [0.9992473]}"
