idx,Paragraph Text,Binary Emotion Class/Score
38,"Harry knew Ron and Hermione were thinking the same as he was. If Snape had been in on protecting the Stone, it must have been easy to find out how the other teachers had guarded it. He probably knew everything -- except, it seemed, Quirrell's spell and how to get past Fluffy. ","{'labels': ['neutral'], 'scores': [0.9994898]}"
39,"""You're the only one who knows how to get past Fluffy. aren't you, Hagrid?"" said Harry anxiously. ""And you wouldn't tell anyone, would you? Not even one of the teachers?"" ","{'labels': ['ambiguous'], 'scores': [0.9891767]}"
40,"""Not a soul knows except me an' Dumbledore,"" said Hagrid proudly. ","{'labels': ['neutral'], 'scores': [0.9910692]}"
41,"""Well, that's something,"" Harry muttered to the others. ""Hagrid, can we have a window open? I'm boiling."" ","{'labels': ['neutral'], 'scores': [0.9991572]}"
42,"""Can't, Harry, sorry,"" said Hagrid. Harry noticed him glance at the fire. Harry looked at it, too. ","{'labels': ['negative', 'neutral'], 'scores': [0.96682346, 0.91730934]}"
43,"""Hagrid -- what's that?"" ","{'labels': ['ambiguous'], 'scores': [0.9928035]}"
44,"But he already knew what it was. In the very heart of the fire, underneath the kettle, was a huge, black egg. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.99382293, 0.34598395]}"
45,"""Ah,"" said Hagrid, fiddling nervously with his beard, ""That's -- er..."" ","{'labels': ['neutral'], 'scores': [0.99849665]}"
46,"""Where did you get it, Hagrid?"" said Ron, crouching over the fire to get a closer look at the egg. ""It must've cost you a fortune."" ","{'labels': ['ambiguous'], 'scores': [0.99839693]}"
47,"""Won it,"" said Hagrid. ""Las' night. I was down in the village havin' a few drinks an' got into a game o' cards with a stranger. Think he was quite glad ter get rid of it, ter be honest."" ","{'labels': ['neutral', 'positive'], 'scores': [0.9564089, 0.6154444]}"
48,"""But what are you going to do with it when it's hatched?"" said Hermione. ","{'labels': ['neutral'], 'scores': [0.99687934]}"
49,"""Well, I've bin doin' some readin',"" said Hagrid, pulling a large book from under his pillow. ""Got this outta the library --Dragon Breeding for Pleasure and Profit -- it's a bit outta date, o' course, but it's all in here. Keep the egg in the fire, 'cause their mothers breathe on I em, see, an' when it hatches, feed it on a bucket o' brandy mixed with chicken blood every half hour. An' see here -- how ter recognize diff'rent eggs -- what I got there's a Norwegian Ridgeback. They're rare, them."" ","{'labels': ['neutral'], 'scores': [0.99943537]}"
50,"He looked very pleased with himself, but Hermione didn't. ","{'labels': ['neutral', 'positive'], 'scores': [0.9123549, 0.6609837]}"
51,"""Hagrid, you live in a wooden house,"" she said. ","{'labels': ['neutral'], 'scores': [0.99964714]}"
52,But Hagrid wasn't listening. He was humming merrily as he stoked the fire. ,"{'labels': ['positive'], 'scores': [0.99545884]}"
53,So now they had something else to worry about: what might happen to Hagrid if anyone found out he was hiding an illegal dragon in his hut. ,"{'labels': ['negative'], 'scores': [0.805194]}"
54,"""Wonder what it's like to have a peaceful life,"" Ron sighed, as evening after evening they struggled through all the extra homework they were getting. Hermione had now started making study schedules for Harry and Ron, too. It was driving them nuts. ","{'labels': ['ambiguous'], 'scores': [0.98479885]}"
55,"Then, one breakfast time, Hedwig brought Harry another note from Hagrid. He had written only two words: It's hatching. ","{'labels': ['neutral'], 'scores': [0.9994311]}"
56,Ron wanted to skip Herbology and go straight down to the hut. Hermione wouldn't hear of it. ,"{'labels': ['neutral'], 'scores': [0.9996314]}"
57,"""Hermione, how many times in our lives are we going to see a dragon hatching?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.76607996, 0.9485977]}"
58,"""We've got lessons, we'll get into trouble, and that's nothing to what Hagrid's going to be in when someone finds out what he's doing--"" ","{'labels': ['negative'], 'scores': [0.98276144]}"
59,"""Shut up!"" Harry whispered. ","{'labels': ['negative'], 'scores': [0.99703836]}"
60,Malfoy was only a few feet away and he had stopped dead to listen. How much had he heard? Harry didn't like the look on Malfoy's face at all. ,"{'labels': ['neutral'], 'scores': [0.95231754]}"
61,"Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break. When the bell sounded from the castle at the end of their lesson, the three of them dropped their trowels at once and hurried through the grounds to the edge of the forest. Hagrid greeted them, looking flushed and excited. ","{'labels': ['positive'], 'scores': [0.9956053]}"
62,"""It's nearly out."" He ushered them inside. ","{'labels': ['neutral'], 'scores': [0.9955776]}"
63,The egg was lying on the table. There were deep cracks in it. Something was moving inside; a funny clicking noise was coming from it. ,"{'labels': ['positive'], 'scores': [0.9997266]}"
64,They all drew their chairs up to the table and watched with bated breath. ,"{'labels': ['neutral'], 'scores': [0.99290895]}"
65,"All at once there was a scraping noise and the egg split open. The baby dragon flopped onto the table. It wasn't exactly pretty; Harry thought it looked like a crumpled, black umbrella. Its spiny wings were huge compared to its skinny jet body, it had a long snout with wide nostrils, the stubs of horns and bulging, orange eyes. ","{'labels': ['negative', 'neutral'], 'scores': [0.9930708, 0.36462945]}"
66,It sneezed. A couple of sparks flew out of its snout. ,"{'labels': ['neutral'], 'scores': [0.99878305]}"
67,"""Isn't he beautiful?"" Hagrid murmured. He reached out a hand to stroke the dragon's head. It snapped at his fingers, showing pointed fangs. ","{'labels': ['ambiguous'], 'scores': [0.9974993]}"
68,"""Bless him, look, he knows his mommy!"" said Hagrid. ","{'labels': ['positive'], 'scores': [0.99899787]}"
69,"""Hagrid,"" said Hermione, ""how fast do Norwegian Ridgebacks grow, exactly?"" ","{'labels': ['ambiguous'], 'scores': [0.99687225]}"
70,Hagrid was about to answer when the color suddenly drained from his face -- he leapt to his feet and ran to the window. ,"{'labels': ['neutral'], 'scores': [0.9978017]}"
71,"""What's the matter?"" ","{'labels': ['ambiguous'], 'scores': [0.99812824]}"
72,"""Someone was lookin' through the gap in the curtains -- it's a kid -- he's runnin' back up ter the school."" ","{'labels': ['neutral'], 'scores': [0.9993175]}"
73,Harry bolted to the door and looked out. Even at a distance there was no mistaking him. ,"{'labels': ['neutral'], 'scores': [0.9995254]}"
74,Malfoy had seen the dragon. ,"{'labels': ['neutral'], 'scores': [0.99964094]}"
75,"Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous. They spent most of their free time in Hagrid's darkened hut, trying to reason with him. ","{'labels': ['negative', 'neutral'], 'scores': [0.996702, 0.50446904]}"
76,"""Just let him go,"" Harry urged. ""Set him free."" ","{'labels': ['neutral'], 'scores': [0.99919444]}"
77,"""I can't,"" said Hagrid. ""He's too little. He'd die."" ","{'labels': ['negative', 'neutral'], 'scores': [0.98412293, 0.7150605]}"
78,They looked at the dragon. It had grown three times in length in just a week. Smoke kept furling out of its nostrils. Hagrid hadn't been doing his gamekeeping duties because the dragon was keeping him so busy. There were empty brandy bottles and chicken feathers all over the floor. ,"{'labels': ['neutral'], 'scores': [0.99896336]}"
79,"""I've decided to call him Norbert,"" said Hagrid, looking at the dragon with misty eyes. ""He really knows me now, watch. Norbert! Norbert! Where's Mommy?"" ","{'labels': ['neutral'], 'scores': [0.99834263]}"
80,"""He's lost his marbles,"" Ron muttered in Harry's ear. ","{'labels': ['negative', 'neutral'], 'scores': [0.7627081, 0.9980013]}"
81,"""Hagrid,"" said Harry loudly, ""give it two weeks and Norbert's going to be as long as your house. Malfoy could go to Dumbledore at any moment."" ","{'labels': ['neutral'], 'scores': [0.9995639]}"
82,Hagrid bit his lip. ,"{'labels': ['neutral'], 'scores': [0.9990682]}"
83,"""I -- I know I can't keep him forever, but I can't jus' dump him, I can't."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9899193, 0.9593162]}"
84,"Harry suddenly turned to Ron. ""Charlie."" he said. ","{'labels': ['neutral'], 'scores': [0.99928445]}"
85,"""You're losing it, too,"" said Ron. ""I'm Ron, remember?"" ","{'labels': ['neutral'], 'scores': [0.98263675]}"
86,"""No -- Charlie -- your brother, Charlie. In Romania. Studying dragons. We could send Norbert to him. Charlie can take care of him and then put him back in the wild!"" ","{'labels': ['neutral'], 'scores': [0.9995066]}"
87,"""Brilliant!"" said Ron. ""How about it, Hagrid?"" ","{'labels': ['positive'], 'scores': [0.9993042]}"
88,"And in the end, Hagrid agreed that they could send an owl to Charlie to ask him. ","{'labels': ['neutral', 'positive'], 'scores': [0.976906, 0.9731898]}"
89,"The following week dragged by. Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed. The clock on the wall had just chimed midnight when the portrait hole burst open. Ron appeared out of nowhere as he pulled off Harry's invisibility cloak. He had been down at Hagrid's hut, helping him feed Norbert, who was now eating dead rats by the crate. ","{'labels': ['neutral'], 'scores': [0.99793786]}"
90,"""It bit me!"" he said, showing them his hand, which was wrapped in a bloody handkerchief. ""I'm not going to be able to hold a quill for a week. I tell you, that dragon's the most horrible animal I've ever met, but the way Hagrid goes on about it, you'd think it was a fluffy little bunny rabbit. When it bit me he told me off for frightening it. And when I left, he was singing it a lullaby."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9971174, 0.91709995]}"
91,There was a tap on the dark window. ,"{'labels': ['neutral'], 'scores': [0.9979685]}"
92,"""It's Hedwig!"" said Harry, hurrying to let her in. ""She'll have Charlie's answer!"" ","{'labels': ['neutral'], 'scores': [0.999401]}"
93,The three of them put their heads together to read the note. ,"{'labels': ['neutral'], 'scores': [0.9990408]}"
94,"Dear Ron, ","{'labels': ['neutral', 'positive'], 'scores': [0.6031989, 0.8626386]}"
95,"How are you? Thanks for the letter -- I'd be glad to take the Norwegian Ridgeback, but it won't be easy getting him here. I think the best thing will be to send him over with some friends of mine who are coming to visit me next week. Trouble is, they mustn't be seen carrying an illegal dragon. ","{'labels': ['positive'], 'scores': [0.99943787]}"
96,Could you get the Ridgeback up the tallest tower at midnight on Saturday? They can meet you there and take him away while it's still dark. ,"{'labels': ['neutral'], 'scores': [0.9980148]}"
97,Send me an answer as soon as possible. ,"{'labels': ['neutral'], 'scores': [0.999265]}"
98,"Love, ","{'labels': ['positive'], 'scores': [0.99932015]}"
99,Charlie ,"{'labels': ['neutral'], 'scores': [0.99758077]}"
100,They looked at one another. ,"{'labels': ['neutral'], 'scores': [0.9990332]}"
101,"""We've got the invisibility cloak,"" said Harry. ""It shouldn't be too difficult - I think the cloaks big enough to cover two of us and Norbert."" ","{'labels': ['neutral'], 'scores': [0.9994301]}"
102,It was a mark of how bad the last week had been that the other two agreed with him. Anything to get rid of Norbert -- and Malfoy. ,"{'labels': ['neutral', 'positive'], 'scores': [0.9986749, 0.31308132]}"
103,"There was a hitch. By the next morning, Ron's bitten hand had swollen to twice its usual size. He didn't know whether it was safe to go to Madam Pomfrey -- would she recognize a dragon bite? By the afternoon, though, he had no choice. The cut had turned a nasty shade of green. It looked as if Norbert's fangs were poisonous. ","{'labels': ['negative', 'neutral'], 'scores': [0.47226208, 0.92060167]}"
104,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed. ,"{'labels': ['neutral'], 'scores': [0.99216557]}"
105,"""It's not just my hand,"" he whispered, ""although that feels like it's about to fall off. Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me. He kept threatening to tell her what really bit me -- I've told her it was a dog, but I don't think she believes me -- I shouldn't have hit him at the Quidditch match, that's why he's doing this."" ","{'labels': ['negative', 'neutral'], 'scores': [0.5293133, 0.9977336]}"
106,Harry and Hermione tried to calm Ron down. ,"{'labels': ['neutral'], 'scores': [0.99931955]}"
107,"""It'll all be over at midnight on Saturday,"" said Hermione, but this didn't soothe Ron at all. On the contrary, he sat bolt upright and broke into a sweat. ","{'labels': ['neutral'], 'scores': [0.99937195]}"
108,"""Midnight on Saturday!"" he said in a hoarse voice. ""Oh no oh no -- I've just remembered -- ","{'labels': ['neutral'], 'scores': [0.9570114]}"
109,"Charlie's letter was in that book Malfoy took, he's going to know we're getting rid of Norbert."" ","{'labels': ['neutral'], 'scores': [0.9996216]}"
110,"Harry and Hermione didn't get a chance to answer. Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep. ","{'labels': ['neutral'], 'scores': [0.9991491]}"
111,"""It's too late to change the plan now,"" Harry told Hermione. ""We haven't got time to send Charlie another owl, and this could be our only chance to get rid of Norbert. We'll have to risk it. And we have got the invisibility cloak, Malfoy doesn't know about that."" ","{'labels': ['neutral'], 'scores': [0.99915636]}"
112,"They found Fang, the boarhound, sitting outside with a bandaged tail when they went to tell Hagrid, who opened a window to talk to them. ","{'labels': ['neutral'], 'scores': [0.9995296]}"
113,"""I won't let you in,"" he puffed. ""Norbert's at a tricky stage -- nothin' I can't handle."" ","{'labels': ['negative', 'neutral'], 'scores': [0.34869036, 0.9915523]}"
114,"When they told him about Charlie's letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.37766448, 0.957657]}"
115,"""Aargh! It's all right, he only got my boot -- jus' playin' -- he's only a baby, after all."" ","{'labels': ['neutral', 'positive'], 'scores': [0.7145695, 0.9963726]}"
116,"The baby banged its tail on the wall, making the windows rattle. Harry and Hermione walked back to the castle feeling Saturday couldn't come quickly enough. ","{'labels': ['neutral'], 'scores': [0.9940216]}"
117,"They would have felt sorry for Hagrid when the time came for him to say good-bye to Norbert if they hadn't been so worried about what they had to do. It was a very dark, cloudy night, and they were a bit late arriving at Hagrid's hut because they'd had to wait for Peeves to get out of their way in the entrance hall, where he'd been playing tennis against the wall. Hagrid had Norbert packed and ready in a large crate. ","{'labels': ['negative', 'neutral'], 'scores': [0.52604544, 0.99613345]}"
118,"""He's got lots o' rats an' some brandy fer the journey,"" said Hagrid in a muffled voice. ""An' I've packed his teddy bear in case he gets lonely."" ","{'labels': ['neutral'], 'scores': [0.9990625]}"
119,From inside the crate came ripping noises that sounded to Harry as though the teddy was having his head torn off. ,"{'labels': ['neutral'], 'scores': [0.9970885]}"
120,"""Bye-bye, Norbert!"" Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves. ""Mommy will never forget you!"" ","{'labels': ['neutral'], 'scores': [0.9922854]}"
121,"How they managed to get the crate back up to the castle, they never knew. Midnight ticked nearer as they heaved Norbert up the marble staircase in the entrance hall and along the dark corridors. Up another staircase, then another - even one of Harry's shortcuts didn't make the work much easier. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.756748, 0.9643071]}"
122,"""Nearly there!"" Harry panted as they reached the corridor beneath the tallest tower. ","{'labels': ['negative'], 'scores': [0.99397165]}"
123,"Then a sudden movement ahead of them made them almost drop the crate. Forgetting that they were already invisible, they shrank into the shadows, staring at the dark outlines of two people grappling with each other ten feet away. A lamp flared. ","{'labels': ['neutral'], 'scores': [0.9992163]}"
124,"Professor McGonagall, in a tartan bathrobe and a hair net, had Malfoy by the ear. ","{'labels': ['neutral'], 'scores': [0.9992493]}"
125,"""Detention!"" she shouted. ""And twenty points from Slytherin! Wandering around in the middle of the night, how dare you --"" ","{'labels': ['negative', 'neutral'], 'scores': [0.99685425, 0.638434]}"
126,"""You don't understand, Professor. Harry Potter's coming -- he's got a dragon!"" ","{'labels': ['neutral'], 'scores': [0.9991072]}"
127,"""What utter rubbish! How dare you tell such lies! Come on -- I shall see Professor Snape about you, Malfoy!"" ","{'labels': ['negative'], 'scores': [0.9982035]}"
128,"The steep spiral staircase up to the top of the tower seemed the easiest thing in the world after that. Not until they'd stepped out into the cold night air did they throw off the cloak, glad to be able to breathe properly again. Hermione did a sort of jig. ","{'labels': ['positive'], 'scores': [0.9971961]}"
129,"""Malfoy's got detention! I could sing!"" ","{'labels': ['neutral', 'positive'], 'scores': [0.9962908, 0.6444361]}"
130,"""Don't,"" Harry advised her. ","{'labels': ['negative', 'neutral'], 'scores': [0.79493815, 0.99618125]}"
131,"Chuckling about Malfoy, they waited, Norbert thrashing about in his crate. About ten minutes later, four broomsticks came swooping down out of the darkness. ","{'labels': ['neutral'], 'scores': [0.9993686]}"
132,"Charlie's friends were a cheery lot. They showed Harry and Hermione the harness they'd rigged up, so they could suspend Norbert between them. They all helped buckle Norbert safely into it and then Harry and Hermione shook hands with the others and thanked them very much. ","{'labels': ['positive'], 'scores': [0.99819916]}"
133,"At last, Norbert was going... going... gone. ","{'labels': ['negative', 'neutral'], 'scores': [0.41448018, 0.99391973]}"
134,"They slipped back down the spiral staircase, their hearts as light as their hands, now that Norbert was off them. No more dragon -- Malfoy in detention -- what could spoil their happiness? ","{'labels': ['ambiguous'], 'scores': [0.998442]}"
135,"The answer to that was waiting at the foot of the stairs. As they stepped into the corridor, Filch's face loomed suddenly out of the darkness. ","{'labels': ['neutral'], 'scores': [0.9991273]}"
136,"""Well, well, well,"" he whispered, ""we are in trouble."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9074306, 0.7286196]}"
137,They'd left the invisibility cloak on top of the tower. ,"{'labels': ['neutral'], 'scores': [0.99920124]}"
